playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name
25,78.0,25.0,11.873290598290598,4.1,0.8,1.2,67.4%,0.7,1.8,36.4%,0.6,0.7,74.1%,0.7,1.7,2.4,0.6,0.3,0.4,0.2,0.0,1.6,0.6,4.5,004790,"CORNELIE, PETR"
26,82.0,24.0,16.47012195121951,5.0,1.3,2.2,57.1%,0.6,2.2,29.9%,0.5,0.6,75%,0.8,1.5,2.3,1.7,0.7,1.2,0.1,0.2,2.3,1.0,4.5,008211,"DELOW, MALTE"
27,82.0,38.0,13.777235772357724,3.3,1.5,2.8,52.6%,0.0,0.0,0%,0.4,0.9,45.7%,1.6,2.1,3.8,0.4,0.5,0.9,0.7,0.3,2.5,1.3,4.5,011941,"GILLESPIE, FREDDIE"
28,104.0,53.0,14.205448717948716,5.5,1.4,2.5,58.4%,0.6,1.9,31.8%,0.8,1.0,80.8%,0.8,1.7,2.5,0.7,0.3,0.7,0.4,0.1,2.6,1.1,4.6,002968,"SANLI, SERTAC"
29,52.0,17.0,14.272115384615384,5.6,0.6,1.4,45.8%,1.3,3.3,39.7%,0.3,0.4,73.9%,0.4,2.0,2.4,0.5,0.4,0.6,0.1,0.1,1.4,0.7,4.6,012715,"MANEK, BRADY"
30,82.0,19.0,16.634349593495934,5.2,1.0,1.9,51.9%,0.9,2.0,45.6%,0.6,0.7,83.6%,0.6,1.4,2.0,0.7,0.4,0.5,0.1,0.1,2.0,1.0,4.7,001557,"GIFFEY, NIELS"
31,51.0,6.0,9.544771241830066,4.3,1.6,2.5,66.4%,0.1,0.3,35.3%,0.7,0.9,79.5%,1.0,1.3,2.3,0.3,0.3,0.5,0.5,0.1,1.9,0.7,4.7,007639,"BRANKOVIC, DANKO"
32,73.0,28.0,13.351141552511416,5.1,1.3,2.4,54%,0.5,1.6,32.2%,0.9,1.1,85.7%,0.3,0.8,1.2,1.8,0.6,0.9,0.2,0.1,1.7,1.2,4.9,011052,"MADAR, YAM"
33,87.0,47.0,15.964942528735632,4.3,0.7,1.4,52.5%,0.8,1.9,40.2%,0.5,0.7,79.3%,0.4,1.8,2.1,1.4,0.4,0.4,0.0,0.1,1.6,0.6,4.9,003733,"ABALDE, ALBERTO"
34,54.0,7.0,13.09783950617284,5.7,0.8,1.7,47.8%,0.9,2.1,41.4%,1.4,1.6,89.7%,0.1,0.9,1.1,0.9,0.3,0.9,0.1,0.1,1.4,1.5,4.9,000956,"ANDJUSIC, DANILO"
35,86.0,38.0,16.372093023255815,6.2,1.5,2.6,58.5%,0.9,2.7,33.5%,0.5,0.6,73.6%,0.4,1.3,1.8,0.9,0.5,0.7,0.0,0.1,1.4,1.0,5.1,004007,"DOBRIC, OGNJEN"
36,102.0,8.0,17.31078431372549,6.9,0.9,2.2,39.3%,1.4,4.4,30.9%,1.1,1.4,81.9%,0.2,1.1,1.3,2.2,0.3,0.9,0.0,0.1,1.4,1.5,5.1,TGB,"LLULL, SERGIO"
37,83.0,23.0,15.146586345381529,5.8,1.0,1.9,50%,0.9,2.3,38.4%,1.2,1.5,81.1%,0.2,0.6,0.8,1.7,0.4,0.8,0.0,0.2,1.6,1.8,5.3,008099,"STRAZEL, MATTHEW"
38,80.0,16.0,15.943958333333333,4.5,1.0,1.8,56.8%,0.7,1.5,45.5%,0.3,0.5,64.3%,0.4,1.6,1.9,1.1,0.5,0.4,0.0,0.2,1.2,0.8,5.3,006509,"TONUT, STEFANO"
39,83.0,28.0,15.862449799196789,5.6,1.1,2.1,51.4%,0.9,2.1,42.5%,0.8,1.0,79.7%,0.4,1.2,1.6,1.3,0.6,0.8,0.2,0.1,1.6,1.1,5.4,001392,"CAUSEUR, FABIEN"
40,59.0,22.0,16.095197740112994,4.5,1.0,1.6,60.4%,0.6,1.6,38.7%,0.7,0.9,78.4%,0.4,2.0,2.4,0.6,0.5,0.4,0.3,0.1,1.5,1.1,5.5,007960,"DAVIDOVAC, DEJAN"
41,99.0,31.0,17.293265993265994,6.2,0.5,1.1,49.1%,1.5,3.4,43.9%,0.7,0.8,87.2%,0.6,1.4,2.0,0.7,0.5,0.5,0.2,0.1,2.3,1.4,5.6,003478,"ABRINES, ALEX"
42,68.0,12.0,15.57230392156863,4.4,1.8,3.0,60.6%,0.0,0.0,0%,0.8,1.1,67.9%,1.2,1.7,2.9,1.1,0.5,0.8,0.5,0.3,2.2,1.1,5.6,002812,"HINES, KYLE"
43,93.0,29.0,19.052688172043013,4.1,0.7,1.4,48.4%,0.7,2.1,34.5%,0.6,0.8,75%,0.4,1.6,2.0,3.2,1.0,1.1,0.1,0.2,2.5,1.3,5.6,006739,"PAJOLA, ALESSANDRO"
44,101.0,15.0,16.455940594059406,5.4,0.3,0.9,38.5%,1.3,3.0,41.4%,1.0,1.0,96.1%,0.7,1.3,1.9,1.0,0.7,0.4,0.0,0.1,2.1,1.8,5.8,007990,"DIBARTOLOMEO, JOHN"
45,72.0,3.0,14.984722222222224,4.7,0.8,1.9,44.2%,0.9,2.4,36.2%,0.4,0.4,84.4%,0.2,1.3,1.5,4.3,0.5,1.3,0.0,0.1,2.0,0.9,5.8,CVM,"RODRIGUEZ, SERGIO"
46,62.0,51.0,15.409408602150538,5.7,1.5,2.7,54.2%,0.7,1.8,37.5%,0.8,0.8,94.1%,0.8,2.0,2.8,0.9,0.5,0.8,0.1,0.2,1.7,1.1,6.0,012710,"OSMANI, ERCAN"
47,89.0,16.0,14.969101123595506,4.0,0.8,1.5,52.6%,0.6,1.8,34.4%,0.6,0.8,72.9%,0.8,2.2,3.0,1.0,0.4,0.4,0.5,0.1,1.2,1.1,6.1,002084,"POLONARA, ACHILLE"
48,53.0,26.0,16.68553459119497,6.1,1.2,2.7,44.1%,0.9,2.8,34.2%,0.8,1.4,60.8%,0.4,2.0,2.4,2.0,0.8,1.1,0.2,0.1,2.1,1.9,6.1,005099,"HANGA, ADAM"
49,115.0,85.0,20.078840579710143,9.1,1.1,2.3,47.8%,1.9,4.8,40%,1.2,1.4,84.3%,0.3,1.0,1.2,1.2,0.7,1.0,0.1,0.2,2.0,1.3,6.2,010612,"CANAAN, ISAIAH"
50,68.0,7.0,16.20122549019608,8.0,1.7,3.3,51.6%,1.3,3.1,41.1%,0.7,0.9,78.3%,0.3,0.9,1.2,1.9,0.3,1.1,0.1,0.2,1.8,1.4,6.2,009992,"BRIZUELA, DARIO"
51,80.0,15.0,18.216041666666666,8.0,1.2,2.4,50%,1.6,3.6,45.5%,0.7,0.8,84.6%,0.6,1.8,2.4,1.0,0.4,0.9,0.1,0.2,2.2,0.9,6.2,006961,"BIBEROVIC, TARIK"
52,99.0,50.0,16.38922558922559,4.3,1.8,2.8,63.7%,0.0,0.1,15.4%,0.7,1.2,62.1%,1.5,1.8,3.3,0.8,0.7,0.6,0.6,0.1,2.4,1.3,6.3,003048,"DUNSTON, BRYANT"
53,64.0,39.0,14.8578125,6.4,2.0,3.5,55.5%,0.7,1.8,37.2%,0.5,0.5,90.6%,1.0,1.8,2.9,0.5,0.3,0.6,0.4,0.1,1.3,0.6,6.3,LHK,"PLEISS, TIBOR"
54,90.0,31.0,13.87611111111111,6.3,1.8,2.7,64.9%,0.6,1.5,40.9%,1.0,1.4,70.3%,1.1,1.3,2.4,0.5,0.5,0.7,0.5,0.2,2.3,1.6,6.3,011051,"SMAILAGIC, ALEN"
55,86.0,35.0,18.18313953488372,10.3,1.4,3.2,44.6%,1.9,5.2,36.8%,1.7,2.0,86.9%,0.1,1.0,1.2,1.3,0.4,0.9,0.0,0.2,1.7,1.3,6.4,BCN,"BELINELLI, MARCO"
56,91.0,51.0,17.46923076923077,8.1,2.5,5.1,48.3%,0.6,2.3,27.3%,1.4,1.7,81.7%,0.7,1.9,2.6,1.1,0.3,0.9,0.1,0.4,1.5,1.6,6.5,011983,"BRAZDEIKIS, IGNAS"
