playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name
62.0,29.0,2.0,12.317816091954022,6.2,2.1,3.3,63.2%,0.4,1.4,31.7%,0.7,1.0,75%,1.3,1.9,3.2,0.7,0.2,1.2,0.5,0.1,1.9,0.9,6.0,003583,"IBAKA, SERGE"
,,,,,,,,,,,,,,,,,,,,,,,,,,"ILIC, DALIBOR"
,,,,,,,,,,,,,,,,,,,,,,,,,,"ITOUDIS, DIMITRIS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"IVANOVIC, DUSKO"
,,,,,,,,,,,,,,,,,,,,,,,,,,"IZUNDU, EBUKA"
7.0,22.0,3.0,15.02727272727273,3.6,0.8,1.8,46.2%,0.5,2.2,25%,0.4,0.4,100%,0.4,1.1,1.5,0.6,0.2,0.5,0.0,0.2,1.7,0.9,1.8,000229,"JACKSON, EDWIN"
116.0,31.0,7.0,14.638709677419357,7.5,3.2,4.9,65.6%,0.0,0.0,0%,1.2,1.8,63.2%,1.5,2.4,4.0,0.6,0.5,1.1,0.3,0.2,2.1,2.0,9.0,002581,"JAITEH, MAM"
,,,,,,,,,,,,,,,,,,,,,,,,,,"JALLOW, KARIM"
180.0,41.0,41.0,29.341463414634145,15.9,3.3,7.3,44.8%,1.9,5.6,33%,3.8,4.9,78.9%,0.3,2.6,3.0,5.8,1.1,1.9,0.0,0.6,1.8,4.7,17.4,005985,"JAMES, MIKE"
122.0,38.0,38.0,25.51315789473684,7.5,1.1,1.8,63.2%,1.5,3.9,38.8%,0.7,0.9,82.4%,1.6,3.2,4.8,1.0,0.7,0.4,0.2,0.2,2.6,1.6,9.5,012613,"JANTUNEN, MIKAEL"
6.0,22.0,0.0,10.112121212121211,2.0,0.4,1.4,29%,0.3,1.2,23.1%,0.3,0.5,63.6%,0.3,0.3,0.5,1.6,0.5,0.6,0.0,0.0,1.4,0.9,1.4,004058,"JARAMAZ, OGNJEN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"JASIKEVICIUS, SARAS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"JESSUP, JUSTINIAN"
174.0,28.0,24.0,24.464285714285715,12.6,4.0,6.6,60.2%,0.8,2.2,37.1%,2.1,2.5,85.7%,0.8,2.4,3.2,4.6,1.0,2.6,0.0,0.2,1.7,3.1,15.6,007519,"JOKUBAITIS, ROKAS"
179.0,34.0,23.0,26.96421568627451,14.1,4.2,8.3,50.9%,0.9,2.8,31.9%,3.1,3.6,85.2%,0.5,2.7,3.2,5.4,1.0,1.8,0.1,0.6,1.7,4.0,17.3,013369,"JONES, CARLIK"
,,,,,,,,,,,,,,,,,,,,,,,,,,"JONES, CHRIS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"JONES, KAI"
175.0,32.0,10.0,22.633854166666666,11.6,4.3,6.9,63.2%,0.0,0.0,0%,2.9,4.4,66.4%,2.8,3.2,6.0,1.0,1.1,1.7,0.7,0.2,2.5,4.0,16.0,011981,"JONES, TYRIQUE"
,,,,,,,,,,,,,,,,,,,,,,,,,,"JOVIC, STEFAN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"KABENGELE, MFIONDU"
5.0,32.0,10.0,7.355729166666666,1.8,0.5,0.9,55.2%,0.1,0.7,19%,0.4,0.6,72.2%,0.3,0.4,0.8,0.4,0.5,0.3,0.0,0.1,1.1,0.5,1.3,011209,"KALAITZAKIS, PANAGIOTIS"
142.0,35.0,35.0,27.185714285714287,9.0,2.0,3.5,57.7%,1.1,2.6,43.5%,1.5,2.3,67.5%,1.3,2.9,4.1,2.6,0.8,1.7,0.1,0.3,2.3,2.7,11.6,004866,"KALINIC, NIKOLA"
,,,,,,,,,,,,,,,,,,,,,,,,,,"KAMENJAS, KENAN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"KATTASH, ODED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"KEENAN, EVANS"
4.0,23.0,0.0,7.017391304347826,2.9,0.8,1.4,59.4%,0.3,0.9,28.6%,0.4,0.7,58.8%,0.1,0.7,0.7,0.5,0.2,0.9,0.1,0.3,1.1,0.7,1.2,012123,"KHARCHENKOV, IVAN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"KOKOSKOV, IGOR"
,,,,,,,,,,,,,,,,,,,,,,,,,,"KOUZELOGLOU, IOANNIS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"KRAMER, DAVID"
1.0,27.0,0.0,9.522222222222224,0.6,0.3,0.8,33.3%,0.0,0.0,0%,0.1,0.2,60%,0.9,1.4,2.4,0.2,0.3,0.8,0.3,0.0,2.6,0.3,0.1,004512,"KRATZER, LEON"
,,,,,,,,,,,,,,,,,,,,,,,,,,"KURUCS, RODIONS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"LAKIC, ARIJAN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"LAPROVITTOLA, NICOLAS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"LARENTZAKIS, GIANNOULIS"
172.0,28.0,11.0,26.198214285714283,11.7,1.9,3.9,48.1%,2.0,5.2,39.3%,1.9,2.2,86.9%,0.4,2.2,2.6,4.5,1.2,1.8,0.0,0.3,0.9,3.9,15.5,007200,"LARKIN, SHANE"
,,,,,,,,,,,,,,,,,,,,,,,,,,"LAVY, GUR"
,,,,,,,,,,,,,,,,,,,,,,,,,,"LEAF, T.J"
187.0,34.0,23.0,27.644117647058824,16.0,3.2,6.0,53.2%,1.6,3.5,46.2%,4.8,5.2,91.5%,0.7,3.8,4.5,1.2,0.7,1.3,0.1,0.4,2.0,5.7,19.4,008987,"LEDAY, ZACH"
80.0,26.0,19.0,22.016666666666666,8.3,1.0,3.5,30%,1.7,4.8,34.1%,1.2,1.5,84.2%,0.2,1.2,1.5,3.1,0.8,1.1,0.0,0.4,1.3,2.0,7.0,011225,"LEE, PARIS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"LEE, SABEN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"LESSORT, MATHIAS"
20.0,33.0,22.0,19.44242424242424,4.4,0.7,1.7,43.6%,0.8,2.1,40.6%,0.4,0.5,77.8%,0.3,1.5,1.8,1.0,0.5,0.6,0.1,0.1,2.5,0.9,3.2,003526,"LIGHTY, DAVID"
45.0,40.0,3.0,17.098333333333333,6.6,0.8,2.0,40.5%,1.4,4.6,29.2%,1.0,1.2,81.2%,0.4,1.0,1.4,2.2,0.4,0.7,0.0,0.2,1.5,1.5,5.1,TGB,"LLULL, SERGIO"
98.0,29.0,1.0,17.17183908045977,10.0,2.5,4.4,57.5%,1.3,4.0,33.3%,1.0,1.2,77.8%,0.4,1.1,1.5,2.1,0.4,1.3,0.0,0.5,1.1,1.6,8.0,007032,"LO, MAODO"
,,,,,,,,,,,,,,,,,,,,,,,,,,"LOPEZ-AROSTEGUI, XABI"
114.0,35.0,19.0,21.19761904761905,9.4,1.8,3.4,52.1%,1.3,3.5,36.9%,2.0,2.2,89.7%,0.6,2.3,2.9,1.7,0.6,1.1,0.1,0.1,2.8,2.3,9.0,009754,"LOYD, JORDAN"
86.0,26.0,14.0,24.91217948717949,7.9,1.1,3.2,34.9%,1.4,4.0,34.6%,1.5,1.9,80%,0.6,1.7,2.2,3.0,0.9,1.1,0.0,0.3,2.0,1.8,7.3,010781,"LUNDBERG, IFFE"
85.0,26.0,19.0,24.941025641025643,10.0,2.3,5.2,43.4%,1.3,3.9,33.7%,1.5,1.8,84.8%,1.1,2.1,3.2,2.0,0.8,2.0,0.2,0.5,2.4,2.0,7.3,012080,"LUWAWU-CABARROT, TIMOTHE"
,,,,,,,,,,,,,,,,,,,,,,,,,,"LUWAWU-CABARROT, TIMOTHÈ"
,,,,,,,,,,,,,,,,,,,,,,,,,,"LYLES, TREY"
,,,,,,,,,,,,,,,,,,,,,,,,,,"M'BAYE, AMATH"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MADAR, YAM"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MAHMUTOGLU, MELIH"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MAKOUNDOU, YOAN"
84.0,33.0,9.0,18.953535353535354,7.7,1.7,3.1,55.3%,1.0,3.2,32.7%,1.1,1.5,77.1%,0.6,1.9,2.5,1.2,0.4,0.7,0.2,0.2,1.3,1.5,7.2,012609,"MALCOLM, COLLIN"
188.0,33.0,33.0,27.593434343434343,17.0,2.8,5.4,52.5%,1.7,4.8,34.4%,6.3,7.0,90.4%,0.4,3.0,3.5,4.6,1.0,2.9,0.2,0.5,1.8,5.9,20.6,007027,"MALEDON, THEO"
8.0,24.0,11.0,8.936111111111112,3.3,0.3,0.7,43.8%,0.9,2.3,37.5%,0.1,0.2,50%,0.2,1.0,1.2,0.3,0.2,0.3,0.0,0.0,1.2,0.3,1.9,012715,"MANEK, BRADY"
96.0,27.0,23.0,22.02469135802469,8.5,1.9,3.3,57.3%,1.1,3.3,33%,1.5,1.9,82%,0.1,1.3,1.4,4.0,0.7,2.3,0.0,0.2,2.5,2.0,7.8,011064,"MANNION, NICCOLO"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MARCOS, JUANI"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MARINKOVIC, VANJA"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MARTINEZ, PEDRO"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MASIULIS, TOMAS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MASON, NATE"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MASSA, BODIAN"
2.0,29.0,5.0,13.328735632183909,2.4,0.2,0.7,36.8%,0.6,2.6,23%,0.2,0.2,85.7%,0.1,0.7,0.8,0.5,0.5,0.3,0.0,0.2,1.8,1.0,0.4,007025,"MATTISSECK, JONAS"
77.0,22.0,8.0,19.05227272727273,5.7,1.2,2.1,55.3%,1.0,2.9,35.9%,0.2,0.2,100%,0.3,1.5,1.7,3.8,0.6,1.3,0.1,0.3,1.3,0.7,7.0,008062,"MCDOWELL-WHITE, WILL"
83.0,38.0,0.0,16.432894736842105,7.6,1.7,2.7,62.7%,0.9,2.9,31.2%,1.5,2.3,65.2%,0.6,1.5,2.1,1.6,0.5,1.0,0.0,0.3,1.4,1.8,7.2,007853,"MCKISSIC, SHAQUIELLE"
72.0,38.0,1.0,17.27675438596491,4.9,1.0,1.7,61.9%,0.8,2.2,37.3%,0.4,0.7,60.7%,1.3,2.8,4.1,1.1,0.6,0.7,0.4,0.0,2.8,1.5,6.8,002849,"MELLI, NICOLO"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MESSINA, ETTORE"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MESTOGLU, YIGIT HAMZA"
148.0,24.0,2.0,20.038194444444446,11.0,3.7,5.9,62.4%,0.8,2.3,36.4%,1.1,1.5,75%,1.0,3.8,4.8,1.0,0.6,1.7,0.6,0.2,2.0,1.8,11.8,013379,"METU, CHIMEZIE"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MICHINEAU, DAVID"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MICIC, VASILIJE"
28.0,23.0,13.0,15.357971014492756,3.9,1.0,1.7,63.2%,0.4,1.7,25.6%,0.5,0.8,57.9%,1.0,1.4,2.4,0.7,0.6,0.6,0.1,0.1,1.8,1.0,4.0,011836,"MIKE, ISIAHA"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MILJENOVIC, STEFAN"
128.0,35.0,34.0,25.374285714285715,10.3,3.0,5.8,52.5%,1.1,3.7,30.5%,0.9,1.2,71.4%,0.6,2.5,3.1,4.6,0.6,2.1,0.0,0.4,2.3,1.8,10.0,009048,"MILLER-MCINTYRE, CODI"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MILTON, SHAKE"
166.0,29.0,4.0,19.86264367816092,8.2,2.9,5.0,58.2%,0.0,0.0,0%,2.3,2.8,83.7%,2.7,3.1,5.8,0.8,0.6,0.6,0.7,0.2,0.7,2.5,14.4,003941,"MILUTINOV, NIKOLA"
189.0,30.0,30.0,27.487222222222226,17.7,3.3,6.0,55%,2.0,5.2,38.9%,5.0,5.6,89.3%,1.8,4.6,6.4,2.0,1.0,1.9,0.3,0.2,1.8,4.9,22.0,000796,"MIROTIC, NIKOLA"
15.0,29.0,4.0,14.378160919540228,3.2,0.9,2.1,44.3%,0.2,1.2,16.7%,0.8,1.0,75.9%,0.7,1.7,2.3,0.9,0.3,0.8,0.0,0.3,1.9,1.3,2.7,012622,"MITCHELL, MATTHEW"
57.0,39.0,13.0,16.146153846153847,6.0,1.7,3.1,53.3%,0.7,1.7,43.1%,0.5,0.8,66.7%,1.0,1.9,2.9,0.6,0.5,0.6,0.1,0.2,1.9,0.9,5.6,007866,"MITOGLOU, KONSTANTINOS"
88.0,25.0,2.0,12.543333333333331,5.6,2.1,3.2,65%,0.0,0.0,0%,1.5,2.2,67.3%,1.1,1.8,2.9,1.0,0.2,1.0,0.2,0.2,1.8,2.2,7.4,002553,"MITROVIC, LUKA"
185.0,33.0,29.0,28.203535353535354,14.0,3.4,5.2,64.5%,1.2,3.9,29.5%,3.8,4.7,81.3%,2.2,3.9,6.1,2.3,0.9,1.9,0.3,0.4,1.8,4.7,18.6,012201,"MONEKE, CHIMA"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MONTERO, JEAN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MOORE, OMARI"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MORGAN, JEREMY"
93.0,34.0,5.0,18.65686274509804,7.8,1.2,2.2,56%,1.1,3.9,27.1%,2.2,2.4,92.5%,0.2,1.5,1.7,2.6,0.5,1.0,0.0,0.4,2.0,2.3,7.6,012585,"MORGAN, MATTHEW"
90.0,29.0,24.0,14.729885057471265,6.4,2.3,3.9,59.3%,0.3,0.7,47.4%,0.9,1.6,54.3%,1.2,1.9,3.1,0.9,0.3,0.9,0.3,0.1,2.0,2.0,7.5,LCZ,"MOTIEJUNAS, DONATAS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MOTLEY, JONATHAN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MOUNGALLA, ILIAN"
156.0,35.0,23.0,21.78619047619048,12.2,2.6,4.8,53.3%,1.3,3.5,37.2%,3.2,3.9,81.2%,0.5,2.4,2.9,2.0,0.4,1.7,0.1,0.3,1.3,3.2,12.5,006540,"MUSA, DZANAN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"MUTAF, DAVID"
123.0,28.0,20.0,16.336309523809526,8.4,3.3,5.5,60.4%,0.0,0.1,0%,1.8,2.5,72.5%,1.6,3.0,4.6,0.6,0.8,1.7,0.1,0.2,2.6,2.5,9.6,013386,"McCORMACK, DAVID"
,,,,,,,,,,,,,,,,,,,,,,,,,,"NAKIC, MARIO"
143.0,33.0,3.0,20.602020202020203,10.3,1.5,2.7,54.4%,1.6,3.9,41.1%,2.5,2.7,94.4%,0.5,1.8,2.3,3.2,1.1,1.9,0.0,0.3,2.1,2.5,11.6,011224,"NAPIER, SHABAZZ"
31.0,25.0,19.0,13.978,3.6,0.7,1.3,54.5%,0.6,1.8,34.1%,0.3,0.5,66.7%,0.7,1.7,2.4,0.5,0.6,0.2,0.1,0.0,1.4,0.7,4.2,009213,"NDIAYE, ELI"
,,,,,,,,,,,,,,,,,,,,,,,,,,"NDIAYE, MBAYE"
,,,,,,,,,,,,,,,,,,,,,,,,,,"NEBO, JOSH"
102.0,27.0,11.0,18.57469135802469,9.2,1.4,2.9,48.1%,1.7,4.3,39.1%,1.4,1.8,81.2%,0.5,1.0,1.4,2.9,0.5,1.3,0.1,0.3,1.9,2.2,8.3,000848,"NEDOVIC, NEMANJA"
,,,,,,,,,,,,,,,,,,,,,,,,,,"NETZIPOGLOU, OMIROS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"NIANG, SALIOU"
,,,,,,,,,,,,,,,,,,,,,,,,,,"NORRIS, MILES"
,,,,,,,,,,,,,,,,,,,,,,,,,,NTILIKINA FRANK
87.0,25.0,5.0,15.576666666666668,5.0,1.6,2.9,53.4%,0.4,1.6,27.5%,0.5,0.8,65%,0.6,1.9,2.5,3.4,0.8,1.3,0.0,0.1,2.1,2.0,7.4,010106,"NUNEZ, JUAN"
186.0,40.0,39.0,30.82708333333333,20.0,4.4,7.9,56.3%,2.7,7.0,39.2%,3.0,3.4,86.2%,0.8,2.7,3.5,4.2,1.0,2.8,0.2,0.6,2.8,4.1,18.7,012774,"NUNN, KENDRICK"
74.0,37.0,15.0,16.82162162162162,7.6,1.7,3.4,50.8%,1.1,3.2,34.5%,0.9,1.0,86.5%,0.6,2.7,3.3,0.8,0.5,1.3,0.2,0.1,1.2,1.0,6.8,013363,"NWORA, JORDAN"
76.0,36.0,17.0,23.862962962962964,10.2,0.6,1.4,41.2%,2.8,6.7,42.5%,0.6,0.8,74.1%,0.4,1.5,1.9,1.5,0.5,1.2,0.0,0.2,2.1,1.3,7.0,004508,"OBST, ANDREAS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"ODIASE, TAI"
,,,,,,,,,,,,,,,,,,,,,,,,,,"OJELEYE, SEMI"
,,,,,,,,,,,,,,,,,,,,,,,,,,"OKEKE, CHUMA"
161.0,35.0,9.0,25.16333333333333,12.5,3.0,6.0,49.8%,1.2,3.1,38.9%,2.9,3.3,87.8%,0.1,1.7,1.9,4.1,1.1,1.8,0.2,0.2,2.1,3.1,13.4,011212,"OKOBO, ELIE"
46.0,23.0,9.0,19.06376811594203,5.6,1.7,2.5,67.2%,0.5,2.4,19.6%,0.8,1.0,75%,1.0,1.9,2.8,1.1,0.3,0.8,0.5,0.1,2.9,1.7,5.1,006919,"OLINDE, LOUIS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"OSETKOWSKI, DYLAN"
107.0,39.0,22.0,19.82264957264957,9.6,1.6,3.0,55.2%,1.3,3.5,37.7%,2.3,2.9,79.1%,0.5,2.2,2.7,0.7,0.5,0.6,0.2,0.4,2.1,2.2,8.5,004088,"OSMAN, CEDI"
75.0,39.0,35.0,16.582905982905984,6.5,1.6,2.9,55.7%,0.7,1.9,39.2%,1.0,1.1,92.7%,0.9,2.0,2.9,1.0,0.5,1.0,0.2,0.2,1.7,1.3,6.9,012710,"OSMANI, ERCAN"
137.0,38.0,4.0,16.58815789473684,8.8,3.6,5.0,71.6%,0.0,0.0,0%,1.6,2.3,68.5%,2.0,2.2,4.2,0.5,0.5,1.1,1.0,0.3,2.4,2.2,11.1,012788,"OTURU, DAN"
13.0,35.0,17.0,14.864285714285714,4.5,0.9,1.7,49.2%,0.8,2.6,30.4%,0.4,0.4,100%,0.7,1.1,1.8,0.3,0.4,0.5,0.1,0.2,1.3,0.3,2.6,004197,"OUATTARA, YAKUBA"
81.0,30.0,21.0,23.61555555555556,5.4,0.8,1.7,49%,1.0,3.0,34.8%,0.6,0.8,79.2%,0.3,2.1,2.4,4.1,1.2,1.3,0.1,0.3,2.7,1.3,7.2,006739,"PAJOLA, ALESSANDRO"
,,,,,,,,,,,,,,,,,,,,,,,,,,"PALATIN, GUY"
111.0,29.0,2.0,16.508045977011495,7.3,2.8,4.1,66.7%,0.4,1.0,39.3%,0.6,0.7,90%,1.1,2.3,3.4,0.5,0.5,0.6,1.3,0.1,2.3,0.8,8.8,005844,"PAPAGIANNIS, GEORGIOS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"PAPAGIANNIS, GERORGIOS"
65.0,38.0,29.0,18.76885964912281,4.8,0.7,1.2,57.4%,0.9,2.6,34%,0.7,1.0,69.2%,0.6,2.2,2.8,2.1,0.6,0.8,0.3,0.1,1.9,0.9,6.2,001255,"PAPANIKOLAOU, KOSTAS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"PAPANIKOLAU, KOSTAS"
10.0,26.0,6.0,10.573717948717947,2.8,0.8,1.4,59.5%,0.2,1.0,22.2%,0.5,0.8,57.1%,0.3,0.7,1.0,0.4,0.4,0.5,0.1,0.0,1.0,0.9,2.3,005161,"PAPAPETROU, IOANNIS"
155.0,39.0,38.0,27.21410256410256,13.8,3.4,6.1,55.7%,1.9,5.0,38.3%,1.3,1.6,79.4%,1.0,3.0,4.0,1.7,0.8,1.5,0.2,0.3,1.9,1.7,12.4,012745,"PARKER, JABARI"
55.0,31.0,6.0,14.97956989247312,4.9,1.6,2.8,58.6%,0.4,1.5,23.9%,0.5,0.7,77.3%,0.9,1.9,2.8,0.6,0.6,0.4,0.1,0.2,1.4,0.8,5.5,007464,"PARRA, JOEL"
,,,,,,,,,,,,,,,,,,,,,,,,,,"PENARROYA, JOAN"
116.0,40.0,4.0,16.43208333333333,8.1,1.6,2.8,55.3%,1.2,2.2,52.3%,1.5,1.6,93.8%,1.0,1.7,2.6,0.8,0.3,0.4,0.0,0.2,1.6,1.8,9.0,008829,"PETERS, ALEC"
168.0,32.0,12.0,20.1453125,13.0,4.2,6.7,62.4%,0.5,1.8,26.8%,3.2,4.8,67.5%,1.7,2.9,4.6,1.6,0.7,1.2,0.5,0.3,2.5,3.8,14.7,011194,"PETRUSEV, FILIP"
,,,,,,,,,,,,,,,,,,,,,,,,,,"PETRUSEV,FILIP"
42.0,25.0,1.0,11.550666666666666,3.3,0.7,1.4,50%,0.4,1.2,36.7%,0.6,0.7,94.1%,0.6,1.5,2.0,0.8,0.3,0.4,0.2,0.2,0.8,1.0,4.8,010560,"PIERRE, DYSHAWN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"PLAVSIC, UROS"
162.0,39.0,35.0,21.361538461538466,9.5,3.8,5.7,65.9%,0.0,0.1,0%,1.9,2.8,70.4%,2.0,3.0,5.0,1.2,0.6,0.9,1.3,0.3,2.2,2.2,13.4,004887,"POIRIER, VINCENT"
41.0,27.0,7.0,12.784567901234569,3.9,1.0,1.7,60.9%,0.5,1.6,29.5%,0.3,0.5,69.2%,0.7,1.5,2.2,1.2,0.6,0.5,1.0,0.0,2.1,0.6,4.7,008232,"POKUSEVSKI, ALEKSEJ"
61.0,33.0,6.0,16.242929292929293,4.8,1.0,1.7,56.1%,0.6,2.3,27.6%,0.9,1.2,79.5%,0.9,1.9,2.8,0.9,0.5,0.5,0.4,0.1,1.4,1.2,6.0,002084,"POLONARA, ACHILLE"
,,,,,,,,,,,,,,,,,,,,,,,,,,"PRADILLA, JAIME"
,,,,,,,,,,,,,,,,,,,,,,,,,,"PREPELIC, KLEMEN"
94.0,26.0,17.0,20.512179487179488,9.7,2.8,4.5,61.9%,0.8,3.7,21.9%,1.7,2.2,78.6%,0.6,1.7,2.2,0.8,0.7,1.2,0.3,0.1,1.8,2.0,7.7,008384,"PROCIDA, GABRIELE"
,,,,,,,,,,,,,,,,,,,,,,,,,,"PUERTO, JOSEP"
177.0,37.0,33.0,27.07702702702703,16.6,3.3,6.2,53.9%,2.1,5.5,38.6%,3.6,3.9,94.4%,0.3,1.9,2.2,3.0,1.3,1.6,0.0,0.4,2.2,4.0,16.5,009862,"PUNTER, KEVIN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"PUPET, PIERRIC"
,,,,,,,,,,,,,,,,,,,,,,,,,,"RADOSIC, OGNJEN"
151.0,33.0,33.0,27.725757575757576,12.0,3.2,6.7,48.2%,1.0,2.5,39%,2.6,2.8,91.5%,1.2,2.6,3.8,1.8,0.6,1.2,0.0,0.3,2.2,2.9,12.2,013382,"RANDOLPH, LEVI"
14.0,27.0,4.0,15.05493827160494,4.2,1.5,2.7,54.1%,0.2,1.3,16.7%,0.6,1.0,55.6%,1.0,1.1,2.1,1.3,0.6,1.0,0.0,0.3,2.4,1.0,2.6,011631,"RAPIEQUE, ELIAS"
27.0,23.0,5.0,11.970289855072464,5.3,0.7,1.4,51.5%,1.1,3.0,35.7%,0.5,0.8,63.2%,0.1,0.8,0.9,1.4,0.5,1.1,0.0,0.1,1.4,1.4,3.9,013378,"RATHAN-MAYES, XAVIER"
,,,,,,,,,,,,,,,,,,,,,,,,,,"RAVENA, THIRDY"
23.0,33.0,8.0,11.39090909090909,2.6,0.5,1.2,40%,0.2,0.6,40%,0.9,1.2,75%,1.2,1.8,3.1,0.2,0.2,0.2,0.1,0.2,2.4,1.3,3.3,013381,"RAYMAN, WILLIAM"
,,,,,,,,,,,,,,,,,,,,,,,,,,"REUVERS, NATHAN"
22.0,32.0,15.0,15.1125,3.6,0.5,0.7,65.2%,0.8,1.8,44.8%,0.2,0.2,100%,0.6,1.9,2.5,0.4,0.4,0.4,0.2,0.0,2.5,0.3,3.2,001518,"RICCI, GIAMPAOLO"
,,,,,,,,,,,,,,,,,,,,,,,,,,"RIVERO, JASIEL"
129.0,25.0,18.0,25.840666666666667,8.4,2.2,4.2,52.4%,1.0,2.8,35.7%,1.0,1.6,61%,1.8,4.4,6.2,1.4,1.2,1.6,1.1,0.3,2.6,1.2,10.5,013405,"ROBERSON, ANDRE"
,,,,,,,,,,,,,,,,,,,,,,,,,,"ROBINSON, JUSTIN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"ROGAKAVOPOULOS, NIKOS"
124.0,33.0,2.0,18.716666666666665,9.7,1.5,2.8,52.7%,1.9,4.5,43.5%,0.9,1.1,81.1%,1.2,2.7,3.9,1.0,0.5,0.5,0.1,0.3,1.5,0.9,9.6,011085,"ROGKAVOPOULOS, NIKOLAOS"
154.0,33.0,27.0,21.975252525252525,9.0,3.8,5.6,68.1%,0.0,0.0,0%,1.4,2.4,57%,2.7,3.4,6.2,0.8,0.8,0.9,0.5,0.4,2.8,2.1,12.4,010545,"SAKO, NEAL"
,,,,,,,,,,,,,,,,,,,,,,,,,,"SAMANIC, LUKA"
,,,,,,,,,,,,,,,,,,,,,,,,,,"SAMODUROV, ALEXANDROS"
51.0,33.0,17.0,13.07020202020202,5.5,1.3,2.1,61.8%,0.7,1.8,36.1%,1.0,1.2,78%,0.9,1.5,2.4,0.7,0.4,0.6,0.5,0.1,2.3,1.1,5.3,002968,"SANLI, SERTAC"
,,,,,,,,,,,,,,,,,,,,,,,,,,"SANTOS, MARCIO"
125.0,39.0,34.0,23.705128205128204,5.9,1.7,3.3,50%,0.6,1.8,34.7%,0.7,1.0,67.5%,0.8,2.4,3.2,5.3,0.9,1.8,0.1,0.1,2.3,1.6,9.7,002939,"SATORANSKY, TOMAS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"SCARIOLO, SERGIO"
38.0,32.0,16.0,19.616666666666667,5.6,1.3,2.3,56.2%,0.8,2.8,29.2%,0.6,1.0,57.6%,1.1,2.2,3.3,0.4,0.4,0.9,0.2,0.2,2.3,1.3,4.5,006251,"SCHNEIDER, TIM"
141.0,25.0,21.0,24.41133333333333,7.4,2.0,3.2,60.5%,0.8,1.8,44.4%,1.0,1.4,74.3%,1.4,3.4,4.8,1.7,0.3,0.9,0.2,0.4,0.8,1.9,11.5,007230,"SEDEKERSKIS, TADAS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"SEGEV, ITAY"
,,,,,,,,,,,,,,,,,,,,,,,,,,"SELJAAS, ZAC"
,,,,,,,,,,,,,,,,,,,,,,,,,,"SESTINA, NATHAN"
,,,,,,,,,,,,,,,,,,,,,,,,,,"SFAIROPOULOS, IOANNIS"
,,,,,,,,,,,,,,,,,,,,,,,,,,"SHAHRVIN, ENZO"
