playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl
91,51.0,27.0,19.86045751633987,10.2,4.2,6.3,67%,0.0,0.0,0%,1.7,3.4,52%,1.9,2.2,4.2,2.5,0.4,1.8,0.2,0.1,3.2,3.9,12.5,005113,"STIPANOVIC, ANDRIJA",38,https://media-cdn.incrowdsports.com/cbda2bd9-5ebc-409c-a47e-2acf455b8a38.png,CLU;LJU;LKB,UBT;COL;LIE,U-BT Cluj-Napoca;KK Cedevita Olimpija;Lietkabelis Panevezys ,https://media-cdn.incrowdsports.com/ae3e2844-0615-41bb-a788-a4f0d54b8d5e.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.cortextech.io/ffcb6e37-31f4-48f6-91c2-a8c9a6f791a9.png
92,37.0,21.0,22.847747747747746,11.1,3.5,5.7,61.1%,0.7,2.0,35.6%,2.1,2.5,80.9%,1.6,3.2,4.8,0.9,0.6,1.9,1.3,0.2,2.6,2.5,12.5,011935,"MAKOUNDOU, YOAN",24,https://media-cdn.incrowdsports.com/339d1169-e99e-4cfa-bcf3-b217af9b91bb.png,BUD;TTK,BUD;TTA,KK Buducnost;Turk Telekom Ankara,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png;https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png
93,37.0,29.0,25.339189189189188,12.7,2.4,4.7,50.3%,1.6,4.4,36.4%,3.2,4.2,76%,0.4,3.6,4.0,1.2,0.6,1.9,0.0,0.4,1.2,3.7,12.6,003452,"BLAZIC, JAKA",34,https://media-cdn.cortextech.io/6e7e920c-a98e-4b6b-817d-37484e56d0b4.png,LJU,COL,KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
94,29.0,26.0,26.736781609195404,10.6,1.6,2.9,55.4%,1.8,4.7,37.8%,2.2,2.6,82.9%,0.3,2.4,2.7,5.1,1.3,2.1,0.1,0.1,2.5,2.7,13.1,004381,"SPISSU, MARCO",28,https://media-cdn.incrowdsports.com/e7ca6dcc-f7b7-4e2c-84fc-4de1019bd19d.png,VNC,URV,Umana Reyer Venice,https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png
95,41.0,40.0,23.867073170731707,11.8,2.9,5.0,56.5%,1.4,3.8,37.2%,1.9,2.4,79.4%,1.0,3.4,4.4,1.6,1.4,1.3,0.4,0.1,2.4,2.3,13.2,011836,"MIKE, ISIAHA",26,https://media-cdn.incrowdsports.com/a1725eef-4b71-489c-ad65-3ace75faaa53.png,BOU,JLB,JL Bourg,https://media-cdn.incrowdsports.com/d4225e1b-7c1b-4382-98d4-ca8511c64441.png
96,38.0,31.0,22.882894736842104,12.7,3.6,7.1,50.4%,1.0,3.2,30.1%,2.7,3.7,72.1%,1.2,3.1,4.3,4.1,1.7,2.2,0.1,0.7,3.0,3.4,13.4,011944,"AGADA, CALEB",29,https://media-cdn.incrowdsports.com/de269d15-7e15-4167-8ea4-6c3638a8472f.png,PMT,PRM,Prometey Slobozhanske,https://media-cdn.incrowdsports.com/277839cf-b5b3-48be-bacf-a1291cee44cc.png
97,35.0,15.0,25.790476190476188,14.1,2.3,5.3,42.8%,1.7,4.9,34.9%,4.3,4.8,91%,0.3,1.9,2.2,3.2,1.0,1.9,0.1,0.2,2.6,4.3,13.4,011248,"ANDREWS, ANDREW",31,https://media-cdn.incrowdsports.com/43792c0f-d229-4b7d-bc7c-ab407eab5f77.png,JOV;WOL,CJB;WLV,Club Joventut Badalona;BC Wolves Vilnius,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png;https://media-cdn.incrowdsports.com/bab91c74-fc2e-4176-9db5-06f40e0e6759.png
98,34.0,30.0,24.309803921568626,12.5,3.8,6.2,61.6%,0.7,1.8,40.3%,2.6,3.4,78.3%,1.4,3.4,4.8,1.6,0.6,2.3,0.6,0.4,2.6,3.5,14.1,011168,"DZIEWA, ALEKSANDER",26,https://media-cdn.incrowdsports.com/36e6f108-7698-4e38-b71c-dc48a5f6487d.png,WRO;HAM,WKS;HAM,WKS Slask Wroclaw;Hamburg Towers,https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png;https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png
99,44.0,37.0,26.70909090909091,13.9,2.7,5.0,55%,2.0,4.7,42.3%,2.4,2.9,82.2%,0.3,2.7,3.1,3.2,1.1,1.9,0.1,0.4,2.2,3.0,14.3,007759,"MUNFORD, XAVIER",32,https://media-cdn.incrowdsports.com/27fafcd4-7c9f-4272-b41d-9c13ea214fbc.png,HTA;VNC,HTA;URV,Hapoel Tel Aviv;Umana Reyer Venice,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png;https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png
100,44.0,40.0,28.910984848484848,14.4,3.1,5.6,55.9%,2.3,5.3,44%,1.2,1.5,77.6%,1.0,3.8,4.7,1.4,0.6,0.7,0.3,0.3,1.3,1.5,14.9,003840,"BOUTEILLE, AXEL",29,https://media-cdn.incrowdsports.com/64a65242-aff5-4094-b02f-c9c3eb154a8d.png,TTK;BAH,TTA;BKS,Turk Telekom Ankara;Bahcesehir Koleji Istanbul,https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png;https://media-cdn.incrowdsports.com/1d3274d8-da86-4d21-9e97-6810ab88babe.png
101,37.0,29.0,26.777927927927927,14.8,3.2,5.9,53.9%,1.9,4.6,40.4%,2.9,4.1,69.3%,0.7,2.7,3.5,2.4,1.2,1.7,0.4,0.3,2.1,3.7,15.0,011834,"PALMER JR., JAMES",27,https://media-cdn.incrowdsports.com/2f2e97ab-29b8-4536-93bb-169d7a3c6e44.png,BOU;TTK,JLB;TTA,JL Bourg;Turk Telekom Ankara,https://media-cdn.incrowdsports.com/d4225e1b-7c1b-4382-98d4-ca8511c64441.png;https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png
102,36.0,26.0,25.200925925925926,11.7,3.2,5.6,56.7%,1.3,2.8,48%,1.4,1.9,71%,0.9,3.3,4.3,4.4,1.4,1.8,0.1,0.4,3.0,3.0,15.2,011247,"FELIZ, ANDRES",26,https://media-cdn.incrowdsports.com/add1b714-d177-4c67-a726-a283ec197f50.png,JOV,CJB,Club Joventut Badalona,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png
103,31.0,5.0,20.580107526881722,12.4,4.6,6.5,70%,0.2,0.5,35.7%,2.7,3.9,70.8%,1.7,3.4,5.1,0.8,1.0,0.8,0.5,0.3,1.8,2.3,15.7,006835,"HOARD, JAYLEN",24,https://media-cdn.incrowdsports.com/e43108e6-9668-4d2c-8f49-626feda3dd50.png,HTA,HTA,Hapoel Tel Aviv,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png
104,54.0,34.0,22.212345679012348,11.8,4.8,8.6,55.4%,0.0,0.0,0%,2.3,3.3,69.4%,1.5,4.3,5.8,3.0,0.5,2.1,0.2,0.2,1.7,3.4,16.0,002507,"TOMIC, ANTE",37,https://media-cdn.incrowdsports.com/2667174b-7474-4889-8212-fc2acb612c1b.png,JOV,CJB,Club Joventut Badalona,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png
105,39.0,36.0,28.348290598290596,14.2,1.8,3.9,44.8%,2.0,5.3,38.2%,4.6,5.3,86.5%,0.3,1.7,2.0,5.5,1.3,2.6,0.0,0.7,2.5,5.3,16.4,012003,"COWAN JR, ANTHONY",27,https://media-cdn.incrowdsports.com/4c959f62-fd8e-4002-98cc-4a3d2fb7587b.png,PAT;WOL,PRO;WLV,Promitheas Patras;BC Wolves Vilnius,https://media-cdn.incrowdsports.com/808f1bd0-aad0-470a-b621-3eba9efc6997.png;https://media-cdn.incrowdsports.com/bab91c74-fc2e-4176-9db5-06f40e0e6759.png
106,44.0,33.0,26.63409090909091,14.3,2.6,4.7,55.6%,2.0,5.5,37.1%,3.0,3.3,90.5%,0.3,2.0,2.3,4.3,0.9,1.8,0.0,0.2,1.8,4.2,16.4,011281,"FERRELL, YOGI",31,https://media-cdn.incrowdsports.com/79848719-23d6-45a2-9968-0e3ac8502b64.png,LJU;BUD,COL;BUD,KK Cedevita Olimpija;KK Buducnost,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png
107,37.0,37.0,27.437387387387385,10.0,3.8,5.8,65.9%,0.0,0.3,10%,2.3,3.2,71.4%,2.6,4.5,7.1,1.0,0.8,1.1,1.9,0.3,2.3,3.0,16.9,011973,"ALEXANDER, KYLE",28,https://media-cdn.incrowdsports.com/6240f898-2a12-4ae8-b1f4-e546c2c9e90c.png,HTA;TTK,HTA;TTA,Hapoel Tel Aviv;Turk Telekom Ankara,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png;https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png
108,40.0,22.0,24.200833333333332,10.5,3.9,6.0,64.6%,0.2,0.5,38.1%,2.1,3.1,69.1%,2.8,5.2,8.0,1.9,0.6,1.6,1.0,0.4,2.1,3.0,17.6,002644,"BALVIN, ONDREJ",31,https://media-cdn.incrowdsports.com/8d290159-e754-4670-b127-d2e94420b71d.png,PMT,PRM,Prometey Slobozhanske,https://media-cdn.incrowdsports.com/277839cf-b5b3-48be-bacf-a1291cee44cc.png
109,34.0,33.0,31.423039215686277,16.9,3.8,7.5,50.8%,1.9,5.7,34.2%,3.5,4.3,80.8%,0.6,3.3,3.9,4.4,1.6,2.9,0.3,0.5,2.5,4.8,17.8,011925,"WALLACE, TYRONE",29,https://media-cdn.incrowdsports.com/eee4bcba-33d2-4998-aa9d-a98604471a6f.png,PRS;TTK,PBB;TTA,Paris Basketball;Turk Telekom Ankara,https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png;https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png
