playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl,price
,,,,,,,,,,,,,,,,,,,,,,,,,,"DIRSEN, METECAN",,,,,,,4.2
9.0,27.0,13.0,11.079629629629627,3.5,0.9,1.4,60.5%,0.5,1.7,28.9%,0.3,0.4,75%,0.3,0.8,1.1,0.4,0.5,0.6,0.1,0.0,1.3,0.6,2.3,004007,"DOBRIC, OGNJEN",30.0,https://media-cdn.incrowdsports.com/a22ad126-7b94-446e-87f2-6ec6b8709388.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,5.0
,,,,,,,,,,,,,,,,,,,,,,,,,,"DOKOSSI, ALLAN",,,,,,,7.9
,,,,,,,,,,,,,,,,,,,,,,,,,,"DORSEY, TYLER",,,,,,,8.4
89.0,35.0,1.0,16.244761904761905,6.3,1.1,2.8,38.1%,1.0,2.5,39.1%,1.3,1.5,81.5%,0.2,1.3,1.6,3.3,0.5,1.2,0.0,0.2,1.4,2.2,7.5,012044,"DOS SANTOS, YAGO",25.0,https://media-cdn.incrowdsports.com/6d744023-a776-440a-b713-1d6eea2f9637.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,"DOWTIN JR., JEFF",,,,,,,12.0
,,,,,,,,,,,,,,,,,,,,,,,,,,"DOZIER JR, PERRY",,,,,,,9.0
53.0,34.0,16.0,15.699019607843136,4.1,1.7,2.7,62.4%,0.0,0.1,0%,0.7,1.1,63.9%,1.7,1.6,3.3,0.9,0.5,0.6,0.5,0.1,2.8,1.0,5.4,003048,"DUNSTON, BRYANT",38.0,https://media-cdn.incrowdsports.com/c611afbb-f77f-4214-81fc-f08a742cd326.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,6.0
178.0,35.0,31.0,28.82523809523809,20.4,4.3,8.0,53.9%,2.9,8.0,35.6%,3.2,3.5,91%,0.5,1.8,2.3,3.3,1.0,2.3,0.1,0.9,2.1,4.2,16.7,011987,"EDWARDS, CARSEN",26.0,https://media-cdn.incrowdsports.com/06c34b65-ca83-4e3e-8eda-b6c708dbccaf.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,"EKSIOGLU, MERT",,,,,,,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,"ELLIS, QUINN",,,,,,,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,"ENNIS, TYLER",,,,,,,10.2
103.0,35.0,32.0,17.37238095238095,5.8,2.5,3.4,73.7%,0.0,0.0,0%,0.8,1.9,41.2%,1.3,1.6,2.9,1.9,0.3,0.9,0.8,0.1,2.4,2.2,8.3,008811,"FALL, MOUSTAPHA",32.0,https://media-cdn.incrowdsports.com/691e5b14-6518-4067-8343-013b90f2fd3f.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,10.6
47.0,29.0,18.0,10.44425287356322,4.4,1.9,2.7,70.1%,0.0,0.0,0%,0.7,1.0,66.7%,1.4,2.0,3.3,0.0,0.1,0.9,0.2,0.1,1.8,1.0,5.2,006568,"FALL, YOUSSOUPHA",29.0,https://media-cdn.incrowdsports.com/f3205fbf-bef5-4b8a-9ea3-402b4a378331.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,7.5
,,,,,,,,,,,,,,,,,,,,,,,,,,"FAYE, MOUHAMED",,,,,,,7.8
43.0,33.0,5.0,14.193939393939392,4.8,1.5,2.7,54.4%,0.4,1.5,29.2%,0.5,0.9,62.1%,0.4,1.4,1.8,1.6,0.7,0.7,0.1,0.3,2.1,1.5,4.8,011247,"FELIZ, ANDRES",27.0,https://media-cdn.incrowdsports.com/add1b714-d177-4c67-a726-a283ec197f50.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png,7.4
,,,,,,,,,,,,,,,,,,,,,,,,,,"FERNANDO, BRUNO",,,,,,,8.0
,,,,,,,,,,,,,,,,,,,,,,,,,,"FLACCADORI, DIEGO",,,,,,,4.8
145.0,34.0,28.0,24.780882352941177,9.7,3.2,6.1,52.2%,0.6,1.7,32.8%,1.6,1.9,81.8%,0.4,2.4,2.8,4.7,0.8,1.9,0.2,0.5,1.9,2.2,11.6,013367,"FORREST, TRENT",26.0,https://media-cdn.incrowdsports.com/2258a1a6-ef61-4594-a6c6-7c07e2afbd60.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png,9.9
157.0,37.0,36.0,25.79144144144144,16.1,2.9,5.7,50.7%,2.5,6.9,35.8%,2.9,4.0,73.5%,0.6,1.6,2.2,2.6,1.1,1.8,0.1,0.3,2.0,3.0,12.6,013380,"FOURNIER, EVAN",32.0,https://media-cdn.incrowdsports.com/eefac20f-c371-476e-8294-f052e98bf0f3.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,13.0
173.0,34.0,18.0,25.49117647058824,14.6,2.1,4.3,47.9%,2.2,6.4,34.2%,3.8,5.1,75.6%,0.5,2.1,2.6,4.5,0.9,2.9,0.4,0.2,1.9,5.2,15.6,007975,"FRANCISCO, SYLVAIN",27.0,https://media-cdn.incrowdsports.com/471953cb-7f06-42cc-8fec-0405eabb4029.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,"FRISCH, CLEMENT",,,,,,,8.0
77.0,32.0,22.0,16.525520833333335,6.0,2.6,4.1,64.1%,0.0,0.2,0%,0.7,1.8,41.1%,1.9,2.0,3.9,0.7,0.6,1.2,0.9,0.3,2.8,1.8,7.0,013383,"GABRIEL, WENYEN",27.0,https://media-cdn.incrowdsports.com/10610be7-c458-49cf-a11e-da2060fb358f.png,TEL;PAN,MTA;PAO,Maccabi Playtika Tel Aviv;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,12.0
,,,,,,,,,,,,,,,,,,,,,,,,,,"GALBIATI, PAOLO",,,,,,,5.5
26.0,27.0,9.0,14.096913580246914,3.9,1.3,2.0,65.5%,0.3,1.3,23.5%,0.4,0.7,50%,0.9,2.2,3.1,0.6,0.6,0.6,0.4,0.2,2.6,0.6,3.8,007630,"GARUBA, USMAN",22.0,https://media-cdn.incrowdsports.com/8e68d998-2bbb-462e-9892-57b2208ebbf8.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png,8.1
37.0,30.0,18.0,24.011666666666667,5.8,1.5,3.1,46.8%,0.8,2.1,39.1%,0.4,0.5,78.6%,0.7,1.1,1.8,1.9,0.6,1.1,0.1,0.4,2.0,0.9,4.5,007513,"GIEDRAITIS, DOVYDAS",24.0,https://media-cdn.incrowdsports.com/8f1493eb-ebd5-4532-bc36-63e16ae94939.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,6.6
44.0,34.0,2.0,15.800980392156864,4.8,0.9,1.6,51.8%,0.7,2.0,35.3%,0.9,1.3,72.7%,0.5,1.5,2.0,0.8,0.7,0.3,0.1,0.1,1.6,1.0,5.0,006436,"GIEDRAITIS, ROKAS",32.0,https://media-cdn.incrowdsports.com/514eb8b6-1987-43f8-b24b-748065632795.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,
52.0,25.0,8.0,18.192666666666668,6.4,1.0,1.8,54.5%,1.3,2.3,57.9%,0.6,0.7,77.8%,0.5,1.3,1.8,0.9,0.2,0.8,0.2,0.2,2.6,1.2,5.3,001557,"GIFFEY, NIELS",33.0,https://media-cdn.incrowdsports.com/17f631c2-05c2-452f-9a39-3cb9533a0537.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,5.6
,,,,,,,,,,,,,,,,,,,,,,,,,,"GINAT, TOMER",,,,,,,9.2
,,,,,,,,,,,,,,,,,,,,,,,,,,"GOLEMAC, JURICA",,,,,,,7.0
3.0,30.0,1.0,7.545555555555556,1.9,0.3,0.9,35.7%,0.3,0.9,33.3%,0.4,0.5,68.8%,0.2,1.0,1.3,0.3,0.1,0.5,0.3,0.1,1.2,0.5,1.2,011649,"GONZALEZ, HUGO",18.0,https://media-cdn.incrowdsports.com/0ab7dbc1-b9a7-4360-b004-2f3c68012071.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,"GRAHAM, DEVONTE",,,,,,,12.0
131.0,41.0,32.0,26.865040650406502,8.6,1.8,3.2,55%,1.2,2.8,43%,1.5,1.8,84.7%,0.4,1.8,2.1,3.2,0.9,0.8,0.1,0.2,2.0,2.2,10.6,011204,"GRANT, JERIAN",32.0,https://media-cdn.incrowdsports.com/3011c0c9-43b3-48ac-8277-e4f8f59b6c08.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,10.1
,,,,,,,,,,,,,,,,,,,,,,,,,,"GRIGONIS, MARIUS",,,,,,,8.2
149.0,36.0,25.0,22.038425925925925,10.9,2.2,3.7,58.2%,1.3,3.5,38.4%,2.5,2.9,88.3%,0.4,2.2,2.6,3.1,0.7,2.0,0.1,0.3,2.4,3.2,11.9,004004,"GUDURIC, MARKO",29.0,https://media-cdn.incrowdsports.com/b3bbf0b0-eb5a-4986-8231-a1433ff07508.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/0233ebbb-f3a2-49ea-837c-7fd3e661e672.png,11.5
19.0,31.0,9.0,15.51774193548387,2.5,0.4,1.1,38.2%,0.4,1.2,36.1%,0.4,0.5,85.7%,0.3,1.7,2.0,1.7,0.4,0.9,0.0,0.0,2.4,1.2,2.9,001844,"HACKETT, DANIEL",37.0,https://media-cdn.incrowdsports.com/f5d3ffc5-6ed4-43a7-9c66-674c0ac86187.png,VIR,VIR,Virtus Segafredo Bologna,https://media-cdn.incrowdsports.com/4af5e83b-f2b5-4fba-a87c-1f85837a508a.png,6.3
110.0,32.0,15.0,23.472395833333334,7.8,1.6,3.0,53.6%,1.1,2.9,38.7%,1.2,1.4,82.2%,0.7,1.5,2.2,3.4,0.5,1.3,0.1,0.1,2.1,1.8,8.8,011205,"HALL, DEVON",29.0,https://media-cdn.incrowdsports.com/fd68fd6d-fa27-4c04-8b1b-f5347105fcba.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/0233ebbb-f3a2-49ea-837c-7fd3e661e672.png,8.2
165.0,34.0,20.0,21.501470588235293,8.7,3.4,4.7,71.4%,0.0,0.0,0%,2.0,2.9,69.1%,1.9,3.5,5.4,0.9,0.5,0.7,1.1,0.1,1.7,2.6,14.4,011196,"HALL, DONTA",27.0,https://media-cdn.incrowdsports.com/6010eeec-accb-4644-8b7c-a9fd981dad19.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png,12.8
,,,,,,,,,,,,,,,,,,,,,,,,,,"HAPP, ETHAN",,,,,,,7.5
34.0,28.0,5.0,9.81904761904762,4.1,1.4,2.1,65%,0.0,0.2,16.7%,1.2,1.3,89.2%,0.7,0.8,1.5,0.5,0.1,0.3,0.0,0.1,1.2,1.0,4.4,005460,"HARRIS, ELIAS",35.0,https://media-cdn.incrowdsports.com/9b314836-f6c0-4676-bf3a-29f1f489a12a.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,5.5
32.0,34.0,12.0,16.351470588235294,5.2,1.6,3.4,48.3%,0.4,1.1,41.7%,0.6,1.0,57.1%,0.3,1.4,1.6,1.6,1.1,1.1,0.2,0.4,2.4,1.3,4.4,013371,"HARRISON, SHAQUILLE",31.0,https://media-cdn.incrowdsports.com/d7172f56-4fad-490c-a0f5-cc2ac64a2ca9.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png,
115.0,38.0,38.0,20.226754385964917,6.5,2.5,4.1,61.9%,0.0,0.0,0%,1.4,1.8,78.3%,1.8,2.8,4.6,0.5,1.0,0.9,0.8,0.3,2.8,1.6,9.0,010390,"HAYES, KEVARRIUS",27.0,https://media-cdn.incrowdsports.com/6bc5bce4-f522-4167-8419-8c5d2d1694d2.png,PRS,PBB,Paris Basketball,https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png,7.3
184.0,39.0,39.0,31.34230769230769,16.7,3.2,6.4,49.8%,2.3,5.7,41%,3.3,3.6,90.8%,1.4,3.9,5.3,1.7,1.1,1.4,0.3,0.4,2.1,4.1,18.3,008962,"HAYES-DAVIS, NIGEL",30.0,https://media-cdn.incrowdsports.com/37b00e59-560b-4b65-a269-9d2b0b8776bc.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/0233ebbb-f3a2-49ea-837c-7fd3e661e672.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,"HAZER, SEHMUS",,,,,,,6.7
,,,,,,,,,,,,,,,,,,,,,,,,,,"HERBERT, GORDON",,,,,,,6.0
132.0,24.0,18.0,21.780555555555555,9.5,2.7,5.3,50%,0.8,2.6,29%,2.0,2.4,81%,0.4,1.2,1.6,5.7,0.6,2.2,0.0,0.6,1.2,2.4,10.8,008780,"HERMANNSSON, MARTIN",30.0,https://media-cdn.incrowdsports.com/4032c082-43d3-42a6-aaad-00ff98c2a756.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,
169.0,40.0,27.0,27.32125,10.0,2.2,3.8,56.9%,1.5,3.6,43%,1.0,1.6,63.1%,1.6,5.4,7.0,1.4,0.9,0.6,0.3,0.3,1.2,2.0,15.3,012712,"HERNANGOMEZ, JUANCHO",29.0,https://media-cdn.incrowdsports.com/cdf4d0c7-5fa8-4d47-9453-723b07acc3c7.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,14.0
134.0,34.0,8.0,15.836764705882354,8.2,3.1,4.9,64.1%,0.0,0.0,0%,1.9,2.9,67.3%,1.7,2.4,4.1,0.5,0.6,1.1,0.1,0.2,1.9,3.1,10.8,003196,"HERNANGOMEZ, WILLY",30.0,https://media-cdn.incrowdsports.com/a2cfd3c3-b886-48ab-a783-67513f66faf1.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,12.7
,,,,,,,,,,,,,,,,,,,,,,,,,,"HERRERA, SEBASTIAN",,,,,,,4.5
164.0,38.0,17.0,27.06184210526316,14.9,3.7,5.9,61.5%,1.9,6.1,31.5%,1.8,2.2,81.9%,0.5,4.8,5.3,1.5,0.8,1.6,0.1,0.3,1.7,2.1,14.3,003108,"HEZONJA, MARIO",29.0,https://media-cdn.incrowdsports.com/d61126dd-e3ac-46de-b012-42fd1ba92f1d.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png,13.9
130.0,38.0,0.0,19.967543859649123,15.1,2.4,4.9,48.9%,2.5,7.4,34.3%,2.7,3.1,85.7%,0.5,1.6,2.1,1.3,0.6,1.5,0.0,0.3,1.8,2.9,10.6,012640,"HIFI, NADIR",22.0,https://media-cdn.incrowdsports.com/097b8fc2-a7ee-4009-94ed-ba04f794b721.png,PRS,PBB,Paris Basketball,https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png,11.0
183.0,24.0,22.0,30.64027777777778,14.7,5.1,8.2,61.6%,0.5,1.4,32.4%,3.2,4.0,78.4%,1.3,3.8,5.0,1.4,1.3,0.9,0.2,0.3,1.9,3.0,17.5,006835,"HOARD, JAYLEN",25.0,https://media-cdn.incrowdsports.com/e43108e6-9668-4d2c-8f49-626feda3dd50.png,TEL,MTA,Maccabi Playtika Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png,14.3
,,,,,,,,,,,,,,,,,,,,,,,,,,"HOLLATZ, JUSTUS",,,,,,,5.5
,,,,,,,,,,,,,,,,,,,,,,,,,,"HOLMES, RICHUAN",,,,,,,12.7
,,,,,,,,,,,,,,,,,,,,,,,,,,"HOMMES, DAULTON",,,,,,,7.1
64.0,32.0,18.0,22.3390625,12.1,1.5,3.4,44.4%,2.5,7.4,33.9%,1.6,1.9,85%,0.2,1.1,1.3,1.5,0.3,1.4,0.0,0.6,2.3,2.2,6.2,011948,"HOWARD, MARKUS",25.0,https://media-cdn.incrowdsports.com/dac08765-8984-4e9b-85ce-92f3670ce151.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png,9.6
,,,,,,,,,,,,,,,,,,,,,,,,,,"HUERTEL, THOMAS",,,,,,,9.6
62.0,29.0,2.0,12.317816091954022,6.2,2.1,3.3,63.2%,0.4,1.4,31.7%,0.7,1.0,75%,1.3,1.9,3.2,0.7,0.2,1.2,0.5,0.1,1.9,0.9,6.0,003583,"IBAKA, SERGE",35.0,https://media-cdn.incrowdsports.com/748b5640-038f-4608-90f1-2bdf439b3f4c.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,"ILIC, DALIBOR",,,,,,,4.5
,,,,,,,,,,,,,,,,,,,,,,,,,,"ITOUDIS, DIMITRIS",,,,,,,8.5
,,,,,,,,,,,,,,,,,,,,,,,,,,"IVANOVIC, DUSKO",,,,,,,6.5
,,,,,,,,,,,,,,,,,,,,,,,,,,"IZUNDU, EBUKA",,,,,,,8.5
7.0,22.0,3.0,15.02727272727273,3.6,0.8,1.8,46.2%,0.5,2.2,25%,0.4,0.4,100%,0.4,1.1,1.5,0.6,0.2,0.5,0.0,0.2,1.7,0.9,1.8,000229,"JACKSON, EDWIN",35.0,https://media-cdn.incrowdsports.com/5985ad3d-5864-4d4b-82a1-c95c14ed8b85.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png,4.2
116.0,31.0,7.0,14.638709677419357,7.5,3.2,4.9,65.6%,0.0,0.0,0%,1.2,1.8,63.2%,1.5,2.4,4.0,0.6,0.5,1.1,0.3,0.2,2.1,2.0,9.0,002581,"JAITEH, MAM",30.0,https://media-cdn.incrowdsports.com/81504ec9-fd6b-4124-afbf-bed470352312.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png,7.2
,,,,,,,,,,,,,,,,,,,,,,,,,,"JALLOW, KARIM",,,,,,,9.0
180.0,41.0,41.0,29.341463414634145,15.9,3.3,7.3,44.8%,1.9,5.6,33%,3.8,4.9,78.9%,0.3,2.6,3.0,5.8,1.1,1.9,0.0,0.6,1.8,4.7,17.4,005985,"JAMES, MIKE",34.0,https://media-cdn.incrowdsports.com/6798f111-3618-4825-b32e-11741d4229c0.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png,15.2
122.0,38.0,38.0,25.51315789473684,7.5,1.1,1.8,63.2%,1.5,3.9,38.8%,0.7,0.9,82.4%,1.6,3.2,4.8,1.0,0.7,0.4,0.2,0.2,2.6,1.6,9.5,012613,"JANTUNEN, MIKAEL",24.0,https://media-cdn.incrowdsports.com/3f5cf3e4-2b6c-4c35-bbaa-631d721c701c.png,PRS,PBB,Paris Basketball,https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png,9.0
6.0,22.0,0.0,10.112121212121211,2.0,0.4,1.4,29%,0.3,1.2,23.1%,0.3,0.5,63.6%,0.3,0.3,0.5,1.6,0.5,0.6,0.0,0.0,1.4,0.9,1.4,004058,"JARAMAZ, OGNJEN",29.0,https://media-cdn.incrowdsports.com/f0031d55-9883-419a-ae1d-775c39ad4af8.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,"JASIKEVICIUS, SARAS",,,,,,,8.5
,,,,,,,,,,,,,,,,,,,,,,,,,,"JESSUP, JUSTINIAN",,,,,,,7.5
174.0,28.0,24.0,24.464285714285715,12.6,4.0,6.6,60.2%,0.8,2.2,37.1%,2.1,2.5,85.7%,0.8,2.4,3.2,4.6,1.0,2.6,0.0,0.2,1.7,3.1,15.6,007519,"JOKUBAITIS, ROKAS",24.0,https://media-cdn.incrowdsports.com/14dcf6c1-2b5d-40fe-98d5-d6a38a8b9ba2.png,TEL,MTA,Maccabi Playtika Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png,12.6
179.0,34.0,23.0,26.96421568627451,14.1,4.2,8.3,50.9%,0.9,2.8,31.9%,3.1,3.6,85.2%,0.5,2.7,3.2,5.4,1.0,1.8,0.1,0.6,1.7,4.0,17.3,013369,"JONES, CARLIK",27.0,https://media-cdn.incrowdsports.com/613ad222-b178-42f5-af77-75c2e22552a7.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png,14.9
,,,,,,,,,,,,,,,,,,,,,,,,,,"JONES, CHRIS",,,,,,,11.8
,,,,,,,,,,,,,,,,,,,,,,,,,,"JONES, KAI",,,,,,,10.8
175.0,32.0,10.0,22.633854166666666,11.6,4.3,6.9,63.2%,0.0,0.0,0%,2.9,4.4,66.4%,2.8,3.2,6.0,1.0,1.1,1.7,0.7,0.2,2.5,4.0,16.0,011981,"JONES, TYRIQUE",27.0,https://media-cdn.incrowdsports.com/01ff430d-de44-400a-ab89-ce01b5bd6ef9.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png,14.5
,,,,,,,,,,,,,,,,,,,,,,,,,,"JOVIC, STEFAN",,,,,,,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,"KABENGELE, MFIONDU",,,,,,,12.1
5.0,32.0,10.0,7.355729166666666,1.8,0.5,0.9,55.2%,0.1,0.7,19%,0.4,0.6,72.2%,0.3,0.4,0.8,0.4,0.5,0.3,0.0,0.1,1.1,0.5,1.3,011209,"KALAITZAKIS, PANAGIOTIS",25.0,https://media-cdn.incrowdsports.com/59c8e70a-6d80-4d8c-9382-162194e226d0.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,4.1
142.0,35.0,35.0,27.185714285714287,9.0,2.0,3.5,57.7%,1.1,2.6,43.5%,1.5,2.3,67.5%,1.3,2.9,4.1,2.6,0.8,1.7,0.1,0.3,2.3,2.7,11.6,004866,"KALINIC, NIKOLA",33.0,https://media-cdn.incrowdsports.com/3aba038c-6bc8-48fa-b79b-77c42bb3f341.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,9.9
,,,,,,,,,,,,,,,,,,,,,,,,,,"KAMENJAS, KENAN",,,,,,,8.0
,,,,,,,,,,,,,,,,,,,,,,,,,,"KATTASH, ODED",,,,,,,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,"KEENAN, EVANS",,,,,,,12.8
4.0,23.0,0.0,7.017391304347826,2.9,0.8,1.4,59.4%,0.3,0.9,28.6%,0.4,0.7,58.8%,0.1,0.7,0.7,0.5,0.2,0.9,0.1,0.3,1.1,0.7,1.2,012123,"KHARCHENKOV, IVAN",18.0,https://media-cdn.incrowdsports.com/3eb9cca0-1820-4e97-9745-16e629bb9a89.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,"KOKOSKOV, IGOR",,,,,,,8.0
,,,,,,,,,,,,,,,,,,,,,,,,,,"KOUZELOGLOU, IOANNIS",,,,,,,4.2
,,,,,,,,,,,,,,,,,,,,,,,,,,"KRAMER, DAVID",,,,,,,8.0
1.0,27.0,0.0,9.522222222222224,0.6,0.3,0.8,33.3%,0.0,0.0,0%,0.1,0.2,60%,0.9,1.4,2.4,0.2,0.3,0.8,0.3,0.0,2.6,0.3,0.1,004512,"KRATZER, LEON",27.0,https://media-cdn.incrowdsports.com/793aeb4c-04f2-4521-b544-50802f53c32f.png,PRS,PBB,Paris Basketball,https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png,4.5
,,,,,,,,,,,,,,,,,,,,,,,,,,"KURUCS, RODIONS",,,,,,,6.9
,,,,,,,,,,,,,,,,,,,,,,,,,,"LAKIC, ARIJAN",,,,,,,4.3
,,,,,,,,,,,,,,,,,,,,,,,,,,"LAPROVITTOLA, NICOLAS",,,,,,,11.3
,,,,,,,,,,,,,,,,,,,,,,,,,,"LARENTZAKIS, GIANNOULIS",,,,,,,5.3
172.0,28.0,11.0,26.198214285714283,11.7,1.9,3.9,48.1%,2.0,5.2,39.3%,1.9,2.2,86.9%,0.4,2.2,2.6,4.5,1.2,1.8,0.0,0.3,0.9,3.9,15.5,007200,"LARKIN, SHANE",32.0,https://media-cdn.incrowdsports.com/29f7e3f7-2a14-4bf2-a5ab-3fb89fdfe607.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png,13.6
,,,,,,,,,,,,,,,,,,,,,,,,,,"LAVY, GUR",,,,,,,6.5
,,,,,,,,,,,,,,,,,,,,,,,,,,"LEAF, T.J",,,,,,,11.4
