Season,Phase,Round,Gamecode,NUM_ANOT,TEAM,ID_PLAYER,PLAYER,ID_ACTION,ACTION,POINTS,COORD_X,COORD_Y,ZONE,FASTBREAK,SECOND_CHANCE,POINTS_OFF_TURNOVER,MINUTE,CONSOLE,POINTS_A,POINTS_B,UTC
2024,RS,1,1,4,ULM,P011437,"SARAF, BEN",2FGA,Missed Two Pointer,0,75,75,C,0,0,0,1,09:41,0,0,20240925170135
2024,RS,1,1,8,ULM,P006997,"HERKENHOFF, PHILIPP",2FGM,Two Pointer,2,87,43,C,0,1,0,1,09:32,0,2,20240925170144
2024,RS,1,1,11,TSO,P013295,"ZYSKOWSKI, JAROSLAW",FTM,Free Throw In,1,-1,-1, ,0,0,0,1,09:31,1,2,20240925170210
2024,RS,1,1,13,TSO,P013295,"ZYSKOWSKI, JAROSLAW",FTM,Free Throw In,1,-1,-1, ,0,0,0,1,09:31,2,2,20240925170222
2024,RS,1,1,14,ULM,P011437,"SARAF, BEN",2FGA,Missed Two Pointer,0,125,37,C,0,0,0,1,09:19,2,2,20240925170244
2024,RS,1,1,18,ULM,P011437,"SARAF, BEN",3FGA,Missed Three Pointer,0,696,18,I,0,0,0,1,09:05,2,2,20240925170310
2024,RS,1,1,22,TSO,P013295,"ZYSKOWSKI, JAROSLAW",3FGA,Missed Three Pointer,0,-483,608,H,0,0,0,2,08:50,2,2,20240925170331
2024,RS,1,1,28,TSO,P013293,"MCGOWENS, ROBERT",FTM,Free Throw In,1,-1,-1, ,0,1,0,2,08:50,3,2,20240925170352
2024,RS,1,1,31,ULM,P006997,"HERKENHOFF, PHILIPP",2FGM,Two Pointer,2,-50,87,B,0,0,0,2,08:37,3,4,20240925170434
2024,RS,1,1,33,TSO,P009649,"PHILLIP, TARIK",3FGM,Three Pointer,3,439,646,I,0,0,0,2,08:10,6,4,20240925170458
2024,RS,1,1,37,TSO,P013295,"ZYSKOWSKI, JAROSLAW",3FGA,Missed Three Pointer,0,464,633,I,0,0,0,3,07:21,6,4,20240925170628
2024,RS,1,1,39,ULM,P011437,"SARAF, BEN",2FGM,Two Pointer,2,75,87,C,0,0,0,3,07:02,6,6,20240925170705
2024,RS,1,1,42,TSO,P013295,"ZYSKOWSKI, JAROSLAW",2FGA,Missed Two Pointer,0,-163,250,D,0,0,0,4,06:50,6,6,20240925170740
2024,RS,1,1,44,ULM,P013290,"JESSUP, JUSTINIAN",3FGM,Three Pointer,3,56,771,I,0,0,0,4,06:34,6,9,20240925170758
2024,RS,1,1,46,TSO,P012019,"BEST, AARON",3FGA,Missed Three Pointer,0,-633,326,H,0,0,0,4,06:20,6,9,20240925170826
2024,RS,1,1,50,TSO,P013295,"ZYSKOWSKI, JAROSLAW",FTM,Free Throw In,1,-1,-1, ,0,1,0,4,06:19,7,9,20240925170854
2024,RS,1,1,51,TSO,P013295,"ZYSKOWSKI, JAROSLAW",FTM,Free Throw In,1,-1,-1, ,0,1,0,4,06:19,8,9,20240925170906
2024,RS,1,1,55,ULM,P013290,"JESSUP, JUSTINIAN",2FGA,Missed Two Pointer,0,175,257,E,0,0,0,5,05:58,8,9,20240925170950
2024,RS,1,1,59,TSO,P013293,"MCGOWENS, ROBERT",FTM,Free Throw In,1,-1,-1, ,0,0,0,5,05:54,9,9,20240925171028
2024,RS,1,1,61,TSO,P013293,"MCGOWENS, ROBERT",FTM,Free Throw In,1,-1,-1, ,0,0,0,5,05:54,10,9,20240925171040
2024,RS,1,1,62,ULM,P011437,"SARAF, BEN",2FGA,Missed Two Pointer,0,25,501,G,0,0,0,5,05:33,10,9,20240925171104
2024,RS,1,1,64,ULM,P006997,"HERKENHOFF, PHILIPP",2FGM,Two Pointer,2,106,131,C,0,1,0,5,05:27,10,11,20240925171110
2024,RS,1,1,65,TSO,P013295,"ZYSKOWSKI, JAROSLAW",2FGM,Two Pointer,2,-94,282,D,0,0,0,5,05:08,12,11,20240925171129
2024,RS,1,1,67,ULM,P013290,"JESSUP, JUSTINIAN",3FGM,Three Pointer,3,-432,721,H,0,0,0,6,04:53,12,14,20240925171144
2024,RS,1,1,79,TSO,P009649,"PHILLIP, TARIK",FTM,Free Throw In,1,-1,-1, ,0,0,0,6,04:40,13,14,20240925171425
2024,RS,1,1,84,ULM,P012077,"PLUMMER, ALFONSO",3FGA,Missed Three Pointer,0,376,683,I,0,0,0,6,04:22,13,14,20240925171500
2024,RS,1,1,86,TSO,P013296,"GROSELLE, GEOFFREY",2FGM,Two Pointer,2,-125,207,D,0,0,0,6,04:13,15,14,20240925171509
2024,RS,1,1,96,ULM,P012077,"PLUMMER, ALFONSO",3FGA,Missed Three Pointer,0,388,715,I,0,0,0,7,03:55,15,14,20240925171620
2024,RS,1,1,98,TSO,P013297,"WEATHERS, MARCUS",2FGA,Missed Two Pointer,0,-100,163,B,0,0,0,7,03:46,15,14,20240925171629
2024,RS,1,1,108,TSO,P013295,"ZYSKOWSKI, JAROSLAW",2FGA,Missed Two Pointer,0,-119,169,B,0,0,0,7,03:14,15,14,20240925171741
2024,RS,1,1,110,TSO,P008790,"WITLINSKI, MIKOLAJ",2FGM,Two Pointer,2,-100,125,B,0,1,1,7,03:11,17,14,20240925171745
2024,RS,1,1,112,ULM,P007952,"BRETZEL, NICOLAS",2FGM,Two Pointer,2,-37,69,B,0,0,0,8,02:59,17,16,20240925171757
2024,RS,1,1,118,TSO,P009649,"PHILLIP, TARIK",FTM,Free Throw In,1,-1,-1, ,0,0,0,8,02:49,18,16,20240925171852
2024,RS,1,1,119,TSO,P009649,"PHILLIP, TARIK",FTM,Free Throw In,1,-1,-1, ,0,0,0,8,02:49,19,16,20240925171910
2024,RS,1,1,123,ULM,P011391,"ESSENGUE, NOA",2FGA,Missed Two Pointer,0,-56,94,B,0,0,0,8,02:27,19,16,20240925172005
2024,RS,1,1,125,ULM,P007952,"BRETZEL, NICOLAS",2FGM,Two Pointer,2,6,12,A,0,1,0,8,02:18,19,18,20240925172014
2024,RS,1,1,126,TSO,P012019,"BEST, AARON",3FGM,Three Pointer,3,-696,-81,H,0,0,0,8,02:11,22,18,20240925172021
2024,RS,1,1,131,TSO,P012019,"BEST, AARON",2FGM,Two Pointer,2,-81,56,B,1,0,1,9,01:59,24,18,20240925172039
2024,RS,1,1,135,ULM,P013290,"JESSUP, JUSTINIAN",3FGA,Missed Three Pointer,0,414,846,I,0,0,0,9,01:45,24,18,20240925172243
2024,RS,1,1,137,ULM,P007952,"BRETZEL, NICOLAS",2FGM,Two Pointer,2,87,50,C,0,1,0,9,01:39,24,20,20240925172254
2024,RS,1,1,141,ULM,P007952,"BRETZEL, NICOLAS",FTM,Free Throw In,1,-1,-1, ,0,1,0,9,01:39,24,21,20240925172322
2024,RS,1,1,142,TSO,P013298,"SCHENK, JAKUB",3FGM,Three Pointer,3,-288,796,H,0,0,0,9,01:27,27,21,20240925172338
2024,RS,1,1,144,ULM,P011391,"ESSENGUE, NOA",2FGM,Two Pointer,2,12,31,A,0,0,0,9,01:13,27,23,20240925172353
2024,RS,1,1,147,TSO,P008790,"WITLINSKI, MIKOLAJ",2FGM,Two Pointer,2,-56,119,B,0,0,0,10,00:55,29,23,20240925172415
2024,RS,1,1,155,ULM,P013290,"JESSUP, JUSTINIAN",3FGA,Missed Three Pointer,0,-489,1041,H,0,0,0,10,00:30,29,23,20240925172536
2024,RS,1,1,157,TSO,P013298,"SCHENK, JAKUB",3FGM,Three Pointer,3,-363,752,H,0,0,0,10,00:05,32,23,20240925172601
2024,RS,1,1,168,TSO,P013297,"WEATHERS, MARCUS",2FGA,Missed Two Pointer,0,-125,156,B,0,0,0,11,09:35,32,23,20240925173000
2024,RS,1,1,172,TSO,P008790,"WITLINSKI, MIKOLAJ",2FGM,Two Pointer,2,-75,100,B,0,1,0,11,09:28,34,23,20240925173006
2024,RS,1,1,179,ULM,P013291,"ROBY , ISAIAH",3FGA,Missed Three Pointer,0,-363,690,H,0,0,0,12,08:51,34,23,20240925173051
2024,RS,1,1,181,ULM,P013289,"SANTOS, MARCIO",2FGM,Two Pointer,2,31,0,A,0,1,1,12,08:44,34,25,20240925173058
2024,RS,1,1,186,TSO,P012019,"BEST, AARON",2FGA,Missed Two Pointer,0,-345,338,F,0,0,0,12,08:22,34,25,20240925173158
2024,RS,1,1,188,ULM,P013289,"SANTOS, MARCIO",3FGA,Missed Three Pointer,0,169,765,I,0,0,0,12,08:10,34,25,20240925173210
2024,RS,1,1,191,TSO,P013293,"MCGOWENS, ROBERT",2FGM,Two Pointer,2,62,75,C,0,0,0,13,07:45,36,25,20240925173236
2024,RS,1,1,192,ULM,P011437,"SARAF, BEN",2FGM,Two Pointer,2,194,370,E,0,0,0,13,07:23,36,27,20240925173257
2024,RS,1,1,202,TSO,P013293,"MCGOWENS, ROBERT",2FGA,Missed Two Pointer,0,56,244,E,0,0,0,14,06:53,36,27,20240925173400
2024,RS,1,1,204,ULM,P013291,"ROBY , ISAIAH",3FGA,Missed Three Pointer,0,-382,727,H,0,0,0,14,06:26,36,27,20240925173425
2024,RS,1,1,212,ULM,P013291,"ROBY , ISAIAH",2FGA,Missed Two Pointer,0,87,81,C,0,0,0,14,06:03,36,27,20240925173519
2024,RS,1,1,215,TSO,P013295,"ZYSKOWSKI, JAROSLAW",2FGM,Two Pointer,2,-144,445,F,0,0,0,15,05:39,38,27,20240925173601
2024,RS,1,1,220,ULM,P013291,"ROBY , ISAIAH",3FGA,Missed Three Pointer,0,414,708,I,0,0,0,15,05:12,38,27,20240925173817
2024,RS,1,1,222,TSO,P013295,"ZYSKOWSKI, JAROSLAW",2FGA,Missed Two Pointer,0,-56,81,B,0,0,0,15,05:06,38,27,20240925173824
2024,RS,1,1,225,ULM,P006997,"HERKENHOFF, PHILIPP",3FGA,Missed Three Pointer,0,-715,-62,H,0,0,0,16,04:54,38,27,20240925173835
2024,RS,1,1,230,TSO,P013295,"ZYSKOWSKI, JAROSLAW",FTM,Free Throw In,1,-1,-1, ,0,0,0,16,04:38,39,27,20240925173935
2024,RS,1,1,232,ULM,P013291,"ROBY , ISAIAH",3FGA,Missed Three Pointer,0,696,-18,I,0,0,0,16,04:23,39,27,20240925173951
2024,RS,1,1,236,TSO,P012019,"BEST, AARON",2FGA,Missed Two Pointer,0,163,81,C,0,0,0,16,04:07,39,27,20240925174033
2024,RS,1,1,238,TSO,P012019,"BEST, AARON",3FGA,Missed Three Pointer,0,633,338,I,0,0,0,16,05:00,39,27,20240925174040
2024,RS,1,1,241,ULM,P006245,"WEIDEMANN, NELSON",2FGM,Two Pointer,2,181,376,E,0,0,0,17,03:50,39,29,20240925174050
2024,RS,1,1,247,ULM,P006245,"WEIDEMANN, NELSON",2FGA,Missed Two Pointer,0,87,125,C,0,0,0,17,03:28,39,29,20240925174218
2024,RS,1,1,250,ULM,P013290,"JESSUP, JUSTINIAN",2FGM,Two Pointer,2,75,94,C,0,0,1,17,03:07,39,31,20240925174301
2024,RS,1,1,255,ULM,P006245,"WEIDEMANN, NELSON",2FGM,Two Pointer,2,-62,106,B,0,0,1,18,02:48,39,33,20240925174321
2024,RS,1,1,267,TSO,P013297,"WEATHERS, MARCUS",2FGA,Missed Two Pointer,0,131,69,C,0,0,0,18,02:20,39,33,20240925174610
2024,RS,1,1,272,TSO,P009649,"PHILLIP, TARIK",3FGA,Missed Three Pointer,0,696,-50,I,0,0,0,19,01:40,39,33,20240925174735
2024,RS,1,1,276,TSO,P012019,"BEST, AARON",3FGA,Missed Three Pointer,0,-395,652,H,0,0,0,19,01:20,39,33,20240925174756
2024,RS,1,1,278,ULM,P013290,"JESSUP, JUSTINIAN",3FGM,Three Pointer,3,690,69,I,0,0,0,19,01:04,39,36,20240925174812
2024,RS,1,1,284,TSO,P013298,"SCHENK, JAKUB",FTM,Free Throw In,1,-1,-1, ,0,0,0,20,00:49,40,36,20240925174911
2024,RS,1,1,285,TSO,P013298,"SCHENK, JAKUB",FTM,Free Throw In,1,-1,-1, ,0,0,0,20,00:49,41,36,20240925174928
2024,RS,1,1,292,ULM,P011437,"SARAF, BEN",2FGA,Missed Two Pointer,0,-269,307,D,0,0,0,20,00:37,41,36,20240925175020
2024,RS,1,1,300,ULM,P011391,"ESSENGUE, NOA",FTM,Free Throw In,1,-1,-1, ,0,1,0,20,00:32,41,37,20240925175128
2024,RS,1,1,302,ULM,P011391,"ESSENGUE, NOA",FTM,Free Throw In,1,-1,-1, ,0,1,0,20,00:32,41,38,20240925175145
2024,RS,1,1,306,TSO,P009649,"PHILLIP, TARIK",2FGA,Missed Two Pointer,0,-476,263,F,0,0,0,20,00:06,41,38,20240925175348
2024,RS,1,1,308,ULM,P012602,"ANIGBATA , ALEC",3FGA,Missed Three Pointer,0,-489,602,H,0,0,0,20,00:01,41,38,20240925175405
2024,RS,1,1,320,TSO,P012019,"BEST, AARON",3FGA,Missed Three Pointer,0,-658,269,H,0,0,0,21,09:43,41,38,20240925180929
2024,RS,1,1,322,TSO,P009649,"PHILLIP, TARIK",3FGM,Three Pointer,3,520,583,I,0,1,0,21,09:36,44,38,20240925180936
2024,RS,1,1,324,ULM,P012077,"PLUMMER, ALFONSO",3FGM,Three Pointer,3,-683,125,H,0,0,0,21,09:18,44,41,20240925180954
2024,RS,1,1,326,TSO,P013296,"GROSELLE, GEOFFREY",2FGM,Two Pointer,2,125,81,C,0,0,0,21,09:02,46,41,20240925181011
2024,RS,1,1,329,ULM,P013290,"JESSUP, JUSTINIAN",3FGA,Missed Three Pointer,0,-476,696,H,0,0,0,22,08:43,46,41,20240925181030
2024,RS,1,1,333,TSO,P013293,"MCGOWENS, ROBERT",FTM,Free Throw In,1,-1,-1, ,0,0,0,22,08:37,47,41,20240925181109
2024,RS,1,1,334,TSO,P013293,"MCGOWENS, ROBERT",FTM,Free Throw In,1,-1,-1, ,0,0,0,22,08:37,48,41,20240925181121
2024,RS,1,1,342,ULM,P012077,"PLUMMER, ALFONSO",FTM,Free Throw In,1,-1,-1, ,0,0,1,22,08:11,48,42,20240925181234
2024,RS,1,1,345,TSO,P013293,"MCGOWENS, ROBERT",3FGA,Missed Three Pointer,0,188,771,I,0,0,0,23,07:51,48,42,20240925181257
2024,RS,1,1,347,ULM,P013290,"JESSUP, JUSTINIAN",2FGA,Missed Two Pointer,0,138,232,E,0,0,0,23,07:32,48,42,20240925181317
2024,RS,1,1,351,ULM,P013291,"ROBY , ISAIAH",2FGM,Two Pointer,2,-25,25,A,1,0,1,23,07:17,48,44,20240925181331
2024,RS,1,1,363,ULM,P012077,"PLUMMER, ALFONSO",3FGM,Three Pointer,3,671,-18,I,0,0,1,24,06:38,48,47,20240925181509
2024,RS,1,1,365,TSO,P013295,"ZYSKOWSKI, JAROSLAW",3FGA,Missed Three Pointer,0,-595,420,H,0,0,0,24,06:21,48,47,20240925181526
2024,RS,1,1,367,ULM,P013291,"ROBY , ISAIAH",2FGA,Missed Two Pointer,0,-338,282,F,0,0,0,24,06:09,48,47,20240925181539
2024,RS,1,1,374,ULM,P006997,"HERKENHOFF, PHILIPP",2FGA,Missed Two Pointer,0,119,69,C,0,0,0,25,05:39,48,47,20240925181716
2024,RS,1,1,378,TSO,P013298,"SCHENK, JAKUB",3FGA,Missed Three Pointer,0,483,595,I,0,0,0,25,05:15,48,47,20240925181805
2024,RS,1,1,382,ULM,P006997,"HERKENHOFF, PHILIPP",2FGA,Missed Two Pointer,0,-87,163,B,0,0,0,25,05:03,48,47,20240925181818
2024,RS,1,1,385,TSO,P009649,"PHILLIP, TARIK",3FGA,Missed Three Pointer,0,671,87,I,0,0,0,26,04:50,48,47,20240925181831
2024,RS,1,1,387,ULM,P006997,"HERKENHOFF, PHILIPP",3FGA,Missed Three Pointer,0,451,627,I,0,0,0,26,04:35,48,47,20240925181846
2024,RS,1,1,389,TSO,P013297,"WEATHERS, MARCUS",2FGM,Two Pointer,2,106,81,C,0,0,0,26,04:27,50,47,20240925181855
2024,RS,1,1,401,TSO,P013297,"WEATHERS, MARCUS",3FGM,Three Pointer,3,-696,62,H,0,0,1,26,04:01,53,47,20240925182120
2024,RS,1,1,404,ULM,P011437,"SARAF, BEN",3FGA,Missed Three Pointer,0,539,577,I,0,0,0,27,03:40,53,47,20240925182142
2024,RS,1,1,406,TSO,P013297,"WEATHERS, MARCUS",3FGA,Missed Three Pointer,0,-414,696,H,0,0,0,27,03:28,53,47,20240925182152
2024,RS,1,1,412,ULM,P011391,"ESSENGUE, NOA",FTM,Free Throw In,1,-1,-1, ,0,0,0,27,03:24,53,48,20240925182237
2024,RS,1,1,414,ULM,P011391,"ESSENGUE, NOA",FTM,Free Throw In,1,-1,-1, ,0,0,0,27,03:24,53,49,20240925182250
2024,RS,1,1,415,TSO,P008790,"WITLINSKI, MIKOLAJ",2FGM,Two Pointer,2,69,125,C,0,0,0,27,03:17,55,49,20240925182303
2024,RS,1,1,419,ULM,P012602,"ANIGBATA , ALEC",2FGA,Missed Two Pointer,0,-50,188,B,0,0,0,27,03:58,55,49,20240925182331
2024,RS,1,1,424,TSO,P013298,"SCHENK, JAKUB",3FGM,Three Pointer,3,589,740,I,0,0,0,28,02:39,58,49,20240925182405
2024,RS,1,1,430,ULM,P013290,"JESSUP, JUSTINIAN",3FGA,Missed Three Pointer,0,520,595,I,0,0,0,28,02:13,58,49,20240925182559
2024,RS,1,1,433,TSO,P012019,"BEST, AARON",2FGA,Missed Two Pointer,0,-87,112,B,0,0,0,29,01:47,58,49,20240925182625
2024,RS,1,1,439,TSO,P013298,"SCHENK, JAKUB",2FGA,Missed Two Pointer,0,-163,307,D,0,0,0,29,01:16,58,49,20240925182657
2024,RS,1,1,456,ULM,P012602,"ANIGBATA , ALEC",FTM,Free Throw In,1,-1,-1, ,0,0,0,30,00:58,58,50,20240925182850
2024,RS,1,1,459,TSO,P013296,"GROSELLE, GEOFFREY",FTM,Free Throw In,1,-1,-1, ,0,0,0,30,00:43,59,50,20240925182946
2024,RS,1,1,460,TSO,P013296,"GROSELLE, GEOFFREY",FTM,Free Throw In,1,-1,-1, ,0,0,0,30,00:43,60,50,20240925183003
2024,RS,1,1,465,ULM,P006245,"WEIDEMANN, NELSON",3FGA,Missed Three Pointer,0,-319,765,H,0,0,0,30,00:33,60,50,20240925183032
2024,RS,1,1,471,ULM,P012602,"ANIGBATA , ALEC",FTM,Free Throw In,1,-1,-1, ,0,1,0,30,00:33,60,51,20240925183104
2024,RS,1,1,479,ULM,P012602,"ANIGBATA , ALEC",FTM,Free Throw In,1,-1,-1, ,0,1,0,30,00:30,60,52,20240925183201
2024,RS,1,1,484,TSO,P013295,"ZYSKOWSKI, JAROSLAW",FTM,Free Throw In,1,-1,-1, ,0,0,0,30,00:19,61,52,20240925183251
2024,RS,1,1,485,TSO,P013295,"ZYSKOWSKI, JAROSLAW",FTM,Free Throw In,1,-1,-1, ,0,0,0,30,00:19,62,52,20240925183304
2024,RS,1,1,486,ULM,P012602,"ANIGBATA , ALEC",3FGM,Three Pointer,3,-683,213,H,0,0,0,30,00:02,62,55,20240925183324
2024,RS,1,1,495,TSO,P013293,"MCGOWENS, ROBERT",2FGM,Two Pointer,2,-50,119,B,1,0,1,31,09:41,64,55,20240925183630
2024,RS,1,1,500,ULM,P011437,"SARAF, BEN",2FGM,Two Pointer,2,69,75,C,1,0,1,31,09:20,64,57,20240925183651
2024,RS,1,1,502,TSO,P012019,"BEST, AARON",3FGA,Missed Three Pointer,0,-483,595,H,0,0,0,32,08:57,64,57,20240925183743
2024,RS,1,1,508,ULM,P013290,"JESSUP, JUSTINIAN",3FGM,Three Pointer,3,-671,207,H,0,0,0,32,08:29,64,60,20240925183844
2024,RS,1,1,523,ULM,P013290,"JESSUP, JUSTINIAN",2FGA,Missed Two Pointer,0,-232,451,F,0,0,0,33,07:34,64,60,20240925184104
2024,RS,1,1,525,TSO,P013295,"ZYSKOWSKI, JAROSLAW",3FGM,Three Pointer,3,-627,294,H,0,0,0,33,07:17,67,60,20240925184122
2024,RS,1,1,528,ULM,P011391,"ESSENGUE, NOA",2FGA,Missed Two Pointer,0,-69,100,B,0,0,0,34,06:58,67,60,20240925184141
2024,RS,1,1,530,TSO,P009649,"PHILLIP, TARIK",2FGA,Missed Two Pointer,0,106,175,C,0,0,0,34,06:47,67,60,20240925184151
2024,RS,1,1,534,TSO,P013298,"SCHENK, JAKUB",3FGM,Three Pointer,3,439,633,I,0,1,0,34,06:45,70,60,20240925184200
2024,RS,1,1,539,ULM,P011437,"SARAF, BEN",2FGM,Two Pointer,2,200,175,E,0,0,0,34,06:20,70,62,20240925184416
2024,RS,1,1,545,ULM,P011437,"SARAF, BEN",2FGM,Two Pointer,2,-119,138,B,0,0,1,35,05:56,70,64,20240925184527
2024,RS,1,1,552,ULM,P011437,"SARAF, BEN",FTM,Free Throw In,1,-1,-1, ,0,0,1,35,05:56,70,65,20240925184857
2024,RS,1,1,561,TSO,P013298,"SCHENK, JAKUB",FTM,Free Throw In,1,-1,-1, ,0,0,0,35,05:38,71,65,20240925185005
2024,RS,1,1,562,TSO,P013298,"SCHENK, JAKUB",FTM,Free Throw In,1,-1,-1, ,0,0,0,35,05:38,72,65,20240925185022
2024,RS,1,1,571,ULM,P011437,"SARAF, BEN",FTM,Free Throw In,1,-1,-1, ,0,0,0,35,05:22,72,66,20240925185129
2024,RS,1,1,572,ULM,P011437,"SARAF, BEN",FTM,Free Throw In,1,-1,-1, ,0,0,0,35,05:22,72,67,20240925185155
2024,RS,1,1,573,TSO,P013298,"SCHENK, JAKUB",2FGM,Two Pointer,2,-81,75,B,0,0,0,35,05:01,74,67,20240925185222
2024,RS,1,1,582,TSO,P013298,"SCHENK, JAKUB",FTM,Free Throw In,1,-1,-1, ,0,0,0,35,05:01,75,67,20240925185307
2024,RS,1,1,593,TSO,P013295,"ZYSKOWSKI, JAROSLAW",3FGA,Missed Three Pointer,0,476,664,I,0,0,0,36,04:46,75,67,20240925185522
2024,RS,1,1,597,ULM,P011391,"ESSENGUE, NOA",FTM,Free Throw In,1,-1,-1, ,0,0,0,36,04:33,75,68,20240925185604
2024,RS,1,1,598,ULM,P011391,"ESSENGUE, NOA",FTM,Free Throw In,1,-1,-1, ,0,0,0,36,04:33,75,69,20240925185616
2024,RS,1,1,601,TSO,P008790,"WITLINSKI, MIKOLAJ",FTM,Free Throw In,1,-1,-1, ,0,0,0,36,04:20,76,69,20240925185705
2024,RS,1,1,603,TSO,P008790,"WITLINSKI, MIKOLAJ",FTM,Free Throw In,1,-1,-1, ,0,0,0,36,04:20,77,69,20240925185721
2024,RS,1,1,606,ULM,P011391,"ESSENGUE, NOA",2FGM,Two Pointer,2,-31,-18,A,0,0,0,36,04:11,77,71,20240925185745
2024,RS,1,1,615,ULM,P011391,"ESSENGUE, NOA",2FGM,Two Pointer,2,-6,-12,A,0,0,1,37,03:41,77,73,20240925185853
2024,RS,1,1,618,TSO,P013298,"SCHENK, JAKUB",2FGA,Missed Two Pointer,0,207,282,E,0,0,0,37,03:17,77,73,20240925190101
2024,RS,1,1,620,TSO,P013295,"ZYSKOWSKI, JAROSLAW",3FGA,Missed Three Pointer,0,-414,664,H,0,0,0,37,03:03,77,73,20240925190115
2024,RS,1,1,623,TSO,P013295,"ZYSKOWSKI, JAROSLAW",3FGA,Missed Three Pointer,0,696,-12,I,0,0,0,38,02:48,77,73,20240925190128
2024,RS,1,1,626,TSO,P009649,"PHILLIP, TARIK",3FGA,Missed Three Pointer,0,-395,664,H,0,0,0,38,02:27,77,73,20240925190208
2024,RS,1,1,630,ULM,P006997,"HERKENHOFF, PHILIPP",FTM,Free Throw In,1,-1,-1, ,0,0,0,38,02:27,77,74,20240925190247
2024,RS,1,1,631,ULM,P006997,"HERKENHOFF, PHILIPP",FTM,Free Throw In,1,-1,-1, ,0,0,0,38,02:27,77,75,20240925190259
2024,RS,1,1,636,TSO,P008790,"WITLINSKI, MIKOLAJ",FTM,Free Throw In,1,-1,-1, ,0,0,0,38,02:09,78,75,20240925190359
2024,RS,1,1,638,TSO,P008790,"WITLINSKI, MIKOLAJ",FTM,Free Throw In,1,-1,-1, ,0,0,0,38,02:09,79,75,20240925190426
2024,RS,1,1,642,ULM,P011437,"SARAF, BEN",2FGM,Two Pointer,2,213,200,E,0,0,0,39,01:56,79,77,20240925190510
2024,RS,1,1,643,TSO,P009649,"PHILLIP, TARIK",2FGA,Missed Two Pointer,0,-37,200,B,0,0,0,39,01:42,79,77,20240925190525
2024,RS,1,1,645,ULM,P006997,"HERKENHOFF, PHILIPP",3FGA,Missed Three Pointer,0,501,627,I,0,0,0,39,01:32,79,77,20240925190534
2024,RS,1,1,647,ULM,P006997,"HERKENHOFF, PHILIPP",2FGA,Missed Two Pointer,0,-87,87,B,0,0,0,39,01:18,79,77,20240925190623
2024,RS,1,1,649,ULM,P011437,"SARAF, BEN",2FGM,Two Pointer,2,-62,112,B,0,1,0,39,01:18,79,79,20240925190629
2024,RS,1,1,651,TSO,P013296,"GROSELLE, GEOFFREY",2FGA,Missed Two Pointer,0,100,188,C,0,0,0,39,01:04,79,79,20240925190826
2024,RS,1,1,654,ULM,P011437,"SARAF, BEN",2FGA,Missed Two Pointer,0,112,43,C,0,0,0,40,00:51,79,79,20240925190840
2024,RS,1,1,656,TSO,P009649,"PHILLIP, TARIK",3FGA,Missed Three Pointer,0,690,-81,I,0,0,0,40,00:28,79,79,20240925190903
2024,RS,1,1,658,ULM,P012077,"PLUMMER, ALFONSO",2FGM,Two Pointer,2,-56,112,B,1,0,0,40,00:21,79,81,20240925190915
2024,RS,1,1,661,TSO,P013296,"GROSELLE, GEOFFREY",2FGA,Missed Two Pointer,0,225,144,E,0,0,0,40,00:12,79,81,20240925191114
2024,RS,1,1,665,TSO,P013296,"GROSELLE, GEOFFREY",2FGM,Two Pointer,2,163,87,C,1,0,1,40,00:03,81,81,20240925191143
2024,RS,1,1,667,ULM,P011437,"SARAF, BEN",3FGA,Missed Three Pointer,0,-282,796,H,0,0,0,40,00:01,81,81,20240925191344
2024,RS,1,1,675,TSO,P013295,"ZYSKOWSKI, JAROSLAW",3FGA,Missed Three Pointer,0,526,627,I,0,0,0,41,04:50,81,81,20240925191627
2024,RS,1,1,677,ULM,P011391,"ESSENGUE, NOA",2FGM,Two Pointer,2,-25,-12,A,0,0,0,41,04:33,81,83,20240925191644
2024,RS,1,1,679,TSO,P013298,"SCHENK, JAKUB",3FGM,Three Pointer,3,520,595,I,0,0,0,41,04:16,84,83,20240925191701
2024,RS,1,1,682,ULM,P011391,"ESSENGUE, NOA",3FGM,Three Pointer,3,-564,483,H,0,0,0,42,03:58,84,86,20240925191719
2024,RS,1,1,684,TSO,P013293,"MCGOWENS, ROBERT",3FGA,Missed Three Pointer,0,683,-75,I,0,0,0,42,03:44,84,86,20240925191733
2024,RS,1,1,691,TSO,P013295,"ZYSKOWSKI, JAROSLAW",FTM,Free Throw In,1,-1,-1, ,0,0,1,42,03:34,85,86,20240925191826
2024,RS,1,1,693,ULM,P012077,"PLUMMER, ALFONSO",3FGM,Three Pointer,3,-696,56,H,0,0,0,42,03:18,85,89,20240925191847
2024,RS,1,1,695,TSO,P009649,"PHILLIP, TARIK",3FGM,Three Pointer,3,-332,759,H,0,0,0,43,02:59,88,89,20240925191908
2024,RS,1,1,698,ULM,P011391,"ESSENGUE, NOA",FTM,Free Throw In,1,-1,-1, ,0,0,0,43,02:41,88,90,20240925191955
2024,RS,1,1,703,TSO,P013296,"GROSELLE, GEOFFREY",FTM,Free Throw In,1,-1,-1, ,0,0,0,43,02:34,89,90,20240925192043
2024,RS,1,1,704,TSO,P013296,"GROSELLE, GEOFFREY",FTM,Free Throw In,1,-1,-1, ,0,0,0,43,02:34,90,90,20240925192102
