playerRanking,games_played,gamesStarted,minutes,points,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,turnovers,blocks,blocks_against,personal_fouls,fouls_drawn,pir,player.code,player_name,age,player.imageUrl,team,player.team.tvCodes,team_name,player.team.imageUrl,base_fantasy_points,fantasy_points,fantasy_per_minute,captain_score,captain_fantasy_points,estimated_position,defensive_score
85,63.0,37.0,16.570370370370373,5.0,0.9,1.5,56.8%,0.9,2.1,44.4%,0.5,0.5,88.2%,0.4,1.8,2.2,1.3,0.5,0.4,0.0,0.0,1.5,0.6,5.7,003733,"ABALDE, ALBERTO",29,https://media-cdn.incrowdsports.com/192d6d61-9180-4b9a-91c0-eff940b1f27e.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png,7.699999999999999,7.699999999999999,0.4646848457755922,17.547037037037036,15.399999999999999,Forward,0.5
86,54.0,7.0,14.814814814814817,4.1,0.8,1.6,51.8%,0.6,1.9,32.4%,0.6,0.8,77.3%,0.9,1.9,2.8,1.0,0.5,0.5,0.4,0.1,1.4,1.1,5.7,002084,"POLONARA, ACHILLE",33,https://media-cdn.incrowdsports.com/1cbaecd9-0811-4c56-b6db-96ca70ea1141.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,7.899999999999999,7.899999999999999,0.5332499999999999,16.01148148148148,15.799999999999997,Forward,0.9
87,22.0,13.0,14.91439393939394,5.9,0.5,1.3,42.9%,1.0,3.1,32.4%,1.8,2.4,75%,0.4,0.8,1.1,2.3,0.4,1.3,0.0,0.0,2.0,2.8,5.8,008104,"ZAGARS, ARTURS",24,https://media-cdn.incrowdsports.com/b4c3cecb-dc7f-4b94-b9c6-c13671bade5b.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,9.2,9.2,0.6168537613653678,11.59810606060606,18.4,Guard,0.4
89,62.0,51.0,15.409408602150538,5.7,1.5,2.7,54.2%,0.7,1.8,37.5%,0.8,0.8,94.1%,0.8,2.0,2.8,0.9,0.5,0.8,0.1,0.2,1.7,1.1,6.0,012710,"OSMANI, ERCAN",26,https://media-cdn.incrowdsports.com/73c6e2d2-b8f4-45cf-998f-3c7c5efb2e4f.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,8.4,8.4,0.5451215044571986,17.75427419354839,16.8,Forward,0.6
90,64.0,29.0,20.12578125,4.6,0.6,1.3,47.7%,0.9,2.5,35%,0.7,0.9,75.4%,0.4,1.7,2.1,3.5,1.0,1.2,0.1,0.2,2.7,1.3,6.0,006739,"PAJOLA, ALESSANDRO",25,https://media-cdn.incrowdsports.com/6541f280-b115-4758-b184-13631cba587a.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,8.5,8.5,0.4223438531112923,18.629244791666668,17.0,Guard,1.1
91,39.0,2.0,15.727777777777778,6.2,1.2,2.1,54.2%,1.0,2.9,33%,1.0,1.3,77.6%,0.9,2.3,3.2,0.5,0.5,0.4,0.3,0.3,2.1,1.3,6.0,011971,"WEBB III, JAMES",30,https://media-cdn.incrowdsports.com/5db88293-4b27-4ff9-883f-ef8cc7bae695.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png,9.200000000000001,9.200000000000001,0.5849523136700813,14.51277777777778,18.400000000000002,Forward,0.8
93,65.0,34.0,18.59307692307692,10.4,1.5,3.4,44.4%,1.9,5.2,35.6%,1.8,2.1,85.4%,0.1,1.0,1.1,1.3,0.4,1.0,0.0,0.2,1.8,1.4,6.1,BCN,"BELINELLI, MARCO",38,https://media-cdn.incrowdsports.com/95f413de-ce11-4fe1-916a-3984551ceba7.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,11.600000000000001,11.600000000000001,0.6238881304042035,20.812641025641025,23.200000000000003,Forward,0.4
94,32.0,3.0,15.011979166666666,7.6,1.0,2.2,45.8%,1.6,3.8,41.3%,0.9,0.9,96.6%,0.4,1.6,2.0,0.8,0.5,0.5,0.1,0.2,1.4,0.7,6.1,013384,"BROOKS, ARMONI",26,https://media-cdn.incrowdsports.com/aad0e402-ea32-4e04-8741-f488f652c9c1.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,9.6,9.6,0.639489296742185,13.55453125,19.2,Forward,0.6
95,25.0,6.0,16.416666666666668,5.1,1.4,2.3,58.6%,0.5,2.1,25%,0.8,1.0,83.3%,0.9,2.4,3.2,0.9,0.4,0.9,0.0,0.2,1.4,1.7,6.2,005356,"LOPEZ-AROSTEGUI, XABI",26,https://media-cdn.incrowdsports.com/8d108cea-6042-4ca0-b952-d7885a06a3f3.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,8.8,8.8,0.5360406091370559,11.968333333333335,17.6,Forward,0.4
96,55.0,23.0,21.563939393939396,4.7,0.8,1.5,53.7%,0.7,1.9,38.3%,0.8,1.1,72.6%,0.9,2.7,3.5,1.1,0.9,0.8,0.2,0.2,2.5,1.6,6.2,002676,"BUTKEVICIUS, ARNAS",32,https://media-cdn.incrowdsports.com/b080f644-df17-416a-b647-cb2fae3f3fd1.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,8.499999999999998,8.499999999999998,0.39417658548924256,17.273060606060604,16.999999999999996,Forward,1.1
97,68.0,7.0,16.20122549019608,8.0,1.7,3.3,51.6%,1.3,3.1,41.1%,0.7,0.9,78.3%,0.3,0.9,1.2,1.9,0.3,1.1,0.1,0.2,1.8,1.4,6.2,009992,"BRIZUELA, DARIO",30,https://media-cdn.incrowdsports.com/ff80e53b-0a60-416b-aa0a-3435c3ddb3d1.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,9.8,9.8,0.6048925129725723,19.81345588235294,19.6,Guard,0.4
98,58.0,20.0,21.895114942528732,9.2,0.5,1.2,41.8%,2.6,6.1,42%,0.5,0.7,75.6%,0.3,1.4,1.7,1.2,0.4,0.9,0.0,0.2,1.8,1.1,6.4,004508,"OBST, ANDREAS",28,https://media-cdn.incrowdsports.com/0c5a2349-762c-406c-9bb0-c7ef1a0dbe47.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,10.699999999999998,10.699999999999998,0.4886934838243979,19.346178160919536,21.399999999999995,Forward,0.4
99,25.0,13.0,21.412,7.1,2.0,4.6,43%,0.8,2.6,30.3%,0.8,1.0,80%,0.2,1.5,1.7,3.7,0.9,0.9,0.2,0.2,2.4,1.0,6.4,012597,"BALDWIN, KAMAR",27,https://media-cdn.incrowdsports.com/f7283ab4-069e-4ef3-84eb-a68bdc6936ac.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png,11.1,11.1,0.5184008966934429,14.077866666666667,22.2,Guard,1.1
100,52.0,25.0,15.832692307692309,4.5,1.1,2.1,52.8%,0.5,1.6,32.5%,0.7,0.8,92.7%,1.0,2.0,3.0,0.9,0.4,0.4,0.1,0.1,1.0,1.1,6.4,010560,"PIERRE, DYSHAWN",31,https://media-cdn.incrowdsports.com/7f04a6d9-d458-47c5-a453-b089904b8992.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,8.5,8.5,0.5368638406413214,16.1999358974359,17.0,Forward,0.5
101,27.0,7.0,16.849382716049384,7.6,1.9,4.2,45.1%,0.7,2.8,23.7%,1.8,2.0,87.3%,0.3,1.3,1.6,2.9,0.4,1.5,0.0,0.2,1.2,1.8,6.5,006085,"DIMITRIJEVIC, NENO",26,https://media-cdn.incrowdsports.com/b73d9c63-2a0f-45be-bcfb-bab12c6e1043.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,11.400000000000002,11.400000000000002,0.6765826494724503,14.164938271604939,22.800000000000004,Guard,0.4
102,22.0,2.0,16.453787878787878,8.5,1.5,3.1,50%,0.9,3.6,25.3%,2.6,3.1,85.3%,0.1,0.7,0.8,2.2,0.6,1.3,0.0,0.4,2.0,2.9,6.5,011970,"HARPER, JARED",26,https://media-cdn.incrowdsports.com/8d5ed5cf-154c-4dbb-924e-d56d7a62cbdc.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,11.299999999999999,11.299999999999999,0.6867719508264652,13.222045454545452,22.599999999999998,Guard,0.6
103,36.0,6.0,17.251851851851853,5.0,1.6,2.7,59.2%,0.4,1.2,34.9%,0.5,0.9,61.3%,1.0,2.5,3.5,0.9,0.6,0.9,0.8,0.1,1.8,0.8,6.6,012731,"NDIAYE, MBAYE",25,https://media-cdn.incrowdsports.com/c4e02827-3285-4414-9da3-f24d0f9eef59.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png,8.8,8.8,0.5100901674538428,13.885185185185186,17.6,Forward,1.4
104,53.0,13.0,17.175786163522012,5.2,0.9,1.6,54.1%,1.0,2.4,40.8%,0.6,0.7,79.5%,0.9,2.2,3.1,0.6,0.5,0.5,0.3,0.1,1.1,1.0,6.7,009664,"WILLIS, DEREK",29,https://media-cdn.incrowdsports.com/0b9cdea0-6e57-4257-bcb5-232e9704e702.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,9.000000000000002,9.000000000000002,0.5239934821216061,16.850911949685536,18.000000000000004,Forward,0.8
105,56.0,14.0,11.773809523809524,5.7,2.4,3.8,63.6%,0.0,0.0,0%,0.8,1.4,58.4%,1.3,1.9,3.2,0.4,0.4,0.8,0.2,0.2,1.7,1.4,6.7,002581,"JAITEH, MAM",30,https://media-cdn.incrowdsports.com/81504ec9-fd6b-4124-afbf-bed470352312.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png,8.600000000000001,8.600000000000001,0.7304347826086958,16.53071428571429,17.200000000000003,Forward,0.6000000000000001
107,37.0,15.0,16.82162162162162,7.6,1.7,3.4,50.8%,1.1,3.2,34.5%,0.9,1.0,86.5%,0.6,2.7,3.3,0.8,0.5,1.3,0.2,0.1,1.2,1.0,6.8,013363,"NWORA, JORDAN",26,https://media-cdn.incrowdsports.com/ada69e44-57ed-4020-9a48-79e549c394e5.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,10.799999999999999,10.799999999999999,0.6420308483290488,15.408828828828828,21.599999999999998,Forward,0.7
108,63.0,38.0,19.866402116402117,5.3,1.0,2.2,45.7%,0.8,2.0,38.4%,1.0,1.3,81.3%,0.4,2.2,2.6,2.7,0.6,1.2,0.0,0.2,2.5,2.2,6.9,001844,"HACKETT, DANIEL",37,https://media-cdn.incrowdsports.com/f5d3ffc5-6ed4-43a7-9c66-674c0ac86187.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,9.500000000000004,9.500000000000004,0.4781942872361677,19.136640211640213,19.000000000000007,Forward,0.6
110,22.0,8.0,19.05227272727273,5.7,1.2,2.1,55.3%,1.0,2.9,35.9%,0.2,0.2,100%,0.3,1.5,1.7,3.8,0.6,1.3,0.1,0.3,1.3,0.7,7.0,008062,"MCDOWELL-WHITE, WILL",26,https://media-cdn.incrowdsports.com/5792acea-0096-41c4-8604-c9dad4cf9b06.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,9.699999999999996,9.699999999999996,0.5091256113563161,12.361893939393937,19.39999999999999,Guard,0.7
110,34.0,11.0,16.54264705882353,8.4,1.0,1.9,51.5%,1.7,4.3,38.8%,1.4,2.0,69.1%,0.6,2.0,2.6,0.8,0.5,1.1,0.1,0.1,1.5,1.5,7.0,007029,"SIRVYDIS, DEIVIDAS",24,https://media-cdn.incrowdsports.com/0f7c26fa-a1c7-49fd-bcef-3d833fed5736.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,11.200000000000001,11.200000000000001,0.6770379589296827,15.160931372549019,22.400000000000002,Forward,0.6
115,27.0,4.0,16.96358024691358,4.9,1.6,2.4,65.2%,0.4,1.2,30.3%,0.6,1.0,60.7%,0.3,1.6,1.9,2.9,0.9,1.1,0.0,0.1,1.7,1.4,7.0,004863,"JOVIC, STEFAN",33,https://media-cdn.incrowdsports.com/c4ac0a9d-d109-4e57-8835-43c67f1f2e62.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,9.100000000000003,9.100000000000003,0.5364433608675087,12.56635802469136,18.200000000000006,Guard,0.9
116,70.0,0.0,16.390714285714285,7.4,1.6,2.7,60.8%,0.9,2.7,32.6%,1.5,2.2,67.7%,0.6,1.3,1.9,1.4,0.7,1.0,0.0,0.2,1.4,1.8,7.0,007853,"MCKISSIC, SHAQUIELLE",34,https://media-cdn.incrowdsports.com/0c13355b-b760-4c81-87d1-0c612cf8aa8a.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,10.600000000000001,10.600000000000001,0.6467076306270974,20.7257380952381,21.200000000000003,Forward,0.7
117,68.0,13.0,19.63235294117647,8.9,1.3,2.6,51.1%,1.8,3.9,46.2%,0.8,0.9,86.9%,0.7,2.0,2.7,1.1,0.4,1.0,0.1,0.2,2.2,0.9,7.1,006961,"BIBEROVIC, TARIK",23,https://media-cdn.incrowdsports.com/bcefd4a2-4919-486a-a06a-44e5ac6efdf5.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,10.700000000000003,10.700000000000003,0.5450187265917604,20.786568627450983,21.400000000000006,Forward,0.5
118,58.0,20.0,18.1632183908046,7.2,1.1,2.3,48.9%,1.1,2.8,39.4%,1.5,1.8,83.2%,0.3,0.7,1.1,2.2,0.5,0.8,0.0,0.2,1.7,2.2,7.1,008099,"STRAZEL, MATTHEW",22,https://media-cdn.incrowdsports.com/15bebd90-1b9f-42b9-99fb-ced9102c9aad.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png,10.5,10.5,0.5780913808378685,18.832988505747124,21.0,Guard,0.5
119,40.0,14.0,16.83625,4.5,1.2,2.5,48.5%,0.6,1.4,39.3%,0.5,0.6,73.1%,1.3,2.3,3.6,0.8,0.7,0.6,0.4,0.2,1.2,1.4,7.2,012721,"BEAN, JUSTIN",28,https://media-cdn.incrowdsports.com/541ed5f5-5882-4d0c-aa98-b5859dd37030.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,9.400000000000002,9.400000000000002,0.5583191031256962,14.930291666666665,18.800000000000004,Forward,1.1
120,68.0,36.0,14.068627450980392,6.4,2.7,4.2,64.1%,0.0,0.0,0%,1.0,1.6,60.7%,1.1,2.1,3.2,0.5,0.2,0.8,0.5,0.2,2.0,1.6,7.2,005504,"BIRUTIS, LAURYNAS",27,https://media-cdn.incrowdsports.com/b3a77237-9548-4094-8536-a910283e5184.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,9.4,9.4,0.6681533101045296,19.320196078431373,18.8,Forward,0.7
121,33.0,9.0,18.953535353535354,7.7,1.7,3.1,55.3%,1.0,3.2,32.7%,1.1,1.5,77.1%,0.6,1.9,2.5,1.2,0.4,0.7,0.2,0.2,1.3,1.5,7.2,012609,"MALCOLM, COLLIN",27,https://media-cdn.incrowdsports.com/ea60dcd4-4e2c-4a2f-a40c-0ed6badffccc.png,PRS,PBB,Paris Basketball,https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png,11.299999999999999,11.299999999999999,0.5961948411852482,15.305353535353534,22.599999999999998,Forward,0.6000000000000001
122,25.0,5.0,15.576666666666668,5.0,1.6,2.9,53.4%,0.4,1.6,27.5%,0.5,0.8,65%,0.6,1.9,2.5,3.4,0.8,1.3,0.0,0.1,2.1,2.0,7.4,010106,"NUNEZ, JUAN",20,https://media-cdn.incrowdsports.com/a3c39833-77ab-42cc-926f-9601bada7623.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,10.200000000000001,10.200000000000001,0.6548255938369356,12.864333333333335,20.400000000000002,Guard,0.8
123,68.0,25.0,20.610539215686277,7.4,1.6,3.0,53.2%,1.0,2.9,34.5%,1.2,1.6,78%,1.0,1.9,2.9,0.9,0.8,0.5,0.1,0.2,1.7,1.5,7.4,006436,"GIEDRAITIS, ROKAS",32,https://media-cdn.incrowdsports.com/514eb8b6-1987-43f8-b24b-748065632795.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,11.200000000000003,11.200000000000003,0.5434113044202115,21.23438725490196,22.400000000000006,Forward,0.9
125,62.0,8.0,16.260215053763442,8.0,1.2,2.3,50.7%,1.6,3.5,46.4%,0.8,1.0,79.7%,0.9,1.9,2.9,0.7,0.5,0.5,0.1,0.3,1.5,0.8,7.4,011085,"ROGKAVOPOULOS, NIKOLAOS",23,https://media-cdn.incrowdsports.com/ea3e07f1-6e57-4af7-9b3c-cdefa3123e4d.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png,10.7,10.7,0.658047877264912,19.449354838709677,21.4,Forward,0.6
126,52.0,31.0,20.620512820512825,8.5,2.8,6.4,44.1%,0.4,1.6,24.4%,1.7,2.0,82.9%,0.5,1.7,2.1,3.6,0.4,2.3,0.0,0.4,1.6,2.4,7.5,008173,"SPAGNOLO, MATTEO",21,https://media-cdn.incrowdsports.com/f0795f25-b925-43fa-b39f-96960ac8f71e.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,12.7,12.7,0.6158915692613776,19.618717948717947,25.4,Guard,0.4
127,40.0,22.0,20.31458333333333,7.0,1.8,2.7,66.1%,0.8,2.7,30.3%,0.9,1.2,78.7%,1.0,2.0,3.0,1.2,0.6,0.8,0.4,0.2,2.4,1.8,7.6,006919,"OLINDE, LOUIS",26,https://media-cdn.incrowdsports.com/0ca648b2-adaa-4385-94c5-57a9fcf141ce.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,10.6,10.6,0.5217926366526511,16.118125,21.2,Forward,1.0
129,34.0,5.0,18.65686274509804,7.8,1.2,2.2,56%,1.1,3.9,27.1%,2.2,2.4,92.5%,0.2,1.5,1.7,2.6,0.5,1.0,0.0,0.4,2.0,2.3,7.6,012585,"MORGAN, MATTHEW",27,https://media-cdn.incrowdsports.com/6b13fc6a-5417-473f-8199-6259fe951998.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,11.499999999999998,11.499999999999998,0.6163951655281135,15.582352941176469,22.999999999999996,Guard,0.5
131,26.0,4.0,18.18846153846154,8.2,2.6,5.1,50.4%,0.7,1.6,41.5%,1.0,1.5,67.5%,1.5,2.4,4.0,0.6,0.4,1.3,0.7,0.3,1.9,1.4,7.7,008847,"MICKEY, JORDAN",29,https://media-cdn.incrowdsports.com/175bee47-c3c4-4356-9758-3cbd94c48871.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,11.799999999999997,11.799999999999997,0.6487629519983081,14.412179487179486,23.599999999999994,Center,1.1
132,76.0,62.0,21.92587719298245,6.1,1.0,1.8,55.9%,1.1,3.2,35.3%,0.8,1.1,67.1%,0.7,2.6,3.2,2.4,0.7,1.0,0.2,0.1,1.8,1.2,7.8,001255,"PAPANIKOLAOU, KOSTAS",34,https://media-cdn.incrowdsports.com/4077edcc-1632-460c-8bef-384c3c2a06d8.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,10.899999999999999,10.899999999999999,0.4971294833069953,22.48925438596491,21.799999999999997,Forward,0.8999999999999999
133,79.0,40.0,21.855696202531643,7.2,2.3,3.8,62.1%,0.6,2.1,28.4%,0.7,1.1,64.4%,1.2,2.5,3.7,0.4,0.5,0.4,0.2,0.2,2.1,1.7,7.8,011231,"BLOSSOMGAME, JARON",31,https://media-cdn.incrowdsports.com/8e6679e0-e62b-4838-bfa7-11bae0ac5ebb.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png,11.0,11.0,0.5033012857639292,23.052236286919833,22.0,Center,0.7
135,39.0,29.0,18.086752136752136,5.6,2.2,4.3,51.8%,0.0,0.0,0%,1.2,1.7,68.7%,1.4,1.9,3.3,1.2,0.7,0.7,0.3,0.5,1.6,2.1,7.8,004603,"KOTSAR, MAIK",27,https://media-cdn.incrowdsports.com/e89ad524-3cb3-43fa-991e-dfa5c5068d19.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png,10.399999999999999,10.399999999999999,0.5750064976490324,15.588675213675211,20.799999999999997,Forward,1.0
138,51.0,20.0,19.015359477124186,9.0,2.3,3.9,60.4%,0.9,3.7,25.4%,1.5,2.0,77.2%,0.5,1.4,1.9,0.9,1.1,1.1,0.4,0.2,1.3,2.0,7.9,008384,"PROCIDA, GABRIELE",22,https://media-cdn.incrowdsports.com/7b39212c-57ba-48ee-b313-18b473fcf736.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,12.700000000000001,12.700000000000001,0.6678811418358052,19.29153594771242,25.400000000000002,Forward,1.5
139,31.0,10.0,15.853225806451611,6.2,2.1,3.5,60%,0.0,0.0,0%,2.0,2.8,70.1%,1.3,1.8,3.1,0.4,0.6,0.7,0.4,0.2,2.0,2.2,7.9,013374,"DIOUF, MOUHAMET",23,https://media-cdn.incrowdsports.com/992e479b-f532-4ef2-8717-0614e3acc259.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,10.000000000000004,10.000000000000004,0.6307864482653376,13.75198924731183,20.000000000000007,Forward,1.0
141,46.0,4.0,17.4786231884058,7.5,0.7,1.5,44.3%,1.5,4.3,34.3%,1.7,2.1,82.1%,0.3,1.3,1.6,4.6,0.5,1.6,0.1,0.1,2.4,2.0,8.0,JDR,"TEODOSIC, MILOS",37,https://media-cdn.incrowdsports.com/ce7511eb-75b9-4f03-9836-56f4a52e971d.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,12.199999999999998,12.199999999999998,0.6979954810223666,17.954528985507242,24.399999999999995,Guard,0.6
143,26.0,10.0,20.12179487179487,8.0,1.6,3.4,47.2%,1.3,3.8,33.3%,0.9,1.7,53.3%,0.5,2.4,2.9,2.4,1.0,1.3,0.3,0.2,2.0,2.3,8.2,005099,"HANGA, ADAM",34,https://media-cdn.incrowdsports.com/f9dd2a24-1b86-4538-aca2-c93136cf6f50.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,13.400000000000002,13.400000000000002,0.6659445683338645,15.725512820512822,26.800000000000004,Forward,1.3
144,45.0,38.0,23.53,8.6,1.4,2.3,59.2%,1.6,3.9,40.9%,1.0,1.2,90.4%,0.3,2.2,2.5,1.3,0.5,0.9,0.0,0.1,2.2,1.9,8.2,002328,"GRIGONIS, MARIUS",30,https://media-cdn.incrowdsports.com/9b6b4d6f-597a-46b9-8584-31e83966f077.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,11.6,11.6,0.49298767530811727,17.973,23.2,Forward,0.5
145,63.0,17.0,17.82857142857143,7.3,1.3,3.0,42.3%,1.1,2.8,39.7%,1.4,1.8,81.1%,0.3,1.5,1.7,3.5,0.5,1.5,0.0,0.3,1.6,2.2,8.2,012044,"DOS SANTOS, YAGO",25,https://media-cdn.incrowdsports.com/6d744023-a776-440a-b713-1d6eea2f9637.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,11.799999999999999,11.799999999999999,0.6618589743589742,20.54285714285714,23.599999999999998,Guard,0.5
148,67.0,20.0,22.46990049751244,8.9,2.3,5.1,46.3%,0.9,2.3,39.1%,1.5,1.9,81%,0.3,2.0,2.2,3.3,0.9,1.7,0.0,0.3,2.6,2.0,8.4,007982,"WILLIAMS-GOSS, NIGEL",30,https://media-cdn.incrowdsports.com/cbd6634e-86be-46e4-8eef-b00c58be9e52.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,12.700000000000005,12.700000000000005,0.565200544675575,22.303656716417915,25.40000000000001,Guard,0.9
150,66.0,60.0,23.970959595959595,6.3,1.3,2.6,48%,1.0,3.3,31.1%,0.7,1.0,73.4%,0.6,2.2,2.7,4.7,1.3,1.7,0.1,0.2,2.6,1.7,8.5,008855,"WALKUP, THOMAS",32,https://media-cdn.incrowdsports.com/fdef274c-1494-4249-bbf0-304fe8bb7f65.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,12.300000000000002,12.300000000000002,0.5131208849091389,22.007095959595958,24.600000000000005,Forward,1.4000000000000001
151,39.0,22.0,19.82264957264957,9.6,1.6,3.0,55.2%,1.3,3.5,37.7%,2.3,2.9,79.1%,0.5,2.2,2.7,0.7,0.5,0.6,0.2,0.4,2.1,2.2,8.5,004088,"OSMAN, CEDI",29,https://media-cdn.incrowdsports.com/826c12aa-ce2b-42fc-ae3b-a302611a8fbe.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,12.799999999999999,12.799999999999999,0.6457259890050663,17.442264957264957,25.599999999999998,Forward,0.7
