playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,league
71,81.0,47.0,18.325102880658434,5.5,1.3,2.5,50.5%,0.8,1.9,39.9%,0.7,0.9,78.6%,1.1,2.2,3.3,1.1,0.4,0.6,0.2,0.1,1.0,1.3,7.5,010560,"PIERRE, DYSHAWN",EuroLeague
72,52.0,31.0,20.620512820512825,8.5,2.8,6.4,44.1%,0.4,1.6,24.4%,1.7,2.0,82.9%,0.5,1.7,2.1,3.6,0.4,2.3,0.0,0.4,1.6,2.4,7.5,008173,"SPAGNOLO, MATTEO",EuroLeague
73,111.0,7.0,16.865015015015015,8.0,1.9,2.9,63.9%,0.9,2.8,32.4%,1.5,2.3,68%,0.5,1.2,1.7,1.4,0.8,0.9,0.0,0.2,1.3,1.9,7.7,007853,"MCKISSIC, SHAQUIELLE",EuroLeague
74,89.0,46.0,14.310674157303373,6.7,2.8,4.6,61.4%,0.0,0.0,0%,1.0,1.8,57.4%,1.4,2.3,3.8,0.5,0.4,1.1,0.2,0.2,1.8,1.8,7.8,002581,"JAITEH, MAM",EuroLeague
75,91.0,63.0,21.715201465201464,6.6,1.3,2.7,48.6%,0.9,2.5,35.8%,1.3,1.5,84.3%,1.5,2.7,4.2,1.1,0.7,1.0,0.3,0.2,2.4,1.7,7.9,006760,"BONGA, ISAAC",EuroLeague
76,93.0,43.0,20.601612903225806,8.4,2.3,4.8,49.1%,0.8,2.0,38.9%,1.4,1.7,80.1%,0.2,1.7,2.0,2.9,0.8,1.5,0.0,0.3,2.4,1.9,7.9,007982,"WILLIAMS-GOSS, NIGEL",EuroLeague
77,53.0,7.0,17.260377358490565,9.6,1.5,3.3,46.6%,1.2,3.8,30%,3.0,3.6,83.3%,0.1,0.7,0.8,2.8,0.5,1.5,0.0,0.3,2.0,3.2,7.9,011970,"HARPER, JARED",EuroLeague
78,58.0,22.0,20.30057471264368,7.7,2.4,4.8,50.7%,0.6,1.9,31.5%,1.1,1.5,73.9%,1.2,2.9,4.0,0.7,0.6,1.3,0.7,0.2,1.8,1.7,8.0,008847,"MICKEY, JORDAN",EuroLeague
79,72.0,45.0,21.42129629629629,8.4,1.2,2.2,53.8%,1.5,3.6,41.8%,1.5,1.8,86.6%,0.3,1.8,2.1,1.4,0.5,1.0,0.0,0.1,2.3,2.3,8.0,002328,"GRIGONIS, MARIUS",EuroLeague
80,109.0,81.0,18.86376146788991,5.8,2.3,4.1,56.1%,0.0,0.0,50%,1.1,1.5,75.9%,1.9,2.4,4.3,0.5,0.8,0.9,0.8,0.3,2.3,1.5,8.1,010390,"HAYES, KEVARRIUS",EuroLeague
81,90.0,37.0,21.346111111111117,8.5,1.8,3.6,50%,1.2,3.6,32.8%,1.4,1.8,79.2%,0.4,1.8,2.2,2.3,0.7,1.2,0.0,0.2,1.6,2.0,8.1,010781,"LUNDBERG, IFFE",EuroLeague
82,53.0,20.0,19.654402515723277,5.5,1.3,2.7,47.2%,0.4,1.2,32.8%,1.8,2.2,80.9%,1.2,2.5,3.7,1.6,0.8,1.3,0.1,0.2,1.8,2.4,8.1,004172,"PONITKA, MATEUSZ",EuroLeague
83,86.0,32.0,17.64108527131783,8.5,3.3,6.1,54.3%,0.1,0.4,33.3%,1.5,2.2,67.5%,1.3,2.2,3.6,1.0,0.6,1.3,0.3,0.7,2.2,2.1,8.1,011934,"WETZELL, YANNI",EuroLeague
84,63.0,17.0,17.82857142857143,7.3,1.3,3.0,42.3%,1.1,2.8,39.7%,1.4,1.8,81.1%,0.3,1.5,1.7,3.5,0.5,1.5,0.0,0.3,1.6,2.2,8.2,012044,"DOS SANTOS, YAGO",EuroLeague
85,78.0,56.0,25.039957264957263,10.9,2.8,5.6,48.9%,1.2,3.4,35%,1.8,2.2,83.3%,0.7,2.4,3.1,1.8,0.8,2.1,0.1,0.4,2.7,2.2,8.3,012080,"LUWAWU-CABARROT, TIMOTHE",EuroLeague
86,100.0,65.0,20.096166666666665,6.2,1.5,2.6,58.8%,0.9,2.7,32.2%,0.5,0.8,65.1%,1.1,3.4,4.5,2.0,0.4,1.2,0.3,0.1,1.5,1.0,8.5,007201,"VOIGTMANN, JOHANNES",EuroLeague
87,89.0,49.0,25.529026217228463,7.9,1.7,3.4,49.5%,1.1,3.0,36.7%,1.3,1.5,83.6%,0.6,2.0,2.5,2.6,0.8,1.3,0.1,0.2,2.0,2.0,8.5,011205,"HALL, DEVON",EuroLeague
88,67.0,47.0,21.12139303482587,7.5,1.9,3.0,62.8%,0.9,2.6,33.5%,1.1,1.4,79.2%,1.1,2.5,3.5,1.2,0.6,0.9,0.4,0.3,2.2,1.9,8.6,006919,"OLINDE, LOUIS",EuroLeague
89,86.0,41.0,15.423837209302324,6.8,2.9,4.4,66.7%,0.0,0.0,0%,1.0,1.6,63%,1.5,1.9,3.4,0.6,0.3,0.7,0.4,0.3,1.4,1.5,8.6,004554,"ZIZIC, ANTE",EuroLeague
90,114.0,100.0,23.06213450292398,7.0,1.2,2.1,59.7%,1.2,3.2,37.9%,0.8,1.2,69.2%,0.7,2.7,3.4,2.2,0.7,1.1,0.2,0.1,1.7,1.3,8.6,001255,"PAPANIKOLAOU, KOSTAS",EuroLeague
91,64.0,31.0,15.201041666666669,5.7,2.4,3.7,65.8%,0.0,0.0,0%,0.8,1.4,59.3%,1.8,3.0,4.8,0.3,0.3,0.9,1.0,0.2,2.0,1.4,8.6,010791,"KOUMADJE, KHALIFA",EuroLeague
92,94.0,37.0,20.65921985815603,7.8,0.5,1.2,41.6%,1.9,5.2,36.9%,1.0,1.1,91.2%,0.2,1.4,1.6,5.3,0.4,2.2,0.0,0.1,1.2,1.2,8.7,011193,"BLATT, TAMIR",EuroLeague
93,103.0,26.0,17.66990291262136,7.3,2.3,4.4,51.9%,0.5,1.5,35.5%,1.2,1.5,79.5%,0.5,1.7,2.2,3.2,0.5,1.5,0.0,0.2,1.4,1.9,8.7,007519,"JOKUBAITIS, ROKAS",EuroLeague
94,107.0,64.0,21.34127725856698,8.9,2.2,3.5,62%,1.1,2.9,38.1%,1.2,1.4,81.8%,1.1,2.7,3.7,1.1,0.4,1.2,0.1,0.2,2.6,1.9,8.7,007109,"SMITS, ROLANDS",EuroLeague
95,104.0,52.0,22.024519230769236,15.5,2.1,4.5,46.8%,3.0,8.1,37.3%,2.2,2.6,85.6%,0.3,1.0,1.3,1.4,0.5,1.6,0.0,0.6,2.5,2.6,8.7,011948,"HOWARD, MARKUS",EuroLeague
96,76.0,30.0,19.4015350877193,9.9,2.1,3.9,52.7%,1.5,4.2,35.7%,1.2,1.6,80.5%,0.3,1.3,1.6,2.5,0.5,1.4,0.0,0.4,1.3,2.2,8.8,007032,"LO, MAODO",EuroLeague
97,72.0,13.0,18.20578703703704,8.5,0.7,1.6,44%,1.7,4.7,36.5%,1.9,2.3,85.3%,0.3,1.3,1.6,5.1,0.5,2.2,0.1,0.2,2.5,2.3,8.9,JDR,"TEODOSIC, MILOS",EuroLeague
98,100.0,35.0,18.68933333333333,7.1,2.5,4.0,63.6%,0.5,1.1,46.2%,0.6,0.7,77%,1.2,2.8,4.0,0.7,0.4,0.8,1.1,0.1,2.0,0.9,9.0,005844,"PAPAGIANNIS, GEORGIOS",EuroLeague
99,55.0,46.0,20.973030303030303,7.7,2.7,5.0,53.1%,0.4,1.6,27%,1.1,1.6,70.1%,0.5,2.1,2.6,3.2,1.1,1.6,0.3,0.2,2.2,2.2,9.1,008985,"BOLMARO, LEANDRO",EuroLeague
100,104.0,66.0,22.08301282051282,6.6,1.7,3.0,56.4%,0.8,2.2,37.4%,0.8,1.3,61.7%,1.2,3.3,4.4,1.5,0.8,1.0,0.4,0.1,2.8,2.2,9.1,002849,"MELLI, NICOLO",EuroLeague
101,101.0,34.0,18.435808580858087,8.8,3.0,5.0,60.6%,0.4,1.3,33.1%,1.4,1.8,78.1%,1.6,1.8,3.5,0.8,0.4,1.0,0.6,0.2,2.1,1.7,9.1,011219,"SORKIN, ROMAN",EuroLeague
102,112.0,99.0,24.696875,7.5,1.6,3.1,52%,1.1,2.7,41.5%,1.0,1.4,66.5%,0.9,2.8,3.7,2.2,0.8,1.4,0.1,0.3,1.9,1.9,9.1,004866,"KALINIC, NIKOLA",EuroLeague
103,55.0,34.0,17.944545454545455,5.6,1.9,3.5,53.6%,0.3,1.0,28.6%,1.0,1.5,64.7%,1.3,2.9,4.3,3.1,0.7,1.7,0.1,0.3,2.1,2.3,9.3,006589,"SIKMA, LUKE",EuroLeague
104,99.0,63.0,24.49090909090909,7.4,1.1,2.2,49.5%,1.5,3.9,38.5%,0.7,0.9,77.6%,1.0,2.6,3.6,3.1,1.0,1.1,0.1,0.2,2.3,1.4,9.3,010391,"WEILER-BABB, NICK",EuroLeague
105,109.0,93.0,16.96834862385321,8.0,2.8,4.6,61.6%,0.4,1.1,35%,1.2,2.0,61.5%,1.1,2.3,3.4,0.9,0.4,1.0,0.2,0.2,1.9,2.6,9.4,LCZ,"MOTIEJUNAS, DONATAS",EuroLeague
106,117.0,47.0,18.497578347578347,8.7,1.7,3.1,55.2%,1.3,2.6,50.2%,1.4,1.5,91.4%,0.9,2.4,3.3,0.9,0.4,0.8,0.1,0.3,1.8,1.6,9.4,008829,"PETERS, ALEC",EuroLeague
107,90.0,81.0,23.658703703703704,7.0,2.1,4.1,51.2%,0.8,2.5,32.7%,0.4,0.8,44%,0.5,3.3,3.8,4.7,1.0,1.9,0.1,0.3,2.2,1.3,9.4,001932,"CALATHES, NICK",EuroLeague
108,102.0,57.0,22.6140522875817,8.4,1.9,3.5,55.1%,1.0,3.2,32.4%,1.4,1.8,79.7%,1.1,2.8,3.9,1.1,0.8,0.6,0.2,0.3,1.7,1.7,9.5,006436,"GIEDRAITIS, ROKAS",EuroLeague
109,77.0,48.0,22.075108225108224,8.6,2.4,4.5,54.5%,0.9,2.3,37.7%,1.2,1.6,72.6%,1.4,3.2,4.5,0.8,0.6,0.8,0.2,0.2,1.9,1.5,9.5,007866,"MITOGLOU, KONSTANTINOS",EuroLeague
110,94.0,45.0,22.32677304964539,9.9,2.0,3.7,55.3%,1.7,3.8,44.5%,0.8,0.9,86.2%,0.3,1.6,1.9,2.0,0.8,0.8,0.5,0.1,1.9,1.1,9.6,006590,"BEAUBOIS, RODRIGUE",EuroLeague
111,107.0,101.0,24.401869158878505,6.7,1.4,2.9,50.7%,1.0,3.2,31.9%,0.8,1.0,78.1%,0.6,2.2,2.7,5.1,1.5,1.8,0.1,0.1,2.5,1.8,9.7,008855,"WALKUP, THOMAS",EuroLeague
112,84.0,13.0,18.051388888888887,8.7,3.3,5.7,58.5%,0.1,0.4,28.1%,1.8,2.7,65.7%,1.7,1.8,3.5,0.9,0.7,1.1,0.3,0.5,2.1,2.8,9.7,011214,"RIVERO, JASIEL",EuroLeague
113,103.0,63.0,22.397896440129447,13.3,2.8,5.6,49.4%,1.9,5.7,34.4%,2.0,2.2,90.2%,0.4,1.4,1.8,2.1,0.8,1.7,0.1,0.6,1.9,2.9,10.0,011987,"EDWARDS, CARSEN",EuroLeague
114,87.0,30.0,17.340613026819923,7.7,3.0,4.8,62.1%,0.0,0.0,50%,1.7,2.4,68.2%,1.7,2.5,4.2,1.6,0.4,1.2,0.2,0.4,2.3,2.5,10.1,002553,"MITROVIC, LUKA",EuroLeague
115,63.0,51.0,25.00740740740741,11.9,2.3,4.5,52.1%,2.0,4.8,41.1%,1.3,1.3,92.9%,0.7,2.4,3.1,2.2,0.8,1.7,0.2,0.5,2.1,1.3,10.2,012720,"BROWN, STERLING",EuroLeague
116,105.0,85.0,26.237301587301587,8.2,1.9,3.8,49.4%,0.7,2.0,36%,2.2,2.6,84.1%,1.2,2.2,3.4,2.4,0.7,1.4,0.1,0.2,2.4,3.2,10.3,002329,"ULANOVAS, EDGARAS",EuroLeague
117,60.0,7.0,16.176944444444445,8.2,3.4,4.8,70.5%,0.0,0.0,0%,1.4,2.2,65.4%,1.9,2.2,4.0,0.5,0.4,1.0,1.0,0.3,2.4,2.0,10.3,012788,"OTURU, DAN",EuroLeague
118,94.0,74.0,16.935460992907803,7.6,3.1,4.7,65.8%,0.0,0.0,0%,1.4,2.2,65.4%,2.1,3.4,5.4,0.2,0.2,1.0,0.4,0.2,2.3,2.3,10.3,006568,"FALL, YOUSSOUPHA",EuroLeague
119,73.0,57.0,19.171917808219177,7.3,3.0,5.1,59.5%,0.0,0.0,0%,1.3,2.1,62.3%,1.5,2.3,3.8,1.3,0.7,0.6,0.3,0.5,1.7,2.5,10.4,004603,"KOTSAR, MAIK",EuroLeague
120,67.0,18.0,21.10771144278607,9.5,2.3,3.5,65%,1.3,3.8,33.7%,1.1,1.6,70%,1.3,2.9,4.2,1.6,0.6,1.1,0.9,0.2,2.7,2.0,10.5,010444,"COSTELLO, MATTHEW",EuroLeague
121,92.0,68.0,26.00289855072464,10.4,1.6,4.0,40.6%,1.7,5.0,34.2%,2.1,2.5,86.3%,0.2,1.5,1.8,4.2,1.3,1.8,0.0,0.4,1.8,2.8,10.6,011225,"LEE, PARIS",EuroLeague
122,89.0,60.0,23.073033707865168,10.8,2.0,4.1,49.2%,1.4,3.9,36.5%,2.5,2.8,89.9%,0.4,2.2,2.7,2.2,0.9,1.1,0.1,0.2,2.8,3.0,10.6,009754,"LOYD, JORDAN",EuroLeague
123,69.0,32.0,24.86256038647343,10.6,2.4,4.1,58.1%,1.4,3.3,41.8%,1.8,2.0,87.7%,0.6,2.0,2.6,2.1,0.6,1.3,0.1,0.2,1.7,1.7,10.7,007400,"NUNNALLY, JAMES",EuroLeague
124,84.0,64.0,23.20297619047619,9.5,2.7,4.8,56.6%,0.8,2.6,28.9%,1.9,2.3,79.2%,0.8,2.7,3.5,2.9,0.8,1.7,0.3,0.1,2.6,2.6,10.8,009549,"CORDINIER, ISAIA",EuroLeague
125,82.0,66.0,27.2260162601626,8.6,1.7,3.3,52.2%,1.2,2.8,42.3%,1.6,1.8,85.4%,0.4,1.8,2.2,3.3,1.2,0.9,0.1,0.1,2.2,2.1,10.8,011204,"GRANT, JERIAN",EuroLeague
126,57.0,28.0,18.396198830409357,9.4,3.2,5.2,62.9%,0.6,1.6,40.7%,0.9,1.3,69.7%,1.7,3.3,5.0,0.9,0.3,1.4,0.9,0.2,2.4,1.6,10.8,003583,"IBAKA, SERGE",EuroLeague
127,84.0,30.0,20.498412698412697,12.3,2.5,4.8,51.7%,1.8,4.9,35.5%,2.1,2.5,85.2%,0.3,1.2,1.5,2.8,0.6,1.6,0.1,0.4,1.8,3.2,10.9,000848,"NEDOVIC, NEMANJA",EuroLeague
128,87.0,68.0,24.497892720306517,10.0,3.0,5.4,56.1%,0.7,2.1,35.1%,1.7,2.1,80.2%,1.6,2.9,4.5,1.3,0.5,1.3,0.3,0.2,2.4,2.5,11.0,007056,"BOOKER, DEVIN",EuroLeague
129,77.0,58.0,25.62965367965368,12.2,3.0,5.5,53.6%,1.6,4.3,38.2%,1.4,1.8,77.9%,1.0,3.1,4.1,1.2,0.7,1.3,0.3,0.2,1.9,1.6,11.0,012745,"PARKER, JABARI",EuroLeague
130,71.0,34.0,22.554694835680756,7.5,1.5,2.8,55.3%,1.1,3.0,37.4%,1.0,1.5,67.9%,1.3,4.1,5.5,1.0,0.8,0.7,0.3,0.2,1.2,1.8,11.1,012712,"HERNANGOMEZ, JUANCHO",EuroLeague
131,114.0,106.0,24.39327485380117,7.1,1.7,3.3,51.6%,0.9,2.2,39.8%,1.1,1.4,74.8%,0.8,3.0,3.8,4.5,0.9,1.6,0.1,0.1,2.3,2.1,11.2,002939,"SATORANSKY, TOMAS",EuroLeague
132,86.0,48.0,19.45949612403101,7.6,2.8,4.3,65.1%,0.2,0.5,35.9%,1.5,1.9,75.9%,2.1,3.2,5.3,0.6,0.6,1.0,0.6,0.2,2.0,2.1,11.3,009035,"BOLOMBOY, JOEL",EuroLeague
133,118.0,106.0,24.36638418079096,10.0,2.6,4.8,54.5%,1.1,3.0,37.5%,1.4,1.8,76.3%,1.4,3.4,4.8,0.6,1.1,0.7,0.4,0.2,2.0,1.8,11.3,009783,"COLSON, BONZIE",EuroLeague
134,111.0,105.0,20.734384384384388,6.8,2.9,3.9,74.8%,0.0,0.0,0%,1.0,2.1,46.2%,1.5,2.7,4.2,2.1,0.4,1.2,0.9,0.2,2.1,2.6,11.4,008811,"FALL, MOUSTAPHA",EuroLeague
135,111.0,39.0,22.474324324324325,10.8,2.0,3.5,57.9%,1.4,3.8,37.7%,2.4,2.7,86.8%,0.5,2.2,2.7,2.9,0.8,1.8,0.0,0.3,2.4,2.9,11.4,004004,"GUDURIC, MARKO",EuroLeague
136,67.0,41.0,23.96417910447761,12.1,1.3,2.9,45.9%,2.6,6.8,38.6%,1.5,1.9,82.4%,0.4,1.6,2.0,3.0,1.0,1.5,0.0,0.2,1.8,2.7,11.4,006661,"WILBEKIN, SCOTTIE",EuroLeague
137,94.0,48.0,19.68882978723404,10.6,3.4,6.4,53.6%,0.6,1.4,40.3%,2.1,3.0,70.1%,1.0,2.6,3.5,1.8,0.8,1.7,0.4,0.3,2.5,3.4,11.4,007870,"DAVIES, BRANDON",EuroLeague
138,113.0,24.0,17.81165191740413,7.0,2.7,3.8,72.8%,0.0,0.0,0%,1.5,2.2,67.7%,1.8,3.0,4.8,0.6,0.5,0.5,0.8,0.2,1.9,2.1,11.5,011196,"HALL, DONTA",EuroLeague
139,76.0,65.0,23.192982456140356,11.2,1.5,2.9,52.5%,2.1,5.2,40.7%,1.8,2.2,82%,0.6,1.5,2.1,4.7,0.6,2.2,0.0,0.2,2.5,2.8,11.5,006435,"LAPROVITTOLA, NICOLAS",EuroLeague
140,87.0,53.0,23.629310344827587,9.8,3.0,4.7,64.4%,0.6,1.7,36.4%,1.9,2.3,80.3%,1.0,3.0,4.0,1.5,0.5,1.1,0.1,0.3,1.9,2.2,11.6,009005,"DECK, GABRIEL",EuroLeague
141,114.0,58.0,26.04078947368421,10.9,3.2,5.7,55.6%,0.9,2.4,36.9%,1.9,2.6,73%,1.4,2.8,4.1,1.8,1.1,1.2,0.3,0.3,2.9,2.6,11.7,011226,"DIALLO, ALPHA",EuroLeague
142,73.0,36.0,22.23607305936073,11.1,1.6,3.3,49.2%,1.7,4.7,36.9%,2.7,3.0,89.2%,0.5,1.7,2.1,3.4,1.1,2.1,0.0,0.3,1.9,3.1,11.7,011224,"NAPIER, SHABAZZ",EuroLeague
143,72.0,10.0,16.047453703703706,9.7,3.6,6.0,60%,0.1,0.2,33.3%,2.3,3.3,69.5%,1.7,2.8,4.5,0.5,0.5,1.3,0.3,0.2,1.8,3.3,11.8,003196,"HERNANGOMEZ, WILLY",EuroLeague
144,113.0,18.0,25.360029498525076,12.0,2.7,5.4,50.7%,1.2,3.6,33.8%,2.9,3.5,84.7%,0.2,2.0,2.2,3.6,0.9,1.9,0.1,0.3,2.3,2.9,11.8,011212,"OKOBO, ELIE",EuroLeague
145,108.0,41.0,18.340123456790124,8.3,3.3,5.0,65.4%,0.0,0.1,26.7%,1.6,2.3,71%,1.9,2.9,4.8,0.8,0.4,0.9,1.2,0.2,2.2,2.0,11.9,004887,"POIRIER, VINCENT",EuroLeague
146,96.0,63.0,24.1546875,10.9,2.7,5.2,52.4%,1.2,3.1,37.5%,1.9,2.2,88.4%,0.7,3.4,4.1,2.5,0.9,1.8,0.3,0.4,2.4,2.7,12.1,009846,"BRYANT, ELIJAH",EuroLeague
147,88.0,24.0,19.98617424242424,10.4,3.3,5.6,59.3%,0.4,1.4,30.7%,2.4,3.5,69.8%,1.3,3.2,4.5,1.0,0.5,1.1,0.6,0.3,2.1,3.0,12.2,011194,"PETRUSEV, FILIP",EuroLeague
148,111.0,84.0,25.1018018018018,11.8,3.1,6.4,48.7%,1.4,3.9,34.6%,1.6,1.8,87.1%,0.4,2.2,2.6,4.7,1.0,2.3,0.1,0.3,1.7,2.3,12.2,009622,"BROWN, LORENZO",EuroLeague
149,115.0,46.0,23.60913043478261,13.0,2.6,4.7,55.8%,2.0,5.3,38.7%,1.6,1.9,83.7%,0.4,3.8,4.3,1.2,0.8,1.3,0.1,0.2,1.8,1.8,12.2,003108,"HEZONJA, MARIO",EuroLeague
150,83.0,56.0,24.207831325301203,7.6,2.2,3.3,66.4%,0.6,1.5,40.2%,1.3,1.6,80.5%,1.4,4.0,5.4,1.4,0.5,0.8,0.2,0.3,1.2,1.9,12.3,007230,"SEDEKERSKIS, TADAS",EuroLeague
151,74.0,70.0,27.553603603603605,9.9,3.0,5.6,53.5%,0.9,3.0,29.9%,1.2,1.7,70.3%,0.6,3.2,3.8,6.0,0.8,2.4,0.0,0.5,2.2,2.3,12.6,009048,"MILLER-MCINTYRE, CODI",EuroLeague
152,51.0,33.0,22.829738562091503,12.0,2.4,4.4,54.1%,1.5,3.2,46.6%,2.9,3.3,86.9%,1.1,3.0,4.2,0.5,0.7,1.2,0.2,0.4,1.8,2.6,12.6,011982,"OJELEYE, SEMI",EuroLeague
153,66.0,18.0,20.00757575757576,9.3,3.7,5.8,63.3%,0.0,0.0,0%,2.0,3.0,66.5%,2.3,2.8,5.1,1.0,0.9,1.2,0.5,0.3,2.6,3.0,12.7,011981,"JONES, TYRIQUE",EuroLeague
154,56.0,29.0,23.695238095238096,10.1,2.3,3.8,60.4%,1.2,2.7,44.1%,1.9,2.4,78.8%,1.0,3.4,4.4,1.2,0.8,1.0,0.2,0.2,1.5,2.2,12.7,010357,"YABUSELE, GUERSCHON",EuroLeague
155,108.0,90.0,26.41172839506173,10.9,2.7,5.0,54.1%,1.3,3.4,38.7%,1.6,2.0,79.3%,0.7,1.6,2.4,4.6,1.2,1.8,0.5,0.3,2.3,2.3,12.7,011078,"THOMPSON, DARIUS",EuroLeague
156,100.0,68.0,21.012166666666666,10.4,4.1,6.9,59.2%,0.1,0.2,39.1%,2.0,2.5,78.9%,1.4,2.6,4.0,1.5,1.0,1.1,0.4,0.2,2.4,2.7,12.8,000925,"VESELY, JAN",EuroLeague
157,67.0,18.0,22.43681592039801,12.6,1.8,4.0,45.7%,2.0,5.7,34.7%,3.0,3.9,77.5%,0.5,1.7,2.2,3.9,0.8,2.1,0.2,0.3,1.7,4.3,13.2,007975,"FRANCISCO, SYLVAIN",EuroLeague
158,57.0,28.0,21.448830409356724,10.4,3.0,5.6,53.8%,0.5,1.8,30.1%,2.8,3.5,78.9%,1.4,3.3,4.7,1.6,0.7,1.6,0.1,0.7,1.3,4.2,13.6,003958,"THIEMANN, JOHANNES",EuroLeague
159,61.0,57.0,24.47267759562841,13.0,3.4,6.6,51.2%,1.4,3.5,40.2%,2.0,2.4,85.4%,0.2,1.9,2.1,4.3,1.2,1.8,0.0,0.4,1.5,2.7,14.0,010568,"JONES, CHRIS",EuroLeague
160,82.0,75.0,22.51849593495935,9.2,3.7,5.6,65.8%,0.0,0.0,0%,1.9,2.9,66.5%,2.6,3.9,6.5,0.6,0.5,0.9,0.7,0.2,1.9,2.3,14.0,011199,"NEBO, JOSH",EuroLeague
161,67.0,64.0,27.96069651741293,13.0,2.6,4.8,54.8%,1.9,4.8,39.6%,2.1,2.6,78%,0.6,2.9,3.5,2.6,1.0,1.7,0.1,0.2,1.6,3.1,14.1,007831,"SHIELDS, SHAVON",EuroLeague
162,72.0,44.0,21.000462962962963,12.8,4.9,7.8,63.7%,0.1,0.2,23.5%,2.8,4.0,69.6%,2.4,2.4,4.8,1.3,0.4,2.0,0.3,0.4,3.1,4.2,14.1,011157,"MOTLEY, JOHNATHAN",EuroLeague
163,82.0,27.0,22.02947154471545,12.5,2.1,4.2,51.2%,1.7,4.3,39.2%,3.1,3.4,91.7%,0.2,1.8,2.0,4.0,0.9,2.5,0.0,0.4,1.5,3.9,14.1,002100,"DE COLO, NANDO",EuroLeague
164,109.0,17.0,23.50779816513761,10.9,1.8,3.5,53.2%,1.4,3.7,37.2%,3.1,3.4,90.1%,0.4,2.0,2.4,5.3,0.6,2.0,0.1,0.3,1.6,3.2,14.3,001926,"SLOUKAS, KOSTAS",EuroLeague
165,114.0,83.0,22.25687134502924,13.5,2.8,4.9,57.8%,1.5,3.8,38.5%,3.5,4.2,83.4%,0.6,2.3,2.9,2.3,0.4,1.5,0.2,0.3,1.4,3.4,14.4,006540,"MUSA, DZANAN",EuroLeague
166,56.0,8.0,19.01547619047619,8.0,2.9,4.8,59.5%,0.0,0.0,0%,2.3,2.7,83%,2.6,3.1,5.7,0.8,0.4,0.8,0.6,0.2,0.8,3.0,14.4,003941,"MILUTINOV, NIKOLA",EuroLeague
167,102.0,81.0,27.938235294117646,16.0,3.3,6.3,52%,2.0,4.9,39.8%,3.5,3.8,92.3%,0.3,2.0,2.3,2.7,1.1,1.7,0.1,0.4,2.4,3.9,15.3,009862,"PUNTER, KEVIN",EuroLeague
168,75.0,66.0,29.25133333333333,18.2,4.2,8.2,51.6%,2.4,6.0,39.9%,2.5,2.8,89.6%,0.6,2.5,3.1,3.6,0.9,2.9,0.2,0.7,2.5,3.4,15.5,012774,"NUNN, KENDRICK",EuroLeague
169,102.0,79.0,29.586601307189543,12.6,3.1,5.8,53%,1.1,2.6,41.4%,3.3,3.7,88.9%,1.0,3.7,4.7,1.3,0.7,1.2,0.2,0.4,2.1,4.3,15.6,008987,"LEDAY, ZACH",EuroLeague
170,115.0,114.0,31.097826086956523,13.7,2.9,5.3,53.8%,1.8,4.6,39.5%,2.5,3.0,84.1%,1.4,3.3,4.8,1.6,1.1,1.1,0.3,0.3,2.2,3.6,15.8,008962,"HAYES-DAVIS, NIGEL",EuroLeague
171,83.0,37.0,23.778915662650604,11.9,3.1,5.0,61.3%,0.8,2.6,31.3%,3.3,4.1,79.5%,1.9,3.8,5.7,1.6,0.9,1.7,0.4,0.4,1.7,3.9,15.8,012201,"MONEKE, CHIMA",EuroLeague
172,84.0,73.0,26.11706349206349,13.5,3.9,7.3,53.6%,0.7,2.3,32.1%,3.4,4.3,79.5%,1.3,3.2,4.5,3.1,0.9,2.5,0.3,0.5,2.4,4.8,15.8,001133,"SHENGELIA, TORNIKE",EuroLeague
173,114.0,108.0,23.760964912280706,10.3,4.1,6.0,67.6%,0.0,0.0,0%,2.2,2.9,75%,2.5,4.2,6.7,1.4,0.8,2.0,1.6,0.2,2.9,3.1,16.1,005791,"TAVARES, WALTER",EuroLeague
174,91.0,76.0,26.753113553113558,15.5,3.8,7.7,49.5%,1.5,4.3,34.1%,3.4,4.1,82.8%,0.5,2.5,3.0,4.6,0.9,2.5,0.2,0.3,2.3,4.4,16.1,009863,"BALDWIN IV, WADE",EuroLeague
175,83.0,59.0,30.028915662650604,14.8,3.3,6.6,50.2%,1.8,5.3,34.9%,2.7,3.3,81.5%,1.0,4.0,5.1,2.2,1.0,1.5,0.2,0.4,1.9,4.3,16.5,004888,"CLYBURN, WILL",EuroLeague
176,80.0,52.0,29.105625,14.0,2.2,4.2,52.6%,2.3,5.8,39.1%,2.8,3.2,87.7%,0.2,2.4,2.7,4.8,1.1,2.0,0.0,0.3,1.3,4.0,17.2,007200,"LARKIN, SHANE",EuroLeague
177,85.0,76.0,25.843529411764703,12.1,2.4,4.1,57%,1.4,4.2,33.1%,3.2,3.7,86.7%,0.6,2.3,3.0,6.2,1.2,2.4,0.0,0.3,2.3,4.9,17.3,005928,"CAMPAZZO, FACUNDO",EuroLeague
