playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,league,merge_key,index,player_name,price,full_name_prices
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAKO NEAL,SAKO, NEAL, 10.30,SAKO NEAL
101.0,101.0,34.0,18.435808580858087,8.8,3.0,5.0,60.6%,0.4,1.3,33.1%,1.4,1.8,78.1%,1.6,1.8,3.5,0.8,0.4,1.0,0.6,0.2,2.1,1.7,9.1,011219,"SORKIN, ROMAN",EuroLeague,SORKIN ROMAN,SORKIN, ROMAN, 10.20,SORKIN ROMAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENNIS TYLER,ENNIS, TYLER, 1O.20,ENNIS TYLER
131.0,114.0,106.0,24.39327485380117,7.1,1.7,3.3,51.6%,0.9,2.2,39.8%,1.1,1.4,74.8%,0.8,3.0,3.8,4.5,0.9,1.6,0.1,0.1,2.3,2.1,11.2,002939,"SATORANSKY, TOMAS",EuroLeague,SATORANSKY TOMAS,SATORANSKY, TOMAS, 10.10,SATORANSKY TOMAS
112.0,84.0,13.0,18.051388888888887,8.7,3.3,5.7,58.5%,0.1,0.4,28.1%,1.8,2.7,65.7%,1.7,1.8,3.5,0.9,0.7,1.1,0.3,0.5,2.1,2.8,9.7,011214,"RIVERO, JASIEL",EuroLeague,RIVERO JASIEL,RIVERO, JASIEL, 10.10,RIVERO JASIEL
21.0,61.0,15.0,13.485245901639344,3.6,1.4,2.3,58.7%,0.2,0.5,35.5%,0.3,0.6,52.6%,1.1,1.6,2.7,0.7,0.4,0.7,0.1,0.2,1.6,0.9,4.2,010393,"PRADILLA, JAIME",EuroLeague,PRADILLA JAIME,PRADILLA, JAIME, 10.10,PRADILLA JAIME
,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAYLOR BRANDON,TAYLOR, BRANDON, 10.10,TAYLOR BRANDON
125.0,82.0,66.0,27.2260162601626,8.6,1.7,3.3,52.2%,1.2,2.8,42.3%,1.6,1.8,85.4%,0.4,1.8,2.2,3.3,1.2,0.9,0.1,0.1,2.2,2.1,10.8,011204,"GRANT, JERIAN",EuroLeague,GRANT JERIAN,GRANT, JERIAN, 10.10,GRANT JERIAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATAMAN ERGIN,ATAMAN, ERGIN, 10.00,ATAMAN ERGIN
76.0,93.0,43.0,20.601612903225806,8.4,2.3,4.8,49.1%,0.8,2.0,38.9%,1.4,1.7,80.1%,0.2,1.7,2.0,2.9,0.8,1.5,0.0,0.3,2.4,1.9,7.9,007982,"WILLIAMS-GOSS, NIGEL",EuroLeague,WILLIAMS GOSS NIGEL,WILLIAMS-GOSS, NIGEL, 10.00,WILLIAMS-GOSS NIGEL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMANIC LUKA,SAMANIC, LUKA, 10.00,SAMANIC LUKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEVENS LAMAR,STEVENS, LAMAR, 10.00,STEVENS LAMAR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOORE OMARI,MOORE, OMARI, 10.00,MOORE OMARI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIAKITE MAMADI,DIAKITE, MAMADI, 10.00,DIAKITE MAMADI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FORREST TRENT,FORREST, TRENT, 9.90,FORREST TRENT
102.0,112.0,99.0,24.696875,7.5,1.6,3.1,52%,1.1,2.7,41.5%,1.0,1.4,66.5%,0.9,2.8,3.7,2.2,0.8,1.4,0.1,0.3,1.9,1.9,9.1,004866,"KALINIC, NIKOLA",EuroLeague,KALINIC NIKOLA,KALINIC, NIKOLA, 9.90,KALINIC NIKOLA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SELJAAS ZAC,SELJAAS, ZAC, 9.90,SELJAAS ZAC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARD TYSON,WARD, TYSON, 9.80,WARD TYSON
96.0,76.0,30.0,19.4015350877193,9.9,2.1,3.9,52.7%,1.5,4.2,35.7%,1.2,1.6,80.5%,0.3,1.3,1.6,2.5,0.5,1.4,0.0,0.4,1.3,2.2,8.8,007032,"LO, MAODO",EuroLeague,LO MAODO,LO, MAODO, 9.80,LO MAODO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTON JR DERRICK,ASTON JR., DERRICK, 9.80,ASTON JR. DERRICK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIARRA ALIOU,DIARRA, ALIOU, 9.80,DIARRA ALIOU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATSON GLYNN,WATSON, GLYNN, 9.80,WATSON GLYNN
69.0,90.0,39.0,18.940740740740743,7.6,1.2,2.4,47.3%,1.4,3.8,36.2%,1.1,1.3,86.6%,0.3,1.5,1.8,2.7,0.9,1.5,0.1,0.3,1.6,1.4,7.3,007947,"VILDOZA, LUCA",EuroLeague,VILDOZA LUCA,VILDOZA, LUCA, 9.70,VILDOZA LUCA
136.0,67.0,41.0,23.96417910447761,12.1,1.3,2.9,45.9%,2.6,6.8,38.6%,1.5,1.9,82.4%,0.4,1.6,2.0,3.0,1.0,1.5,0.0,0.2,1.8,2.7,11.4,006661,"WILBEKIN, SCOTTIE",EuroLeague,WILBEKIN SCOTTIE,WILBEKIN, SCOTTIE, 9.70,WILBEKIN SCOTTIE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASON NATE,MASON, NATE, 9.70,MASON NATE
95.0,104.0,52.0,22.02451923076924,15.5,2.1,4.5,46.8%,3.0,8.1,37.3%,2.2,2.6,85.6%,0.3,1.0,1.3,1.4,0.5,1.6,0.0,0.6,2.5,2.6,8.7,011948,"HOWARD, MARKUS",EuroLeague,HOWARD MARKUS,HOWARD, MARKUS, 9.60,HOWARD MARKUS
32.0,73.0,28.0,13.351141552511416,5.1,1.3,2.4,54%,0.5,1.6,32.2%,0.9,1.1,85.7%,0.3,0.8,1.2,1.8,0.6,0.9,0.2,0.1,1.7,1.2,4.9,011052,"MADAR, YAM",EuroLeague,MADAR YAM,MADAR, YAM, 9.60,MADAR YAM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,HUERTEL THOMAS,HUERTEL, THOMAS, 9.60,HUERTEL THOMAS
100.0,104.0,66.0,22.08301282051282,6.6,1.7,3.0,56.4%,0.8,2.2,37.4%,0.8,1.3,61.7%,1.2,3.3,4.4,1.5,0.8,1.0,0.4,0.1,2.8,2.2,9.1,002849,"MELLI, NICOLO",EuroLeague,MELLI NICOLO,MELLI, NICOLO, 9.50,MELLI NICOLO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,RATHAN MAYES XAVIER,RATHAN-MAYES, XAVIER, 9.50,RATHAN-MAYES XAVIER
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARTZOKAS GEROGIOS,BARTZOKAS, GEROGIOS, 9.50,BARTZOKAS GEROGIOS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSETKOWSKI DYLAN,OSETKOWSKI, DYLAN, 9.50,OSETKOWSKI DYLAN
63.0,56.0,13.0,17.716369047619047,5.9,1.4,2.7,49.7%,0.6,2.0,31.9%,1.2,1.4,86.2%,0.9,2.3,3.2,1.2,0.6,1.3,0.0,0.3,1.6,2.2,7.0,005356,"LOPEZ-AROSTEGUI, XABI",EuroLeague,LOPEZ AROSTEGUI XABI,LOPEZ-AROSTEGUI, XABI, 9.40,LOPEZ-AROSTEGUI XABI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BERTANS DAVIS,BERTANS, DAVIS, 9.40,BERTANS DAVIS
133.0,118.0,106.0,24.36638418079096,10.0,2.6,4.8,54.5%,1.1,3.0,37.5%,1.4,1.8,76.3%,1.4,3.4,4.8,0.6,1.1,0.7,0.4,0.2,2.0,1.8,11.3,009783,"COLSON, BONZIE",EuroLeague,COLSON BONZIE,COLSON, BONZIE, 9.30,COLSON BONZIE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLARK III JIMMY,CLARK III, JIMMY, 9.30,CLARK III JIMMY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARTER TYSON,CARTER, TYSON, 9.30,CARTER TYSON
,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTILIKINA FRANK,NTILIKINA FRANK, 9.20,,NTILIKINA FRANK 9.20
111.0,107.0,101.0,24.401869158878505,6.7,1.4,2.9,50.7%,1.0,3.2,31.9%,0.8,1.0,78.1%,0.6,2.2,2.7,5.1,1.5,1.8,0.1,0.1,2.5,1.8,9.7,008855,"WALKUP, THOMAS",EuroLeague,WALKUP THOMAS,WALKUP, THOMAS, 9.20,WALKUP THOMAS
86.0,100.0,65.0,20.096166666666665,6.2,1.5,2.6,58.8%,0.9,2.7,32.2%,0.5,0.8,65.1%,1.1,3.4,4.5,2.0,0.4,1.2,0.3,0.1,1.5,1.0,8.5,007201,"VOIGTMANN, JOHANNES",EuroLeague,VOIGTMANN JOHANNES,VOIGTMANN, JOHANNES, 9.20,VOIGTMANN JOHANNES
89.0,58.0,51.0,24.25862068965517,10.5,3.9,6.0,64.6%,0.5,1.7,29.7%,1.2,1.8,65.7%,1.7,3.5,5.2,1.4,0.9,1.1,0.1,0.4,2.1,2.0,12.4,010550,"GINAT, TOMER",EuroCup,GINAT TOMER,GINAT, TOMER, 9.20,GINAT TOMER
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLAKENEY ANTONIO,BLAKENEY, ANTONIO, 9.20,BLAKENEY ANTONIO
122.0,89.0,60.0,23.073033707865168,10.8,2.0,4.1,49.2%,1.4,3.9,36.5%,2.5,2.8,89.9%,0.4,2.2,2.7,2.2,0.9,1.1,0.1,0.2,2.8,3.0,10.6,009754,"LOYD, JORDAN",EuroLeague,LOYD JORDAN,LOYD, JORDAN, 9.10,LOYD JORDAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAYLOR KAMERON,TAYLOR, KAMERON, 9.10,TAYLOR KAMERON
109.0,77.0,48.0,22.075108225108224,8.6,2.4,4.5,54.5%,0.9,2.3,37.7%,1.2,1.6,72.6%,1.4,3.2,4.5,0.8,0.6,0.8,0.2,0.2,1.9,1.5,9.5,007866,"MITOGLOU, KONSTANTINOS",EuroLeague,MITOGLOU KONSTANTINOS,MITOGLOU, KONSTANTINOS, 9.00,MITOGLOU KONSTANTINOS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,JANTUNEN MIKAEL,JANTUNEN, MIKAEL, 9.00,JANTUNEN MIKAEL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCARIOLO SERGIO,SCARIOLO, SERGIO, 9.00,SCARIOLO SERGIO
54.0,90.0,31.0,13.87611111111111,6.3,1.8,2.7,64.9%,0.6,1.5,40.9%,1.0,1.4,70.3%,1.1,1.3,2.4,0.5,0.5,0.7,0.5,0.2,2.3,1.6,6.3,011051,"SMAILAGIC, ALEN",EuroLeague,SMAILAGIC ALEN,SMAILAGIC, ALEN, 9.00,SMAILAGIC ALEN
84.0,61.0,53.0,21.49617486338797,10.1,3.9,6.2,62.8%,0.0,0.1,0%,2.3,3.2,72.3%,1.7,2.3,4.0,0.5,0.2,0.9,1.0,0.3,2.2,2.7,11.8,011823,"ODIASE, TAI",EuroCup,ODIASE TAI,ODIASE, TAI, 9.00,ODIASE TAI
71.0,51.0,43.0,25.166013071895424,10.2,3.0,4.9,60.8%,0.7,2.5,29.4%,2.1,2.8,74.5%,0.8,2.4,3.2,1.4,1.0,1.5,0.1,0.3,2.1,3.1,10.7,005422,"JALLOW, KARIM",EuroCup,JALLOW KARIM,JALLOW, KARIM, 9.00,JALLOW KARIM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOZIER JR PERRY,DOZIER JR, PERRY, 9.00,DOZIER JR PERRY
75.0,91.0,63.0,21.715201465201464,6.6,1.3,2.7,48.6%,0.9,2.5,35.8%,1.3,1.5,84.3%,1.5,2.7,4.2,1.1,0.7,1.0,0.3,0.2,2.4,1.7,7.9,006760,"BONGA, ISAAC",EuroLeague,BONGA ISAAC,BONGA ISAAC, 8.80,,BONGA ISAAC 8.80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLEVA DUSTIN,SLEVA, DUSTIN, 8.80,SLEVA DUSTIN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,YURTSEVEN OMER,YURTSEVEN, OMER, 8.80,YURTSEVEN OMER
,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEE SABEN,LEE, SABEN, 8.80,LEE SABEN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BADIO BRANCOU,BADIO, BRANCOU, 8.70,BADIO BRANCOU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,M BAYE AMATH,M'BAYE, AMATH, 8.70,M'BAYE AMATH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MICHINEAU DAVID,MICHINEAU, DAVID, 8.60,MICHINEAU DAVID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASHINGTON DUANE,WASHINGTON, DUANE, 8.50,WASHINGTON DUANE
116.0,105.0,85.0,26.237301587301587,8.2,1.9,3.8,49.4%,0.7,2.0,36%,2.2,2.6,84.1%,1.2,2.2,3.4,2.4,0.7,1.4,0.1,0.2,2.4,3.2,10.3,002329,"ULANOVAS, EDGARAS",EuroLeague,ULANOVAS EDGARAS,ULANOVAS, EDGARAS, 8.50,ULANOVAS EDGARAS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUWAWU CABARROT TIMOTH,LUWAWU-CABARROT, TIMOTHÈ, 8.50,LUWAWU-CABARROT TIMOTHÈ
99.0,55.0,46.0,20.973030303030303,7.7,2.7,5.0,53.1%,0.4,1.6,27%,1.1,1.6,70.1%,0.5,2.1,2.6,3.2,1.1,1.6,0.3,0.2,2.2,2.2,9.1,008985,"BOLMARO, LEANDRO",EuroLeague,BOLMARO LEANDRO,BOLMARO, LEANDRO, 8.50,BOLMARO LEANDRO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPANOULIS VASILIS,SPANOULIS, VASILIS, 8.50,SPANOULIS VASILIS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,JASIKEVICIUS SARAS,JASIKEVICIUS, SARAS, 8.50,JASIKEVICIUS SARAS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAINRIGHT ISH,WAINRIGHT, ISH, 8.50,WAINRIGHT ISH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITOUDIS DIMITRIS,ITOUDIS, DIMITRIS, 8.50,ITOUDIS DIMITRIS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,AYAYI JOEL,AYAYI, JOEL, 8.50,AYAYI JOEL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,IZUNDU EBUKA,IZUNDU, EBUKA, 8.50,IZUNDU EBUKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,DORSEY TYLER,DORSEY, TYLER, 8.40,DORSEY TYLER
,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBELIS AZOULAS,TUBELIS, AZOULAS, 8.40,TUBELIS AZOULAS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAPAGIANNIS GERORGIOS,PAPAGIANNIS, GERORGIOS, 8.30,PAPAGIANNIS GERORGIOS
127.0,84.0,30.0,20.498412698412697,12.3,2.5,4.8,51.7%,1.8,4.9,35.5%,2.1,2.5,85.2%,0.3,1.2,1.5,2.8,0.6,1.6,0.1,0.4,1.8,3.2,10.9,000848,"NEDOVIC, NEMANJA",EuroLeague,NEDOVIC NEMANJA,NEDOVIC, NEMANJA, 8.30,NEDOVIC NEMANJA
56.0,91.0,51.0,17.46923076923077,8.1,2.5,5.1,48.3%,0.6,2.3,27.3%,1.4,1.7,81.7%,0.7,1.9,2.6,1.1,0.3,0.9,0.1,0.4,1.5,1.6,6.5,011983,"BRAZDEIKIS, IGNAS",EuroLeague,BRAZDEIKIS IGNAS,BRAZDEIKIS, IGNAS, 8.30,BRAZDEIKIS IGNAS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAKO ISMAEL,BAKO, ISMAEL, 8.30,BAKO ISMAEL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORGAN MATTHEW,MORGAN, MATTHEW, 8.20,MORGAN MATTHEW
59.0,53.0,13.0,17.175786163522012,5.2,0.9,1.6,54.1%,1.0,2.4,40.8%,0.6,0.7,79.5%,0.9,2.2,3.1,0.6,0.5,0.5,0.3,0.1,1.1,1.0,6.7,009664,"WILLIS, DEREK",EuroLeague,WILLIS DEREK,WILLIS, DEREK, 8.20,WILLIS DEREK
60.0,117.0,57.0,20.39273504273504,6.5,2.1,3.4,61.2%,0.6,2.0,27.3%,0.7,1.2,61.5%,1.1,2.3,3.4,0.3,0.4,0.4,0.2,0.1,2.0,1.6,6.7,011231,"BLOSSOMGAME, JARON",EuroLeague,BLOSSOMGAME JARON,BLOSSOMGAME, JARON, 8.20,BLOSSOMGAME JARON
79.0,72.0,45.0,21.42129629629629,8.4,1.2,2.2,53.8%,1.5,3.6,41.8%,1.5,1.8,86.6%,0.3,1.8,2.1,1.4,0.5,1.0,0.0,0.1,2.3,2.3,8.0,002328,"GRIGONIS, MARIUS",EuroLeague,GRIGONIS MARIUS,GRIGONIS, MARIUS, 8.20,GRIGONIS MARIUS
87.0,89.0,49.0,25.529026217228463,7.9,1.7,3.4,49.5%,1.1,3.0,36.7%,1.3,1.5,83.6%,0.6,2.0,2.5,2.6,0.8,1.3,0.1,0.2,2.0,2.0,8.5,011205,"HALL, DEVON",EuroLeague,HALL DEVON,HALL, DEVON, 8.20,HALL DEVON
51.0,80.0,15.0,18.216041666666666,8.0,1.2,2.4,50%,1.6,3.6,45.5%,0.7,0.8,84.6%,0.6,1.8,2.4,1.0,0.4,0.9,0.1,0.2,2.2,0.9,6.2,006961,"BIBEROVIC, TARIK",EuroLeague,BIBEROVIC TARIK,BIBEROVIC, TARIK, 8.20,BIBEROVIC TARIK
92.0,94.0,37.0,20.65921985815603,7.8,0.5,1.2,41.6%,1.9,5.2,36.9%,1.0,1.1,91.2%,0.2,1.4,1.6,5.3,0.4,2.2,0.0,0.1,1.2,1.2,8.7,011193,"BLATT, TAMIR",EuroLeague,BLATT TAMIR,BLATT, TAMIR, 8.20,BLATT TAMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,GARUBA USMAN,GARUBA, USMAN, 8.10,GARUBA USMAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAPANIKOLAU KOSTAS,PAPANIKOLAU, KOSTAS, 8.10,PAPANIKOLAU KOSTAS
50.0,68.0,7.0,16.20122549019608,8.0,1.7,3.3,51.6%,1.3,3.1,41.1%,0.7,0.9,78.3%,0.3,0.9,1.2,1.9,0.3,1.1,0.1,0.2,1.8,1.4,6.2,009992,"BRIZUELA, DARIO",EuroLeague,BRIZUELA DARIO,BRIZUELA, DARIO, 8.10,BRIZUELA DARIO
57.0,42.0,27.0,20.946031746031743,8.4,0.9,1.9,49.4%,1.6,3.6,43.4%,1.8,2.5,72.6%,0.4,2.1,2.5,1.7,1.5,0.9,0.4,0.1,2.9,2.2,9.1,010431,"MORGAN, JEREMY",EuroCup,MORGAN JEREMY,MORGAN, JEREMY, 8.10,MORGAN JEREMY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENARROYA JOAN,PENARROYA, JOAN, 8.00,PENARROYA JOAN
72.0,52.0,31.0,20.620512820512825,8.5,2.8,6.4,44.1%,0.4,1.6,24.4%,1.7,2.0,82.9%,0.5,1.7,2.1,3.6,0.4,2.3,0.0,0.4,1.6,2.4,7.5,008173,"SPAGNOLO, MATTEO",EuroLeague,SPAGNOLO MATTEO,SPAGNOLO, MATTEO, 8.00,SPAGNOLO MATTEO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOKOSKOV IGOR,KOKOSKOV, IGOR, 8.00,KOKOSKOV IGOR
78.0,40.0,19.0,18.180416666666662,8.0,3.1,5.3,59.2%,0.0,0.1,50%,1.6,2.0,78.8%,1.7,3.3,5.0,1.4,0.9,1.3,0.0,0.3,1.5,1.8,11.4,008325,"KAMENJAS, KENAN",EuroCup,KAMENJAS KENAN,KAMENJAS, KENAN, 8.00,KAMENJAS KENAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,CALE MYLES,CALE, MYLES, 8.00,CALE MYLES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FERNANDO BRUNO,FERNANDO, BRUNO, 8.00,FERNANDO BRUNO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRISCH CLEMENT,FRISCH, CLEMENT, 8.00,FRISCH CLEMENT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRAORE ARMEL,TRAORE, ARMEL, 8.00,TRAORE ARMEL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRAMER DAVID,KRAMER, DAVID, 8.00,KRAMER DAVID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOKOSSI ALLAN,DOKOSSI, ALLAN, 7.90,DOKOSSI ALLAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIRVYDIS DEIVIDAS,SIRVYDIS, DEIVIDAS, 7.80,SIRVYDIS DEIVIDAS
65.0,47.0,13.0,16.365248226950353,8.3,2.3,3.7,61.5%,1.0,3.1,31%,0.9,1.2,75%,0.3,1.5,1.8,1.7,0.7,1.1,0.2,0.1,2.0,1.5,7.1,003983,"AVRAMOVIC, ALEKSA",EuroLeague,AVRAMOVIC ALEKSA,AVRAMOVIC, ALEKSA, 7.80,AVRAMOVIC ALEKSA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREPELIC KLEMEN,PREPELIC, KLEMEN, 7.80,PREPELIC KLEMEN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAYE MOUHAMED,FAYE, MOUHAMED, 7.80,FAYE MOUHAMED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALCOLM COLLIN,MALCOLM, COLLIN, 7.70,MALCOLM COLLIN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROGAKAVOPOULOS NIKOS,ROGAKAVOPOULOS, NIKOS, 7.70,ROGAKAVOPOULOS NIKOS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLAVSIC UROS,PLAVSIC, UROS, 7.70,PLAVSIC UROS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANNION NICCOLO,MANNION, NICCOLO, 7.70,MANNION NICCOLO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABASS AWUDU,ABASS, AWUDU, 7.70,ABASS AWUDU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANDERSON JUSTIN,ANDERSON, JUSTIN, 7.60,ANDERSON JUSTIN
110.0,94.0,45.0,22.32677304964539,9.9,2.0,3.7,55.3%,1.7,3.8,44.5%,0.8,0.9,86.2%,0.3,1.6,1.9,2.0,0.8,0.8,0.5,0.1,1.9,1.1,9.6,006590,"BEAUBOIS, RODRIGUE",EuroLeague,BEAUBOIS RODRIGUE,BEAUBOIS, RODRIGUE, 7.60,BEAUBOIS RODRIGUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESSERT BRICE,DESSERT, BRICE, 7.60,DESSERT BRICE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROOKS ARMONI,BROOKS, ARMONI, 7.50,BROOKS ARMONI
118.0,94.0,74.0,16.935460992907803,7.6,3.1,4.7,65.8%,0.0,0.0,0%,1.4,2.2,65.4%,2.1,3.4,5.4,0.2,0.2,1.0,0.4,0.2,2.3,2.3,10.3,006568,"FALL, YOUSSOUPHA",EuroLeague,FALL YOUSSOUPHA,FALL, YOUSSOUPHA, 7.50,FALL YOUSSOUPHA
81.0,90.0,37.0,21.34611111111112,8.5,1.8,3.6,50%,1.2,3.6,32.8%,1.4,1.8,79.2%,0.4,1.8,2.2,2.3,0.7,1.2,0.0,0.2,1.6,2.0,8.1,010781,"LUNDBERG, IFFE",EuroLeague,LUNDBERG IFFE,LUNDBERG, IFFE, 7.50,LUNDBERG IFFE
57.0,78.0,24.0,17.476282051282052,7.9,2.0,3.3,60.5%,0.9,3.4,25%,1.3,1.7,76.9%,0.6,1.3,1.9,0.7,0.9,1.0,0.3,0.2,1.3,1.6,6.5,008384,"PROCIDA, GABRIELE",EuroLeague,PROCIDA GABRIELE,PROCIDA, GABRIELE, 7.50,PROCIDA GABRIELE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MESSINA ETTORE,MESSINA, ETTORE, 7.50,MESSINA ETTORE
74.0,32.0,18.0,24.380729166666665,14.0,2.2,4.6,48.6%,2.5,7.6,33.2%,1.9,2.2,88.6%,0.3,1.9,2.2,3.1,0.9,2.8,0.1,0.7,2.2,4.1,11.1,004292,"TOLIOPOULOS, VASSILIS",EuroCup,TOLIOPOULOS VASSILIS,TOLIOPOULOS, VASSILIS, 7.50,TOLIOPOULOS VASSILIS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,JESSUP JUSTINIAN,JESSUP, JUSTINIAN, 7.50,JESSUP JUSTINIAN
92.0,37.0,21.0,22.847747747747743,11.1,3.5,5.7,61.1%,0.7,2.0,35.6%,2.1,2.5,80.9%,1.6,3.2,4.8,0.9,0.6,1.9,1.3,0.2,2.6,2.5,12.5,011935,"MAKOUNDOU, YOAN",EuroCup,MAKOUNDOU YOAN,MAKOUNDOU, YOAN, 7.50,MAKOUNDOU YOAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAPP ETHAN,HAPP, ETHAN, 7.50,HAPP ETHAN
107.0,90.0,81.0,23.658703703703704,7.0,2.1,4.1,51.2%,0.8,2.5,32.7%,0.4,0.8,44%,0.5,3.3,3.8,4.7,1.0,1.9,0.1,0.3,2.2,1.3,9.4,001932,"CALATHES, NICK",EuroLeague,CALATHES NICK,CALATHES, NICK, 7.40,CALATHES NICK
73.0,111.0,7.0,16.865015015015015,8.0,1.9,2.9,63.9%,0.9,2.8,32.4%,1.5,2.3,68%,0.5,1.2,1.7,1.4,0.8,0.9,0.0,0.2,1.3,1.9,7.7,007853,"MCKISSIC, SHAQUIELLE",EuroLeague,MCKISSIC SHAQUIELLE,MCKISSIC, SHAQUIELLE, 7.40,MCKISSIC SHAQUIELLE
64.0,92.0,57.0,22.9572463768116,9.4,1.4,2.7,52%,1.8,4.7,39.2%,1.1,1.5,78.4%,0.5,1.4,1.9,1.3,0.4,0.8,0.0,0.3,2.2,1.5,7.1,004761,"MARINKOVIC, VANJA",EuroLeague,MARINKOVIC VANJA,MARINKOVIC, VANJA, 7.40,MARINKOVIC VANJA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIANG SALIOU,NIANG, SALIOU, 7.40,NIANG SALIOU
102.0,36.0,26.0,25.20092592592593,11.7,3.2,5.6,56.7%,1.3,2.8,48%,1.4,1.9,71%,0.9,3.3,4.3,4.4,1.4,1.8,0.1,0.4,3.0,3.0,15.2,011247,"FELIZ, ANDRES",EuroCup,FELIZ ANDRES,FELIZ, ANDRES, 7.40,FELIZ ANDRES
95.0,41.0,40.0,23.867073170731707,11.8,2.9,5.0,56.5%,1.4,3.8,37.2%,1.9,2.4,79.4%,1.0,3.4,4.4,1.6,1.4,1.3,0.4,0.1,2.4,2.3,13.2,011836,"MIKE, ISIAHA",EuroCup,MIKE ISIAHA,MIKE, ISIAHA, 7.30,MIKE ISIAHA
