playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,price,fantasy_points_total,fantasy_points_per_game,value_score
74.0,22.0,6.0,18.01742424242424,7.6,1.1,2.1,53.2%,1.4,3.9,36.5%,1.1,1.5,70.6%,0.9,2.1,3.0,0.8,0.5,0.5,0.3,0.5,1.0,1.5,7.8,006643,"PUERTO, JOSEP",6.5,7.800000000000001,0.35454545454545455,0.05454545454545455
53.0,15.0,7.0,12.823333333333332,4.8,1.2,2.3,52.9%,0.5,1.3,40%,0.8,1.3,63.2%,0.7,1.1,1.9,2.8,0.5,1.7,0.1,0.1,1.6,2.1,6.5,010750,"DE LARREA, SERGIO",6.5,6.399999999999999,0.4266666666666666,0.06564102564102563
,,,,,,,,,,,,,,,,,,,,,,,,,,"ANDJUSIC, DANILO",6.5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"LAVY, GUR",6.5,,,
75.0,39.0,35.0,16.582905982905984,6.5,1.6,2.9,55.7%,0.7,1.9,39.2%,1.0,1.1,92.7%,0.9,2.0,2.9,1.0,0.5,1.0,0.2,0.2,1.7,1.3,6.9,012710,"OSMANI, ERCAN",6.5,6.9,0.17692307692307693,0.027218934911242606
,,,,,,,,,,,,,,,,,,,,,,,,,,"BANGO, JILSON",6.4,,,
19.0,31.0,9.0,15.51774193548387,2.5,0.4,1.1,38.2%,0.4,1.2,36.1%,0.4,0.5,85.7%,0.3,1.7,2.0,1.7,0.4,0.9,0.0,0.0,2.4,1.2,2.9,001844,"HACKETT, DANIEL",6.3,2.900000000000001,0.09354838709677422,0.014848950332821307
58.0,32.0,11.0,14.4609375,4.1,1.8,2.8,62.9%,0.0,0.1,0%,0.6,1.1,52.8%,1.7,1.9,3.6,0.5,0.3,0.7,0.5,0.3,2.0,1.4,5.8,008072,"DIOP, KHALIFA",6.3,5.800000000000001,0.18125000000000002,0.028769841269841275
69.0,39.0,28.0,18.87136752136752,5.9,1.1,1.9,58.9%,1.0,2.2,46%,0.6,0.7,88.5%,0.4,1.9,2.4,1.7,0.5,0.5,0.0,0.0,1.8,0.6,6.6,003733,"ABALDE, ALBERTO",6.1,6.700000000000001,0.17179487179487182,0.028163093736864236
,,,,,,,,,,,,,,,,,,,,,,,,,,"MARCOS, JUANI",6.1,,,
53.0,34.0,16.0,15.699019607843136,4.1,1.7,2.7,62.4%,0.0,0.1,0%,0.7,1.1,63.9%,1.7,1.6,3.3,0.9,0.5,0.6,0.5,0.1,2.8,1.0,5.4,003048,"DUNSTON, BRYANT",6.0,5.299999999999999,0.15588235294117644,0.02598039215686274
,,,,,,,,,,,,,,,,,,,,,,,,,,"HERBERT, GORDON",6.0,,,
48.0,33.0,6.0,17.421212121212122,5.2,0.2,0.6,33.3%,1.3,3.1,42.7%,0.7,0.8,88.9%,0.7,1.2,1.9,0.7,0.7,0.2,0.0,0.1,2.3,1.8,5.2,007990,"DIBARTOLOMEO, JOHN",6.0,5.4,0.16363636363636364,0.02727272727272727
,,,,,,,,,,,,,,,,,,,,,,,,,,"TABELLINI, FRANCESCO",6.0,,,
39.0,27.0,6.0,15.406172839506173,3.2,0.7,1.3,55.6%,0.5,1.1,45.2%,0.2,0.3,55.6%,0.4,1.5,1.9,1.1,0.3,0.3,0.1,0.1,1.1,0.7,4.5,006509,"TONUT, STEFANO",6.0,4.499999999999998,0.1666666666666666,0.027777777777777766
68.0,33.0,17.0,22.01313131313131,4.5,0.6,1.3,46.5%,0.8,2.2,38%,0.8,1.1,74.3%,0.9,2.8,3.7,1.2,1.0,0.7,0.3,0.2,2.5,1.6,6.5,002676,"BUTKEVICIUS, ARNAS",6.0,6.499999999999998,0.1969696969696969,0.03282828282828282
38.0,21.0,10.0,18.263492063492063,6.8,0.9,1.4,62.1%,1.7,4.5,37.2%,0.1,0.1,66.7%,0.6,2.4,3.0,1.0,0.1,0.6,0.1,0.1,2.2,0.6,5.4,011980,"SESTINA, NATHAN",6.0,5.3999999999999995,0.2571428571428571,0.04285714285714285
,,,,,,,,,,,,,,,,,,,,,,,,,,"NAKIC, MARIO",5.9,,,
13.0,35.0,17.0,14.864285714285714,4.5,0.9,1.7,49.2%,0.8,2.6,30.4%,0.4,0.4,100%,0.7,1.1,1.8,0.3,0.4,0.5,0.1,0.2,1.3,0.3,2.6,004197,"OUATTARA, YAKUBA",5.8,2.7999999999999994,0.07999999999999999,0.01379310344827586
56.0,25.0,5.0,15.460666666666668,4.8,1.8,2.8,65.2%,0.2,0.8,31.6%,0.5,0.8,68.4%,1.2,1.9,3.1,0.5,0.5,0.8,0.2,0.2,2.1,1.3,5.6,011244,"DA SILVA, OSCAR",5.7,5.4,0.21600000000000003,0.037894736842105266
45.0,40.0,3.0,17.098333333333333,6.6,0.8,2.0,40.5%,1.4,4.6,29.2%,1.0,1.2,81.2%,0.4,1.0,1.4,2.2,0.4,0.7,0.0,0.2,1.5,1.5,5.1,TGB,"LLULL, SERGIO",5.6,5.1,0.1275,0.022767857142857145
52.0,25.0,8.0,18.192666666666668,6.4,1.0,1.8,54.5%,1.3,2.3,57.9%,0.6,0.7,77.8%,0.5,1.3,1.8,0.9,0.2,0.8,0.2,0.2,2.6,1.2,5.3,001557,"GIFFEY, NIELS",5.6,5.199999999999999,0.20799999999999996,0.03714285714285714
,,,,,,,,,,,,,,,,,,,,,,,,,,"GALBIATI, PAOLO",5.5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"HOLLATZ, JUSTUS",5.5,,,
34.0,28.0,5.0,9.81904761904762,4.1,1.4,2.1,65%,0.0,0.2,16.7%,1.2,1.3,89.2%,0.7,0.8,1.5,0.5,0.1,0.3,0.0,0.1,1.2,1.0,4.4,005460,"HARRIS, ELIAS",5.5,4.6,0.16428571428571428,0.02987012987012987
,,,,,,,,,,,,,,,,,,,,,,,,,,"ANTETOKOUNMPO, KOSTAS",5.5,,,
28.0,23.0,6.0,11.567391304347826,2.2,0.3,0.7,53.3%,0.3,0.9,38.1%,0.5,0.7,73.3%,0.7,1.5,2.3,0.4,1.0,0.0,0.3,0.0,1.7,0.6,4.0,012515,"TARPEY, TERRY",5.4,3.8999999999999995,0.1695652173913043,0.03140096618357487
,,,,,,,,,,,,,,,,,,,,,,,,,,"LARENTZAKIS, GIANNOULIS",5.3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"YILMAZ, ERKAN",5.3,,,
23.0,33.0,8.0,11.39090909090909,2.6,0.5,1.2,40%,0.2,0.6,40%,0.9,1.2,75%,1.2,1.8,3.1,0.2,0.2,0.2,0.1,0.2,2.4,1.3,3.3,013381,"RAYMAN, WILLIAM",5.3,3.3000000000000003,0.1,0.01886792452830189
,,,,,,,,,,,,,,,,,,,,,,,,,,"DIOP, OUSMANE",5.2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"AKELE, NICOLA",5.2,,,
25.0,36.0,0.0,10.934722222222222,2.8,1.0,1.6,64.9%,0.1,0.3,40%,0.4,0.6,72.7%,1.1,1.7,2.7,0.4,0.2,0.5,0.0,0.0,1.9,0.9,3.7,013373,"CAVALIERE, LEOPOLD",5.1,3.6000000000000014,0.10000000000000003,0.01960784313725491
,,,,,,,,,,,,,,,,,,,,,,,,,,"VILLAR, RAFA",5.1,,,
9.0,27.0,13.0,11.079629629629627,3.5,0.9,1.4,60.5%,0.5,1.7,28.9%,0.3,0.4,75%,0.3,0.8,1.1,0.4,0.5,0.6,0.1,0.0,1.3,0.6,2.3,004007,"DOBRIC, OGNJEN",5.0,2.499999999999999,0.09259259259259256,0.01851851851851851
20.0,33.0,22.0,19.44242424242424,4.4,0.7,1.7,43.6%,0.8,2.1,40.6%,0.4,0.5,77.8%,0.3,1.5,1.8,1.0,0.5,0.6,0.1,0.1,2.5,0.9,3.2,003526,"LIGHTY, DAVID",5.0,3.099999999999999,0.09393939393939392,0.018787878787878784
,,,,,,,,,,,,,,,,,,,,,,,,,,"SHAHRVIN, ENZO",5.0,,,
22.0,32.0,15.0,15.1125,3.6,0.5,0.7,65.2%,0.8,1.8,44.8%,0.2,0.2,100%,0.6,1.9,2.5,0.4,0.4,0.4,0.2,0.0,2.5,0.3,3.2,001518,"RICCI, GIAMPAOLO",5.0,3.3,0.103125,0.020624999999999998
,,,,,,,,,,,,,,,,,,,,,,,,,,"PUPET, PIERRIC",5.0,,,
11.0,16.0,0.0,7.209375,1.5,0.4,0.8,53.8%,0.1,0.6,22.2%,0.2,0.3,80%,0.4,0.8,1.2,0.2,0.2,0.2,0.2,0.1,1.1,0.6,1.7,009877,"BLAYZER, OZ",5.0,1.5000000000000009,0.09375000000000006,0.01875000000000001
,,,,,,,,,,,,,,,,,,,,,,,,,,"MUTAF, DAVID",5.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"MILJENOVIC, STEFAN",5.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"CANKA, ABRAMO",4.9,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"FLACCADORI, DIEGO",4.8,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"DANGUBIC, NEMANJA",4.8,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"BEGARIN, JUHANN",4.5,,,
1.0,27.0,0.0,9.522222222222224,0.6,0.3,0.8,33.3%,0.0,0.0,0%,0.1,0.2,60%,0.9,1.4,2.4,0.2,0.3,0.8,0.3,0.0,2.6,0.3,0.1,004512,"KRATZER, LEON",4.5,0.09999999999999931,0.0037037037037036783,0.0008230452674897063
,,,,,,,,,,,,,,,,,,,,,,,,,,"HERRERA, SEBASTIAN",4.5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"MAHMUTOGLU, MELIH",4.5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"ILIC, DALIBOR",4.5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"LAKIC, ARIJAN",4.3,,,
7.0,22.0,3.0,15.02727272727273,3.6,0.8,1.8,46.2%,0.5,2.2,25%,0.4,0.4,100%,0.4,1.1,1.5,0.6,0.2,0.5,0.0,0.2,1.7,0.9,1.8,000229,"JACKSON, EDWIN",4.2,1.7000000000000002,0.07727272727272728,0.0183982683982684
,,,,,,,,,,,,,,,,,,,,,,,,,,"DIRSEN, METECAN",4.2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"RAVENA, THIRDY",4.2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"KOUZELOGLOU, IOANNIS",4.2,,,
5.0,32.0,10.0,7.355729166666666,1.8,0.5,0.9,55.2%,0.1,0.7,19%,0.4,0.6,72.2%,0.3,0.4,0.8,0.4,0.5,0.3,0.0,0.1,1.1,0.5,1.3,011209,"KALAITZAKIS, PANAGIOTIS",4.1,1.3,0.040625,0.009908536585365856
,,,,,,,,,,,,,,,,,,,,,,,,,,"BOSNJAKOVIC, MITAR",4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"YILDIZLI, BURAKCAN",4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"MESTOGLU, YIGIT HAMZA",4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"EKSIOGLU, MERT",4.0,,,
14.0,17.0,0.0,5.790196078431372,1.4,0.1,0.1,100%,0.3,0.8,35.7%,0.3,0.4,83.3%,0.4,0.2,0.6,0.3,0.3,0.0,0.0,0.0,0.5,0.6,2.2,013283,"PALATIN, GUY",4.0,2.0999999999999996,0.12352941176470586,0.030882352941176465
,,,,,,,,,,,,,,,,,,,,,,,,,,"SAMODUROV, ALEXANDROS",4.0,,,
44.0,23.0,4.0,17.860869565217392,5.1,1.1,1.8,61.9%,0.6,1.8,31.7%,1.2,1.7,71.1%,0.1,1.6,1.7,2.2,0.8,0.7,0.0,0.3,1.8,1.4,6.1,004846,"TIMOR, BAR",4.0,6.000000000000002,0.2608695652173914,0.06521739130434785
,,,,,,,,,,,,,,,,,,,,,,,,,,"STOJKOVIC, LAZAR",4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"RADOSIC, OGNJEN",4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"ZIV, IFTACH",4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"SEGEV, ITAY",4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"NETZIPOGLOU, OMIROS",4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"MOUNGALLA, ILIAN",4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"ACCORSI, MATTEO",4.0,,,
