Player,fantasy_points_mean,fantasy_points_std,fantasy_points_sum,fantasy_points_max,Minutes_mean,Points_mean,TotalRebounds_mean,Assistances_mean,Valuation_mean,Team_first,games_played,player.name,price,value_score,consistency,points_per_credit
"HALL, DEVON",8.78125,7.3867115866612885,281.0,24.0,23.472395833333334,7.78125,2.1875,3.375,8.78125,ULK,32.0,"HALL, DEVON",8.2,1.0708841463414636,0.11923624529910601,1.0708841463414636
"BIBEROVIC, TARIK",8.405405405405405,6.9978546691089525,311.0,21.0,22.485135135135135,10.378378378378379,3.081081081081081,1.4054054054054055,8.405405405405405,ULK,37.0,"BIBEROVIC, TARIK",8.2,1.025049439683586,0.12503352978673352,1.025049439683586
"BLATT, TAMIR",11.653846153846153,9.645485193362989,303.0,36.0,24.183333333333334,8.884615384615385,2.3846153846153846,6.730769230769231,11.653846153846153,TEL,26.0,"BLATT, TAMIR",8.2,1.4212007504690432,0.0939365357084389,1.4212007504690432
"GARUBA, USMAN",3.5517241379310347,4.687263951363705,103.0,17.0,13.124712643678162,3.6551724137931036,2.896551724137931,0.5172413793103449,3.5517241379310347,MAD,29.0,"GARUBA, USMAN",8.1,0.43848446147296727,0.1758314733678253,0.43848446147296727
"BRIZUELA, DARIO",8.444444444444445,7.450577904505871,304.0,25.0,18.345833333333335,10.027777777777779,1.3888888888888888,2.1944444444444446,8.444444444444445,BAR,36.0,"BRIZUELA, DARIO",8.1,1.0425240054869684,0.11833510220251296,1.0425240054869684
"SPAGNOLO, MATTEO",8.535714285714286,7.416109306683475,239.0,23.0,19.99761904761905,9.25,1.9285714285714286,3.642857142857143,8.535714285714286,BER,28.0,"SPAGNOLO, MATTEO",8.0,1.0669642857142858,0.11881974954934002,1.0669642857142858
"FERNANDO, BRUNO",5.153846153846154,4.259228291724409,67.0,14.0,12.814102564102566,4.615384615384615,2.769230769230769,0.5384615384615384,5.153846153846154,MAD,13.0,"FERNANDO, BRUNO",8.0,0.6442307692307693,0.19014196466305466,0.6442307692307693
"SIRVYDIS, DEIVIDAS",7.0,6.0603030227268935,238.0,21.0,16.54264705882353,8.411764705882353,2.6470588235294117,0.8235294117647058,7.0,ZAL,34.0,"SIRVYDIS, DEIVIDAS",7.8,0.8974358974358975,0.14163698027988764,0.8974358974358975
"MALCOLM, COLLIN",7.242424242424242,4.520994795329225,239.0,16.0,18.953535353535354,7.666666666666667,2.515151515151515,1.1818181818181819,7.242424242424242,PRS,33.0,"MALCOLM, COLLIN",7.7,0.9405745769382132,0.18112677824764525,0.9405745769382132
"PLAVSIC, UROS",3.6666666666666665,6.582805886043833,44.0,23.0,9.525,4.333333333333333,2.25,0.25,3.6666666666666665,RED,12.0,"PLAVSIC, UROS",7.7,0.47619047619047616,0.13187730439473622,0.47619047619047616
"MANNION, NICCOLO",7.814814814814815,7.51939562340688,211.0,27.0,22.02469135802469,8.518518518518519,1.4444444444444444,3.962962962962963,7.814814814814815,MIL,27.0,"MANNION, NICCOLO",7.7,1.014911014911015,0.1173792184568256,1.014911014911015
"ANDERSON, JUSTIN",8.45945945945946,7.388409070198305,313.0,26.0,19.570720720720722,7.135135135135135,2.7567567567567566,1.3783783783783783,8.45945945945946,BAR,37.0,"ANDERSON, JUSTIN",7.6,1.113086770981508,0.11921211658033264,1.113086770981508
"BEAUBOIS, RODRIGUE",8.121212121212121,6.886388638818498,268.0,24.0,18.870202020202022,8.878787878787879,1.4242424242424243,1.606060606060606,8.121212121212121,IST,33.0,"BEAUBOIS, RODRIGUE",7.6,1.0685805422647527,0.1268007507362477,1.0685805422647527
"BROOKS, ARMONI",5.9393939393939394,6.097844875135159,196.0,20.0,14.557070707070707,7.393939393939394,1.9696969696969697,0.7575757575757576,5.9393939393939394,MIL,33.0,"BROOKS, ARMONI",7.5,0.7919191919191919,0.1408878353348005,0.7919191919191919
"FALL, YOUSSOUPHA",3.9473684210526314,6.705977037148249,150.0,25.0,7.970614035087719,3.3684210526315788,2.5526315789473686,0.02631578947368421,3.9473684210526314,BAR,38.0,"FALL, YOUSSOUPHA",7.5,0.5263157894736842,0.1297693978556248,0.5263157894736842
"LUNDBERG, IFFE",7.074074074074074,8.061904365241626,191.0,24.0,23.98950617283951,7.62962962962963,2.1481481481481484,2.888888888888889,7.074074074074074,PAR,27.0,"LUNDBERG, IFFE",7.5,0.9432098765432099,0.11035208050039227,0.9432098765432099
"PROCIDA, GABRIELE",7.444444444444445,9.560871111476004,201.0,34.0,19.752469135802468,9.37037037037037,2.1481481481481484,0.7777777777777778,7.444444444444445,BER,27.0,"PROCIDA, GABRIELE",7.5,0.9925925925925926,0.09468915863515717,0.9925925925925926
"CALATHES, NICK",4.142857142857143,6.585031310680106,58.0,17.0,16.26904761904762,3.4285714285714284,2.0714285714285716,3.5714285714285716,4.142857142857143,MCO,14.0,"CALATHES, NICK",7.4,0.5598455598455598,0.13183861200308422,0.5598455598455598
"MCKISSIC, SHAQUIELLE",7.051282051282051,9.464472954850175,275.0,26.0,16.011538461538464,7.384615384615385,2.076923076923077,1.5897435897435896,7.051282051282051,OLY,39.0,"MCKISSIC, SHAQUIELLE",7.4,0.9528759528759528,0.09556143002276196,0.9528759528759528
"MARINKOVIC, VANJA",5.238095238095238,5.038896326625126,110.0,14.0,22.91031746031746,7.333333333333333,1.619047619047619,1.1904761904761905,5.238095238095238,PAR,21.0,"MARINKOVIC, VANJA",7.4,0.7078507078507078,0.1655931723137986,0.7078507078507078
"FELIZ, ANDRES",4.787878787878788,5.224686448472146,158.0,16.0,14.193939393939393,4.787878787878788,1.8181818181818181,1.5757575757575757,4.787878787878788,MAD,33.0,"FELIZ, ANDRES",7.4,0.647010647010647,0.16065066221053606,0.647010647010647
"MIKE, ISIAHA",3.1379310344827585,6.016193254940218,91.0,19.0,12.180459770114943,3.0689655172413794,1.896551724137931,0.5172413793103449,3.1379310344827585,PAR,29.0,"MIKE, ISIAHA",7.3,0.42985356636750116,0.14252743099627188,0.42985356636750116
"HAYES, KEVARRIUS",8.973684210526315,5.430080593226323,341.0,21.0,20.226754385964913,6.473684210526316,4.552631578947368,0.47368421052631576,8.973684210526315,PRS,38.0,"HAYES, KEVARRIUS",7.3,1.229271809661139,0.15551904606816838,1.229271809661139
"PAJOLA, ALESSANDRO",7.166666666666667,6.633682772520615,215.0,24.0,23.615555555555556,5.4,2.3666666666666667,4.1,7.166666666666667,VIR,30.0,"PAJOLA, ALESSANDRO",7.3,0.9817351598173517,0.13099836996105663,0.9817351598173517
"DIOUF, MOUHAMET",7.903225806451613,5.081698132905819,245.0,22.0,15.853225806451613,6.225806451612903,3.129032258064516,0.41935483870967744,7.903225806451613,VIR,31.0,"DIOUF, MOUHAMET",7.3,1.0826336721166594,0.16442775983723523,1.0826336721166594
"NUNEZ, JUAN",7.36,5.772636601530823,184.0,21.0,15.576666666666668,4.96,2.52,3.36,7.36,BAR,25.0,"NUNEZ, JUAN",7.2,1.0222222222222221,0.1476529834442866,1.0222222222222221
"ZAGARS, ARTURS",4.7407407407407405,5.971680555837582,128.0,21.0,12.15246913580247,4.777777777777778,0.9259259259259259,1.8888888888888888,4.7407407407407405,ULK,27.0,"ZAGARS, ARTURS",7.2,0.6584362139917695,0.1434374383609232,0.6584362139917695
"JAITEH, MAM",8.205882352941176,7.470261898636794,279.0,27.0,13.347058823529412,6.882352941176471,3.6176470588235294,0.5294117647058824,8.205882352941176,MCO,34.0,"JAITEH, MAM",7.2,1.1397058823529411,0.11806010392204522,1.1397058823529411
"BALDWIN, KAMAR",6.44,5.94474557908074,161.0,19.0,21.412,7.12,1.68,3.72,6.44,BAS,25.0,"BALDWIN, KAMAR",7.1,0.9070422535211269,0.14399375594294525,0.9070422535211269
"HOMMES, DAULTON",3.5,5.648008498577175,21.0,13.0,12.116666666666667,4.333333333333333,2.0,0.6666666666666666,3.5,PRS,6.0,"HOMMES, DAULTON",7.1,0.49295774647887325,0.15042098700897008,0.49295774647887325
"STRAZEL, MATTHEW",8.048780487804878,6.328314228576973,330.0,21.0,20.24878048780488,8.317073170731707,1.2195121951219512,2.3902439024390243,8.048780487804878,MCO,41.0,"STRAZEL, MATTHEW",7.1,1.1336310546204054,0.13645703074527987,1.1336310546204054
"BIRCH, KHEM",5.222222222222222,4.402019738458447,188.0,15.0,13.665277777777778,3.4722222222222223,3.6666666666666665,0.5833333333333334,5.222222222222222,ULK,36.0,"BIRCH, KHEM",7.1,0.7355242566510173,0.18511594707452253,0.7355242566510173
"MOTIEJUNAS, DONATAS",5.891891891891892,6.012874076068336,218.0,20.0,11.545045045045045,5.027027027027027,2.4594594594594597,0.7297297297297297,5.891891891891892,MCO,37.0,"MOTIEJUNAS, DONATAS",7.0,0.8416988416988417,0.14259488893612576,0.8416988416988417
"SMITS, ROLANDS",6.666666666666667,5.367216927222119,260.0,17.0,18.14145299145299,6.846153846153846,2.4615384615384617,0.9230769230769231,6.666666666666667,IST,39.0,"SMITS, ROLANDS",7.0,0.9523809523809524,0.15705448886540116,0.9523809523809524
"BITIM, ONURALP",0.4230769230769231,2.7301732827507763,11.0,12.0,3.9365384615384613,0.9615384615384616,0.4230769230769231,0.038461538461538464,0.4230769230769231,MUN,26.0,"BITIM, ONURALP",7.0,0.06043956043956044,0.26808406049773664,0.06043956043956044
"PARRA, JOEL",5.121212121212121,7.44461876020851,169.0,26.0,14.071717171717172,4.606060606060606,2.6666666666666665,0.5757575757575758,5.121212121212121,BAR,33.0,"PARRA, JOEL",6.8,0.7531194295900179,0.1184186081569547,0.7531194295900179
"GIEDRAITIS, DOVYDAS",4.466666666666667,6.452656941849256,134.0,23.0,24.011666666666667,5.8,1.7666666666666666,1.9,4.466666666666667,ZAL,30.0,"GIEDRAITIS, DOVYDAS",6.6,0.6767676767676768,0.134180334316028,0.6767676767676768
"BIRUTIS, LAURYNAS",5.4411764705882355,5.461663507663644,185.0,20.0,13.02156862745098,5.294117647058823,2.735294117647059,0.35294117647058826,5.4411764705882355,ZAL,34.0,"BIRUTIS, LAURYNAS",6.6,0.8244206773618539,0.15475890980921286,0.8244206773618539
"OBST, ANDREAS",6.972222222222222,8.395529800728518,251.0,30.0,23.862962962962964,10.222222222222221,1.8888888888888888,1.4722222222222223,6.972222222222222,MUN,36.0,"OBST, ANDREAS",6.5,1.0726495726495726,0.10643359355024995,1.0726495726495726
"NDIAYE, MBAYE",6.6,8.183607307992519,99.0,25.0,18.176666666666666,6.733333333333333,2.7333333333333334,0.7333333333333333,6.6,ASV,15.0,"NDIAYE, MBAYE",6.5,1.0153846153846153,0.10888967335631797,1.0153846153846153
"CANAAN, ISAIAH",6.6571428571428575,8.242439877005499,233.0,29.0,21.01904761904762,9.971428571428572,1.4857142857142858,1.3142857142857143,6.6571428571428575,RED,35.0,"CANAAN, ISAIAH",6.5,1.0241758241758243,0.10819653828508265,1.0241758241758243
"OSMANI, ERCAN",6.871794871794871,7.395516021209947,268.0,29.0,16.582905982905984,6.487179487179487,2.8974358974358974,1.0,6.871794871794871,IST,39.0,"OSMANI, ERCAN",6.5,1.0571992110453647,0.1191112014405854,1.0571992110453647
"BANGO, JILSON",2.3076923076923075,4.130871889093459,30.0,11.0,5.3820512820512825,2.076923076923077,1.3846153846153846,0.07692307692307693,2.3076923076923075,ULK,13.0,"BANGO, JILSON",6.4,0.360576923076923,0.19489864912154015,0.360576923076923
"HACKETT, DANIEL",2.935483870967742,3.669109645594944,91.0,11.0,15.51774193548387,2.4838709677419355,1.967741935483871,1.7419354838709677,2.935483870967742,VIR,31.0,"HACKETT, DANIEL",6.3,0.4659498207885305,0.214173595375608,0.4659498207885305
"DIOP, KHALIFA",5.636363636363637,6.739891420760156,186.0,21.0,14.022727272727273,3.9696969696969697,3.515151515151515,0.45454545454545453,5.636363636363637,BAS,33.0,"DIOP, KHALIFA",6.3,0.8946608946608947,0.12920077887885761,0.8946608946608947
"ABALDE, ALBERTO",6.641025641025641,5.178331266909403,259.0,23.0,18.87136752136752,5.871794871794871,2.358974358974359,1.6923076923076923,6.641025641025641,MAD,39.0,"ABALDE, ALBERTO",6.1,1.0886927280369905,0.16185600234094144,1.0886927280369905
"DUNSTON, BRYANT",5.411764705882353,5.3264215462553794,184.0,19.0,15.699019607843137,4.088235294117647,3.323529411764706,0.8529411764705882,5.411764705882353,ZAL,34.0,"DUNSTON, BRYANT",6.0,0.9019607843137255,0.1580672411233649,0.9019607843137255
"DIBARTOLOMEO, JOHN",5.0588235294117645,6.835474209217978,172.0,22.0,16.908823529411762,5.0,1.8235294117647058,0.6470588235294118,5.0588235294117645,TEL,34.0,"DIBARTOLOMEO, JOHN",6.0,0.8431372549019608,0.12762469421742956,0.8431372549019608
"TONUT, STEFANO",4.321428571428571,4.33806213288642,121.0,12.0,14.855952380952383,3.107142857142857,1.8571428571428572,1.1071428571428572,4.321428571428571,MIL,28.0,"TONUT, STEFANO",6.0,0.7202380952380952,0.1873339004128968,0.7202380952380952
"BUTKEVICIUS, ARNAS",6.545454545454546,5.226679808270429,216.0,19.0,22.01313131313131,4.454545454545454,3.696969696969697,1.1515151515151516,6.545454545454546,ZAL,33.0,"BUTKEVICIUS, ARNAS",6.0,1.090909090909091,0.16059923278402327,1.090909090909091
"NAKIC, MARIO",1.0909090909090908,2.8436912783528534,24.0,9.0,4.696969696969696,1.1363636363636365,0.5454545454545454,0.13636363636363635,1.0909090909090908,PAR,22.0,"NAKIC, MARIO",5.9,0.18489984591679504,0.2601665762367191,0.18489984591679504
"OUATTARA, YAKUBA",2.5555555555555554,4.00317334441026,92.0,11.0,14.45138888888889,4.361111111111111,1.7222222222222223,0.3055555555555556,2.5555555555555554,PRS,36.0,"OUATTARA, YAKUBA",5.8,0.44061302681992337,0.1998731467334105,0.44061302681992337
"DA SILVA, OSCAR",5.6,5.330728530573158,140.0,18.0,15.460666666666667,4.84,3.08,0.48,5.6,MUN,25.0,"DA SILVA, OSCAR",5.7,0.9824561403508771,0.15795970324279,0.9824561403508771
"LLULL, SERGIO",5.1,5.261373516682815,204.0,15.0,17.098333333333336,6.625,1.4,2.175,5.1,MAD,40.0,"LLULL, SERGIO",5.6,0.9107142857142857,0.15970936685626536,0.9107142857142857
"GIFFEY, NIELS",5.32,5.030904491242107,133.0,14.0,18.192666666666668,6.44,1.84,0.92,5.32,MUN,25.0,"GIFFEY, NIELS",5.6,0.9500000000000001,0.16581260761999614,0.9500000000000001
"HOLLATZ, JUSTUS",0.4,1.2421180068162376,6.0,3.0,4.668888888888889,0.5333333333333333,0.5333333333333333,0.7333333333333333,0.4,IST,15.0,"HOLLATZ, JUSTUS",5.5,0.07272727272727274,0.44600685466149026,0.07272727272727274
"HARRIS, ELIAS",4.0,5.428320796219275,124.0,20.0,8.868817204301076,3.6774193548387095,1.3548387096774193,0.41935483870967744,4.0,MUN,31.0,"HARRIS, ELIAS",5.5,0.7272727272727273,0.15556162047608696,0.7272727272727273
"ANTETOKOUNMPO, KOSTAS",1.4,2.3190036174568114,14.0,6.0,2.7683333333333335,1.0,0.3,0.1,1.4,PAN,10.0,"ANTETOKOUNMPO, KOSTAS",5.5,0.2545454545454545,0.30129524256627677,0.2545454545454545
"TARPEY, TERRY",2.275,3.9025796859421336,91.0,14.0,6.65125,1.275,1.3,0.25,2.275,MCO,40.0,"TARPEY, TERRY",5.4,0.4212962962962963,0.20397424704129596,0.4212962962962963
"LARENTZAKIS, GIANNOULIS",2.103448275862069,4.100042051929004,61.0,13.0,4.1160919540229886,1.5517241379310345,0.7931034482758621,0.7241379310344828,2.103448275862069,OLY,29.0,"LARENTZAKIS, GIANNOULIS",5.3,0.39687703318152245,0.19607681462582588,0.39687703318152245
"YILMAZ, ERKAN",1.7272727272727273,3.3120532860594154,38.0,11.0,2.5674242424242424,0.9545454545454546,0.5909090909090909,0.4090909090909091,1.7272727272727273,IST,22.0,"YILMAZ, ERKAN",5.3,0.3259005145797599,0.23190808036462218,0.3259005145797599
"RAYMAN, WILLIAM",3.272727272727273,4.938830373129396,108.0,16.0,11.39090909090909,2.606060606060606,3.090909090909091,0.15151515151515152,3.272727272727273,TEL,33.0,"RAYMAN, WILLIAM",5.3,0.6174957118353346,0.16838332418527419,0.6174957118353346
"DIOP, OUSMANE",2.9523809523809526,5.054465258325459,62.0,15.0,7.60952380952381,3.0952380952380953,1.6666666666666667,0.42857142857142855,2.9523809523809526,MIL,21.0,"DIOP, OUSMANE",5.2,0.5677655677655677,0.1651673529094755,0.5677655677655677
"AKELE, NICOLA",2.4782608695652173,3.382704206258001,57.0,10.0,7.184057971014494,2.217391304347826,1.1304347826086956,0.043478260869565216,2.4782608695652173,VIR,23.0,"AKELE, NICOLA",5.2,0.47658862876254177,0.22816963065226126,0.47658862876254177
"CAVALIERE, LEOPOLD",3.5,4.379003959312628,133.0,14.0,10.359210526315788,2.6842105263157894,2.5789473684210527,0.39473684210526316,3.5,PRS,38.0,"CAVALIERE, LEOPOLD",5.1,0.6862745098039216,0.18590802452723754,0.6862745098039216
"DOBRIC, OGNJEN",2.2142857142857144,4.8408534819660085,62.0,16.0,10.68392857142857,3.357142857142857,1.0357142857142858,0.42857142857142855,2.2142857142857144,RED,28.0,"DOBRIC, OGNJEN",5.0,0.4428571428571429,0.1712078556819754,0.4428571428571429
"LIGHTY, DAVID",3.212121212121212,4.233479477315141,106.0,12.0,19.44242424242424,4.424242424242424,1.7878787878787878,1.0303030303030303,3.212121212121212,ASV,33.0,"LIGHTY, DAVID",5.0,0.6424242424242423,0.19107746659456015,0.6424242424242423
"SHAHRVIN, ENZO",1.6666666666666667,2.5495097567963922,15.0,7.0,4.87962962962963,0.6666666666666666,1.4444444444444444,0.3333333333333333,1.6666666666666667,PRS,9.0,"SHAHRVIN, ENZO",5.0,0.33333333333333337,0.28172904669025317,0.33333333333333337
"RICCI, GIAMPAOLO",3.1515151515151514,4.644359563769343,104.0,17.0,14.654545454545456,3.4545454545454546,2.393939393939394,0.42424242424242425,3.1515151515151514,MIL,33.0,"RICCI, GIAMPAOLO",5.0,0.6303030303030303,0.1771680185682914,0.6303030303030303
"FLACCADORI, DIEGO",0.52,2.535087112244206,13.0,9.0,4.507333333333333,0.92,0.28,0.56,0.52,MIL,25.0,"FLACCADORI, DIEGO",4.8,0.10833333333333334,0.2828784604872615,0.10833333333333334
"BEGARIN, JUHANN",-0.2,1.4719601443879744,-5.0,4.0,1.7046666666666668,0.24,0.48,0.08,-0.2,MCO,25.0,"BEGARIN, JUHANN",4.5,-0.044444444444444446,0.40453726661826384,-0.044444444444444446
"KRATZER, LEON",0.14285714285714285,2.9150222121545655,4.0,6.0,9.182142857142859,0.6071428571428571,2.2857142857142856,0.17857142857142858,0.14285714285714285,PRS,28.0,"KRATZER, LEON",4.5,0.031746031746031744,0.25542639244686866,0.031746031746031744
"HERRERA, SEBASTIAN",0.96875,3.3743278900660236,31.0,13.0,6.313020833333334,2.125,0.5625,0.28125,0.96875,PRS,32.0,"HERRERA, SEBASTIAN",4.5,0.2152777777777778,0.22860654828161647,0.2152777777777778
"MAHMUTOGLU, MELIH",0.5,1.1677484162422844,6.0,3.0,2.7527777777777778,1.1666666666666667,0.16666666666666666,0.08333333333333333,0.5,ULK,12.0,"MAHMUTOGLU, MELIH",4.5,0.1111111111111111,0.4613081446662822,0.1111111111111111
"LAKIC, ARIJAN",0.9090909090909091,2.5054054117160915,20.0,8.0,5.725757575757576,0.7727272727272727,0.8636363636363636,0.13636363636363635,0.9090909090909091,PAR,22.0,"LAKIC, ARIJAN",4.3,0.21141649048625794,0.28527370804464075,0.21141649048625794
"JACKSON, EDWIN",1.625,5.954994250353155,39.0,21.0,13.775,3.3333333333333335,1.3333333333333333,0.5833333333333334,1.625,ASV,24.0,"JACKSON, EDWIN",4.2,0.38690476190476186,0.14378157105582406,0.38690476190476186
"KALAITZAKIS, PANAGIOTIS",1.0,3.3166247903554003,41.0,13.0,5.741056910569106,1.3902439024390243,0.5853658536585366,0.2926829268292683,1.0,PAN,41.0,"KALAITZAKIS, PANAGIOTIS",4.1,0.24390243902439027,0.23166247903554,0.24390243902439027
"BOSNJAKOVIC, MITAR",0.5,3.13581462037113,5.0,9.0,3.5766666666666667,1.0,0.4,0.3,0.5,PAR,10.0,"BOSNJAKOVIC, MITAR",4.0,0.125,0.24179033438163733,0.125
"EKSIOGLU, MERT",0.0,0.0,0.0,0.0,1.6194444444444445,0.0,0.0,0.0,0.0,ULK,6.0,"EKSIOGLU, MERT",4.0,0.0,1.0,0.0
"SAMODUROV, ALEXANDROS",0.6666666666666666,1.970801352499661,16.0,8.0,1.0673611111111112,0.4583333333333333,0.2916666666666667,0.041666666666666664,0.6666666666666666,PAN,24.0,"SAMODUROV, ALEXANDROS",4.0,0.16666666666666666,0.3366095141832995,0.16666666666666666
