Player,fantasy_points_mean,fantasy_points_std,fantasy_points_sum,fantasy_points_max,Minutes_mean,Points_mean,TotalRebounds_mean,Assistances_mean,Valuation_mean,Team_first,games_played,player.name,price,value_score,consistency,points_per_credit
"CORDINIER, ISAIA",13.558823529411764,8.88031932428377,461.0,38.0,26.915686274509802,12.029411764705882,3.8823529411764706,3.8823529411764706,13.558823529411764,VIR,34.0,"CORDINIER, ISAIA",10.8,1.2554466230936818,0.10121130372195644,1.2554466230936818
"DECK, GABRIEL",8.571428571428571,4.709553501118146,240.0,16.0,23.375595238095237,7.964285714285714,3.2142857142857144,1.3928571428571428,8.571428571428571,MAD,28.0,"DECK, GABRIEL",10.7,0.801068090787717,0.17514504414472382,0.801068090787717
"SEDEKERSKIS, TADAS",10.666666666666666,7.168306312136458,288.0,23.0,22.603086419753087,6.814814814814815,4.407407407407407,1.5555555555555556,10.666666666666666,BAS,27.0,"SEDEKERSKIS, TADAS",10.7,0.9968847352024922,0.1224244000882045,0.9968847352024922
"BROWN, LORENZO",7.410256410256411,7.989196483929997,289.0,23.0,14.532051282051283,6.102564102564102,1.9487179487179487,2.6153846153846154,7.410256410256411,PAN,39.0,"BROWN, LORENZO",10.6,0.6990807934204161,0.11124464814933145,0.6990807934204161
"FALL, MOUSTAPHA",8.371428571428572,6.169592008084367,293.0,25.0,17.37238095238095,5.771428571428571,2.8857142857142857,1.9142857142857144,8.371428571428572,OLY,35.0,"FALL, MOUSTAPHA",10.6,0.7897574123989219,0.13947795061035678,0.7897574123989219
"MILLER-MCINTYRE, CODI",9.971428571428572,7.563401484570729,349.0,23.0,25.374285714285715,10.257142857142858,3.142857142857143,4.571428571428571,9.971428571428572,RED,35.0,"MILLER-MCINTYRE, CODI",10.5,0.9496598639455782,0.11677602665269975,0.9496598639455782
"PETERS, ALEC",9.0,8.0638477804111,360.0,31.0,16.43208333333333,8.125,2.625,0.8,9.0,OLY,40.0,"PETERS, ALEC",10.5,0.8571428571428571,0.1103284194777865,0.8571428571428571
"WRIGHT, MOSES",6.0,7.930251502246879,114.0,28.0,12.155263157894737,5.526315789473684,2.4210526315789473,0.5789473684210527,6.0,OLY,19.0,"WRIGHT, MOSES",10.5,0.5714285714285714,0.11197892912068567,0.5714285714285714
"BROWN, STERLING",11.470588235294118,9.567100488899753,390.0,32.0,25.762254901960784,12.411764705882353,3.0294117647058822,2.088235294117647,11.470588235294118,PAR,34.0,"BROWN, STERLING",10.4,1.1029411764705883,0.09463333873378543,1.1029411764705883
"WEILER-BABB, NICK",12.852941176470589,8.560417551913083,437.0,34.0,26.347549019607843,8.235294117647058,4.147058823529412,4.9411764705882355,12.852941176470589,MUN,34.0,"WEILER-BABB, NICK",10.4,1.2358597285067874,0.10459794193820493,1.2358597285067874
"BALDWIN IV, WADE",11.037037037037036,5.9966752421749465,298.0,26.0,24.22469135802469,11.11111111111111,2.6666666666666665,3.740740740740741,11.037037037037036,ULK,27.0,"BALDWIN IV, WADE",10.3,1.0715569938870908,0.14292502730041615,1.0715569938870908
"NWORA, JORDAN",6.487179487179487,7.206984166954029,253.0,23.0,15.95897435897436,7.205128205128205,3.128205128205128,0.7435897435897436,6.487179487179487,IST,39.0,"NWORA, JORDAN",10.3,0.6298232511824744,0.12184743867626391,0.6298232511824744
"OTURU, DAN",11.105263157894736,7.373398034659793,422.0,28.0,16.58815789473684,8.763157894736842,4.157894736842105,0.5263157894736842,11.105263157894736,IST,38.0,"OTURU, DAN",10.3,1.0781808891159936,0.11942582878070832,1.0781808891159936
"SAKO, NEAL",12.058823529411764,8.707158937092697,410.0,30.0,21.328921568627454,8.735294117647058,5.970588235294118,0.7941176470588235,12.058823529411764,ASV,34.0,"SAKO, NEAL",10.3,1.1707595659623071,0.1030167535610065,1.1707595659623071
"SORKIN, ROMAN",11.93939393939394,7.035354441761418,394.0,27.0,23.36060606060606,12.93939393939394,4.090909090909091,1.0606060606060606,11.93939393939394,TEL,33.0,"SORKIN, ROMAN",10.2,1.1705288175876412,0.12445001738850382,1.1705288175876412
"SATORANSKY, TOMAS",9.717948717948717,5.656615679420811,379.0,21.0,23.705128205128204,5.948717948717949,3.230769230769231,5.256410256410256,9.717948717948717,BAR,39.0,"SATORANSKY, TOMAS",10.1,0.9621731403909621,0.15022648867825422,0.9621731403909621
"RIVERO, JASIEL",12.35,6.799961300199475,247.0,24.0,21.968333333333334,10.2,4.35,1.3,12.35,TEL,20.0,"RIVERO, JASIEL",10.1,1.2227722772277227,0.1282057642996801,1.2227722772277227
"GRANT, JERIAN",10.634146341463415,7.930183155391102,436.0,33.0,26.865040650406506,8.585365853658537,2.1219512195121952,3.1707317073170733,10.634146341463415,PAN,41.0,"GRANT, JERIAN",10.1,1.0528857763825163,0.11197978614764531,1.0528857763825163
"WILLIAMS-GOSS, NIGEL",8.571428571428571,8.541544543774112,300.0,32.0,22.906190476190478,8.628571428571428,2.1142857142857143,3.4,8.571428571428571,OLY,35.0,"WILLIAMS-GOSS, NIGEL",10.0,0.8571428571428571,0.10480483483698697,0.8571428571428571
"SAMANIC, LUKA",8.6,7.21902249021886,129.0,21.0,15.204444444444444,9.066666666666666,3.2,1.0666666666666667,8.6,BAS,15.0,"SAMANIC, LUKA",10.0,0.86,0.12166896990366692,0.86
"FORREST, TRENT",11.647058823529411,7.239966318945498,396.0,23.0,24.780882352941177,9.676470588235293,2.7941176470588234,4.705882352941177,11.647058823529411,BAS,34.0,"FORREST, TRENT",9.9,1.176470588235294,0.12135971935962646,1.176470588235294
"KALINIC, NIKOLA",11.628571428571428,6.375900002378969,407.0,24.0,27.185714285714287,9.028571428571428,4.2,2.6,11.628571428571428,RED,35.0,"KALINIC, NIKOLA",9.9,1.1746031746031744,0.1355766753450382,1.1746031746031744
"WARD, TYSON",11.31578947368421,6.43514532126759,430.0,24.0,26.346929824561403,11.0,4.947368421052632,1.3157894736842106,11.31578947368421,PRS,38.0,"WARD, TYSON",9.8,1.1546723952738989,0.1344963624503191,1.1546723952738989
"LO, MAODO",7.9655172413793105,8.028888726791033,231.0,35.0,17.17183908045977,10.03448275862069,1.5172413793103448,2.1379310344827585,7.9655172413793105,PRS,29.0,"LO, MAODO",9.8,0.812807881773399,0.11075560129927652,0.812807881773399
"VILDOZA, LUCA",5.088235294117647,4.679857852404983,173.0,18.0,17.151470588235295,4.617647058823529,1.4411764705882353,2.6470588235294117,5.088235294117647,OLY,34.0,"VILDOZA, LUCA",9.7,0.5245603395997575,0.1760607441217172,0.5245603395997575
"WILBEKIN, SCOTTIE",0.0,,0.0,0.0,2.0833333333333335,0.0,0.0,0.0,0.0,ULK,1.0,"WILBEKIN, SCOTTIE",9.7,0.0,,0.0
"HOWARD, MARKUS",6.15625,9.037946437463082,197.0,26.0,22.3390625,12.09375,1.3125,1.5,6.15625,BAS,32.0,"HOWARD, MARKUS",9.6,0.6412760416666667,0.09962197011411159,0.6412760416666667
"MADAR, YAM",2.3,4.3982319680121975,23.0,14.0,5.970000000000001,2.1,0.7,0.8,2.3,MUN,10.0,"MADAR, YAM",9.6,0.23958333333333331,0.18524583714179146,0.23958333333333331
"MELLI, NICOLO",6.7631578947368425,6.334949009058275,257.0,24.0,17.27675438596491,4.947368421052632,4.052631578947368,1.131578947368421,6.7631578947368425,ULK,38.0,"MELLI, NICOLO",9.5,0.7119113573407203,0.13633359942448853,0.7119113573407203
"RATHAN-MAYES, XAVIER",3.0689655172413794,5.637445181759189,89.0,17.0,9.49367816091954,4.172413793103448,0.7241379310344828,1.103448275862069,3.0689655172413794,MAD,29.0,"RATHAN-MAYES, XAVIER",9.5,0.32304900181488205,0.1506603779942571,0.32304900181488205
"COLSON, BONZIE",6.794871794871795,5.65768916552131,265.0,21.0,18.449572649572648,6.666666666666667,3.5384615384615383,0.5384615384615384,6.794871794871795,ULK,39.0,"COLSON, BONZIE",9.3,0.730631375792666,0.15020226615246285,0.730631375792666
"CLARK III, JIMMY",8.875,7.199950396654529,71.0,15.0,18.966666666666665,10.0,2.375,4.0,8.875,TEL,8.0,"CLARK III, JIMMY",9.3,0.9543010752688171,0.1219519572225689,0.9543010752688171
"WALKUP, THOMAS",7.230769230769231,5.573563975107435,188.0,18.0,20.231410256410257,3.9615384615384617,2.3076923076923075,4.615384615384615,7.230769230769231,OLY,26.0,"WALKUP, THOMAS",9.2,0.7859531772575251,0.15212447977790564,0.7859531772575251
